GCF_051131785.1;protein_1301,GCF_016748925.1;protein_142,GCF_022923775.1;protein_1297,GCF_016757595.1;protein_140,GCF_006338415.1;protein_1322,,,,
GCF_051131785.1;protein_1302,GCF_016748925.1;protein_141,GCF_022923775.1;protein_1298,GCF_016757595.1;protein_139,GCF_006338415.1;protein_1323,,,,
GCF_051131785.1;protein_1303,GCF_016748925.1;protein_140,GCF_022923775.1;protein_1299,GCF_016757595.1;protein_138,GCF_006338415.1;protein_1324,,,,
GCF_051131785.1;protein_1304,GCF_016748925.1;protein_139,GCF_022923775.1;protein_1300,GCF_016757595.1;protein_137,GCF_006338415.1;protein_1325,,,,
GCF_051131785.1;protein_1305,GCF_016748925.1;protein_138,GCF_022923775.1;protein_1301,GCF_016757595.1;protein_136,GCF_006338415.1;protein_1326,,,,
GCF_051131785.1;protein_1306,GCF_016748925.1;protein_137,GCF_022923775.1;protein_1302,GCF_016757595.1;protein_135,GCF_006338415.1;protein_1327,,,,
GCF_051131785.1;protein_1307,GCF_016748925.1;protein_136,GCF_022923775.1;protein_1303,GCF_016757595.1;protein_134,GCF_006338415.1;protein_1328,,,,
GCF_051131785.1;protein_1308,GCF_016748925.1;protein_135,GCF_022923775.1;protein_1304,GCF_016757595.1;protein_133,GCF_006338415.1;protein_1329,,,,
GCF_051131785.1;protein_1309,GCF_016748925.1;protein_134,GCF_022923775.1;protein_1305,GCF_016757595.1;protein_132,GCF_006338415.1;protein_1330,,,,
GCF_051131785.1;protein_131,GCF_016748925.1;protein_1148,,,,,,,
GCF_051131785.1;protein_1310,GCF_016748925.1;protein_133,GCF_022923775.1;protein_1306,GCF_016757595.1;protein_131,GCF_006338415.1;protein_1331,,,,
GCF_051131785.1;protein_1311,GCF_016748925.1;protein_132,GCF_022923775.1;protein_1307,GCF_016757595.1;protein_130,GCF_006338415.1;protein_1332,,,,
GCF_051131785.1;protein_1312,GCF_016748925.1;protein_131,GCF_022923775.1;protein_1308,GCF_016757595.1;protein_129,GCF_006338415.1;protein_1333,,,,
GCF_051131785.1;protein_1313,GCF_016748925.1;protein_130,GCF_022923775.1;protein_1309,GCF_016757595.1;protein_128,GCF_006338415.1;protein_1334,,,,
GCF_051131785.1;protein_1314,GCF_016748925.1;protein_129,GCF_022923775.1;protein_1310,GCF_016757595.1;protein_127,GCF_006338415.1;protein_1335,,,,
GCF_051131785.1;protein_1315,GCF_016748925.1;protein_128,GCF_022923775.1;protein_1311,GCF_016757595.1;protein_126,GCF_006338415.1;protein_1336,,,,
GCF_051131785.1;protein_1316,GCF_016748925.1;protein_127,GCF_022923775.1;protein_1312,GCF_016757595.1;protein_125,GCF_006338415.1;protein_1337,,,,
GCF_051131785.1;protein_1317,GCF_016748925.1;protein_126,GCF_022923775.1;protein_1313,GCF_016757595.1;protein_124,GCF_006338415.1;protein_1338,,,,
GCF_051131785.1;protein_1318,GCF_016748925.1;protein_125,GCF_022923775.1;protein_1314,GCF_016757595.1;protein_123,GCF_006338415.1;protein_1339,,,,
GCF_051131785.1;protein_1319,GCF_016748925.1;protein_124,GCF_022923775.1;protein_1315,GCF_016757595.1;protein_122,GCF_006338415.1;protein_1340,,,,
GCF_051131785.1;protein_132,GCF_016748925.1;protein_25,GCF_022923775.1;protein_139,GCF_016757595.1;protein_26,GCF_006338415.1;protein_1485,,,,
GCF_051131785.1;protein_1320,GCF_016748925.1;protein_123,GCF_022923775.1;protein_1316,GCF_016757595.1;protein_121,GCF_006338415.1;protein_1341,,,,
GCF_051131785.1;protein_1321,GCF_016748925.1;protein_122,GCF_022923775.1;protein_1317,GCF_016757595.1;protein_120,GCF_006338415.1;protein_1342,,,,
GCF_051131785.1;protein_1322,GCF_016748925.1;protein_121,GCF_022923775.1;protein_1318,GCF_016757595.1;protein_119,GCF_006338415.1;protein_1343,,,,
GCF_051131785.1;protein_1323,GCF_016748925.1;protein_120,GCF_022923775.1;protein_1319,GCF_016757595.1;protein_118,GCF_006338415.1;protein_1344,,,,
GCF_051131785.1;protein_1324,GCF_016748925.1;protein_119,GCF_022923775.1;protein_1320,GCF_016757595.1;protein_117,GCF_006338415.1;protein_1345,,,,
GCF_051131785.1;protein_1326,GCF_016748925.1;protein_118,GCF_022923775.1;protein_1321,GCF_016757595.1;protein_116,GCF_006338415.1;protein_1346,,,,
GCF_051131785.1;protein_1327,,GCF_022923775.1;protein_1322,GCF_016757595.1;protein_115,GCF_006338415.1;protein_1347,,,,
,GCF_006338415.1;protein_1348,GCF_022923775.1;protein_1323,GCF_051131785.1;protein_1328,,,,,
GCF_051131785.1;protein_1329,GCF_016748925.1;protein_117,GCF_022923775.1;protein_1324,GCF_016757595.1;protein_114,GCF_006338415.1;protein_1349,,,,
GCF_051131785.1;protein_133,GCF_016748925.1;protein_26,GCF_022923775.1;protein_140,GCF_016757595.1;protein_27,GCF_006338415.1;protein_1484,,,,
GCF_051131785.1;protein_1330,GCF_016748925.1;protein_116,GCF_022923775.1;protein_1325,GCF_016757595.1;protein_113,GCF_006338415.1;protein_1351,,,,
GCF_051131785.1;protein_1331,GCF_016748925.1;protein_115,GCF_022923775.1;protein_1326,GCF_016757595.1;protein_112,GCF_006338415.1;protein_1352,,,,
GCF_051131785.1;protein_1332,GCF_016748925.1;protein_114,GCF_022923775.1;protein_1327,GCF_016757595.1;protein_111,GCF_006338415.1;protein_1353,,,,
GCF_051131785.1;protein_1333,GCF_016748925.1;protein_113,GCF_022923775.1;protein_1328,GCF_016757595.1;protein_110,GCF_006338415.1;protein_1354,,,,
GCF_051131785.1;protein_1334,GCF_016748925.1;protein_112,GCF_022923775.1;protein_1329,GCF_016757595.1;protein_109,GCF_006338415.1;protein_1355,,,,
GCF_051131785.1;protein_1335,GCF_016748925.1;protein_110,GCF_022923775.1;protein_1330,GCF_016757595.1;protein_108,GCF_006338415.1;protein_1356,,,,
GCF_051131785.1;protein_1337,GCF_016748925.1;protein_107,GCF_022923775.1;protein_1335,GCF_016757595.1;protein_106,GCF_006338415.1;protein_1360,,,,
GCF_051131785.1;protein_1338,GCF_016748925.1;protein_106,GCF_022923775.1;protein_1336,GCF_016757595.1;protein_105,GCF_006338415.1;protein_1361,,,,
GCF_051131785.1;protein_1339,GCF_016748925.1;protein_105,GCF_022923775.1;protein_1337,GCF_016757595.1;protein_104,GCF_006338415.1;protein_1362,,,,
GCF_051131785.1;protein_134,GCF_016748925.1;protein_27,GCF_022923775.1;protein_141,GCF_016757595.1;protein_28,GCF_006338415.1;protein_1483,,,,
GCF_051131785.1;protein_1340,GCF_016748925.1;protein_104,GCF_022923775.1;protein_1338,GCF_016757595.1;protein_103,GCF_006338415.1;protein_1363,,,,
GCF_051131785.1;protein_1341,GCF_016748925.1;protein_103,GCF_022923775.1;protein_1339,GCF_016757595.1;protein_102,GCF_006338415.1;protein_1364,,,,
GCF_051131785.1;protein_1342,GCF_016748925.1;protein_102,GCF_022923775.1;protein_1340,GCF_016757595.1;protein_101,GCF_006338415.1;protein_1365,,,,
GCF_051131785.1;protein_1343,GCF_016748925.1;protein_101,GCF_022923775.1;protein_1341,GCF_016757595.1;protein_100,GCF_006338415.1;protein_1366,,,,
GCF_051131785.1;protein_1344,GCF_016748925.1;protein_100,GCF_022923775.1;protein_1342,GCF_016757595.1;protein_99,GCF_006338415.1;protein_1367,,,,
GCF_051131785.1;protein_1345,GCF_016748925.1;protein_99,GCF_022923775.1;protein_1343,GCF_016757595.1;protein_98,GCF_006338415.1;protein_1368,,,,
GCF_051131785.1;protein_1346,GCF_016748925.1;protein_98,,GCF_016757595.1;protein_97,GCF_006338415.1;protein_1369,,,,
GCF_051131785.1;protein_1347,GCF_016748925.1;protein_97,GCF_022923775.1;protein_1344,GCF_016757595.1;protein_96,GCF_006338415.1;protein_1370,,,,
GCF_051131785.1;protein_1348,GCF_016748925.1;protein_96,GCF_022923775.1;protein_1345,GCF_016757595.1;protein_95,GCF_006338415.1;protein_1371,,,,
GCF_051131785.1;protein_1349,GCF_016748925.1;protein_95,GCF_022923775.1;protein_1346,GCF_016757595.1;protein_94,GCF_006338415.1;protein_1372,,,,
GCF_051131785.1;protein_135,GCF_016748925.1;protein_28,GCF_022923775.1;protein_142,GCF_016757595.1;protein_29,GCF_006338415.1;protein_1482,,,,
GCF_051131785.1;protein_1350,GCF_016748925.1;protein_94,GCF_022923775.1;protein_1347,GCF_016757595.1;protein_93,GCF_006338415.1;protein_1373,,,,
GCF_051131785.1;protein_1351,GCF_016748925.1;protein_93,GCF_022923775.1;protein_1348,GCF_016757595.1;protein_92,GCF_006338415.1;protein_1374,,,,
GCF_051131785.1;protein_1352,GCF_016748925.1;protein_92,GCF_022923775.1;protein_1349,GCF_016757595.1;protein_91,GCF_006338415.1;protein_1375,,,,
GCF_051131785.1;protein_1353,GCF_016748925.1;protein_91,GCF_022923775.1;protein_1350,GCF_016757595.1;protein_90,GCF_006338415.1;protein_1376,,,,
GCF_051131785.1;protein_1354,GCF_016748925.1;protein_90,GCF_022923775.1;protein_1351,GCF_016757595.1;protein_89,GCF_006338415.1;protein_1377,,,,
GCF_051131785.1;protein_1355,GCF_016748925.1;protein_89,GCF_022923775.1;protein_1352,GCF_016757595.1;protein_88,GCF_006338415.1;protein_1378,,,,
GCF_051131785.1;protein_1356,GCF_016748925.1;protein_88,GCF_022923775.1;protein_1353,GCF_016757595.1;protein_87,GCF_006338415.1;protein_1379,,,,
GCF_051131785.1;protein_1357,GCF_016748925.1;protein_87,GCF_022923775.1;protein_1354,GCF_016757595.1;protein_86,GCF_006338415.1;protein_1380,,,,
GCF_051131785.1;protein_1358,GCF_016748925.1;protein_86,GCF_022923775.1;protein_1355,GCF_016757595.1;protein_85,GCF_006338415.1;protein_1381,,,,
GCF_051131785.1;protein_1359,GCF_016748925.1;protein_85,GCF_022923775.1;protein_1356,GCF_016757595.1;protein_84,GCF_006338415.1;protein_1382,,,,
GCF_051131785.1;protein_136,GCF_016748925.1;protein_29,GCF_022923775.1;protein_143,GCF_016757595.1;protein_30,GCF_006338415.1;protein_1481,,,,
GCF_051131785.1;protein_1360,GCF_016748925.1;protein_84,,,GCF_006338415.1;protein_1383,,,,
GCF_051131785.1;protein_1361,GCF_016748925.1;protein_83,,,GCF_006338415.1;protein_1384,,,,
GCF_051131785.1;protein_1364,GCF_016748925.1;protein_80,GCF_022923775.1;protein_1362,GCF_016757595.1;protein_80,GCF_006338415.1;protein_1387,,,,
GCF_051131785.1;protein_1365,GCF_016748925.1;protein_79,GCF_022923775.1;protein_1363,GCF_016757595.1;protein_79,GCF_006338415.1;protein_1388,,,,
GCF_051131785.1;protein_1366,GCF_016748925.1;protein_78,GCF_022923775.1;protein_1364,GCF_016757595.1;protein_78,GCF_006338415.1;protein_1389,,,,
GCF_051131785.1;protein_1367,GCF_016748925.1;protein_77,GCF_022923775.1;protein_1365,GCF_016757595.1;protein_77,GCF_006338415.1;protein_1390,,,,
GCF_051131785.1;protein_1368,GCF_016748925.1;protein_76,GCF_022923775.1;protein_1366,GCF_016757595.1;protein_76,GCF_006338415.1;protein_1391,,,,
GCF_051131785.1;protein_1369,GCF_016748925.1;protein_75,GCF_022923775.1;protein_1367,GCF_016757595.1;protein_75,GCF_006338415.1;protein_1392,,,,
GCF_051131785.1;protein_137,GCF_016748925.1;protein_30,GCF_022923775.1;protein_144,GCF_016757595.1;protein_31,GCF_006338415.1;protein_1480,,,,
GCF_051131785.1;protein_1370,GCF_016748925.1;protein_74,GCF_022923775.1;protein_1368,GCF_016757595.1;protein_74,GCF_006338415.1;protein_1393,,,,
GCF_051131785.1;protein_1371,GCF_016748925.1;protein_73,GCF_022923775.1;protein_1369,GCF_016757595.1;protein_73,GCF_006338415.1;protein_1394,,,,
GCF_051131785.1;protein_1372,GCF_016748925.1;protein_72,GCF_022923775.1;protein_1370,GCF_016757595.1;protein_72,GCF_006338415.1;protein_1395,,,,
GCF_051131785.1;protein_1373,GCF_016748925.1;protein_71,GCF_022923775.1;protein_1371,GCF_016757595.1;protein_70,GCF_006338415.1;protein_1396,,,,
GCF_051131785.1;protein_1374,,GCF_022923775.1;protein_1372,,GCF_006338415.1;protein_1397,,,,
GCF_051131785.1;protein_1375,,GCF_022923775.1;protein_1373,,GCF_006338415.1;protein_1398,,,,
GCF_051131785.1;protein_1376,GCF_016748925.1;protein_69,GCF_022923775.1;protein_1374,GCF_016757595.1;protein_67,GCF_006338415.1;protein_1399,,,,
GCF_051131785.1;protein_1377,GCF_016748925.1;protein_68,GCF_022923775.1;protein_1375,GCF_016757595.1;protein_66,GCF_006338415.1;protein_1400,,,,
GCF_051131785.1;protein_1378,GCF_016748925.1;protein_67,GCF_022923775.1;protein_1376,GCF_016757595.1;protein_65,GCF_006338415.1;protein_1401,,,,
GCF_051131785.1;protein_1379,GCF_016748925.1;protein_66,GCF_022923775.1;protein_1377,GCF_016757595.1;protein_64,GCF_006338415.1;protein_1402,,,,
GCF_051131785.1;protein_138,GCF_016748925.1;protein_31,GCF_022923775.1;protein_145,GCF_016757595.1;protein_32,GCF_006338415.1;protein_1479,,,,
GCF_051131785.1;protein_1380,GCF_016748925.1;protein_65,GCF_022923775.1;protein_1378,GCF_016757595.1;protein_63,GCF_006338415.1;protein_1403,,,,
GCF_051131785.1;protein_1381,GCF_016748925.1;protein_64,GCF_022923775.1;protein_1379,GCF_016757595.1;protein_62,GCF_006338415.1;protein_1404,,,,
GCF_051131785.1;protein_1382,GCF_016748925.1;protein_63,GCF_022923775.1;protein_1380,GCF_016757595.1;protein_61,GCF_006338415.1;protein_1405,,,,
GCF_051131785.1;protein_1383,GCF_016748925.1;protein_62,GCF_022923775.1;protein_1381,GCF_016757595.1;protein_60,GCF_006338415.1;protein_1406,,,,
GCF_051131785.1;protein_1384,GCF_016748925.1;protein_61,GCF_022923775.1;protein_1382,GCF_016757595.1;protein_59,GCF_006338415.1;protein_1407,,,,
GCF_051131785.1;protein_1385,GCF_016748925.1;protein_60,GCF_022923775.1;protein_1383,GCF_016757595.1;protein_58,GCF_006338415.1;protein_1408,,,,
GCF_051131785.1;protein_1386,GCF_016748925.1;protein_59,GCF_022923775.1;protein_1384,GCF_016757595.1;protein_57,GCF_006338415.1;protein_1409,,,,
GCF_051131785.1;protein_1387,GCF_016748925.1;protein_58,GCF_022923775.1;protein_1385,GCF_016757595.1;protein_56,GCF_006338415.1;protein_1410,,,,
GCF_051131785.1;protein_139,GCF_016748925.1;protein_32,,GCF_016757595.1;protein_33,GCF_006338415.1;protein_1478,,,,
GCF_006338415.1;protein_1414,,GCF_051131785.1;protein_1390,GCF_016757595.1;protein_52,GCF_022923775.1;protein_1389,GCF_016748925.1;protein_54,,,
GCF_051131785.1;protein_1391,GCF_016748925.1;protein_53,GCF_022923775.1;protein_1390,GCF_016757595.1;protein_51,GCF_006338415.1;protein_1415,,,,
GCF_051131785.1;protein_1392,GCF_016748925.1;protein_52,GCF_022923775.1;protein_1391,GCF_016757595.1;protein_50,GCF_006338415.1;protein_1416,,,,
GCF_051131785.1;protein_1394,GCF_016748925.1;protein_49,GCF_022923775.1;protein_1394,GCF_016757595.1;protein_47,GCF_006338415.1;protein_1418,,,,
GCF_051131785.1;protein_1395,GCF_016748925.1;protein_48,GCF_022923775.1;protein_1395,GCF_016757595.1;protein_46,GCF_006338415.1;protein_1419,,,,
GCF_051131785.1;protein_1396,GCF_016748925.1;protein_47,GCF_022923775.1;protein_1396,GCF_016757595.1;protein_45,GCF_006338415.1;protein_1420,,,,
GCF_051131785.1;protein_1397,GCF_016748925.1;protein_44,GCF_022923775.1;protein_1399,GCF_016757595.1;protein_44,,,,,
GCF_051131785.1;protein_1398,GCF_016748925.1;protein_43,GCF_022923775.1;protein_1400,GCF_016757595.1;protein_43,GCF_006338415.1;protein_1422,,,,
GCF_051131785.1;protein_14,GCF_016748925.1;protein_1447,GCF_022923775.1;protein_15,GCF_016757595.1;protein_1478,GCF_006338415.1;protein_17,,,,
GCF_051131785.1;protein_140,GCF_016748925.1;protein_33,GCF_022923775.1;protein_147,GCF_016757595.1;protein_34,GCF_006338415.1;protein_1477,,,,
GCF_051131785.1;protein_1401,GCF_016748925.1;protein_1299,GCF_022923775.1;protein_1402,GCF_016757595.1;protein_1293,GCF_006338415.1;protein_121,,,,
GCF_051131785.1;protein_1402,GCF_016748925.1;protein_1300,GCF_022923775.1;protein_1403,GCF_016757595.1;protein_1294,GCF_006338415.1;protein_120,,,,
GCF_051131785.1;protein_1403,GCF_016748925.1;protein_1301,GCF_022923775.1;protein_1404,GCF_016757595.1;protein_1295,GCF_006338415.1;protein_119,,,,
GCF_051131785.1;protein_1404,GCF_016748925.1;protein_1302,GCF_022923775.1;protein_1405,GCF_016757595.1;protein_1296,GCF_006338415.1;protein_118,,,,
GCF_051131785.1;protein_1405,GCF_016748925.1;protein_1303,GCF_022923775.1;protein_1406,GCF_016757595.1;protein_1297,GCF_006338415.1;protein_117,,,,
GCF_051131785.1;protein_1406,GCF_016748925.1;protein_1304,GCF_022923775.1;protein_1407,GCF_016757595.1;protein_1298,GCF_006338415.1;protein_116,,,,
GCF_051131785.1;protein_1407,GCF_016748925.1;protein_1305,GCF_022923775.1;protein_1408,GCF_016757595.1;protein_1299,GCF_006338415.1;protein_115,,,,
GCF_051131785.1;protein_1408,GCF_016748925.1;protein_1306,GCF_022923775.1;protein_1409,GCF_016757595.1;protein_1300,GCF_006338415.1;protein_114,,,,
GCF_051131785.1;protein_1409,GCF_016748925.1;protein_1307,,GCF_016757595.1;protein_1301,,,,,
GCF_022923775.1;protein_148,GCF_006338415.1;protein_1476,GCF_016757595.1;protein_35,,GCF_051131785.1;protein_141,GCF_016748925.1;protein_34,,,
GCF_051131785.1;protein_1410,GCF_016748925.1;protein_1308,,GCF_016757595.1;protein_1302,GCF_006338415.1;protein_1426,,,,
GCF_051131785.1;protein_1411,GCF_016748925.1;protein_1309,,GCF_016757595.1;protein_1303,GCF_006338415.1;protein_1427,,,,
GCF_051131785.1;protein_1413,GCF_016748925.1;protein_1310,GCF_022923775.1;protein_1413,GCF_016757595.1;protein_1306,GCF_006338415.1;protein_1429,,,,
GCF_051131785.1;protein_1414,GCF_016748925.1;protein_1311,GCF_022923775.1;protein_1414,GCF_016757595.1;protein_1307,GCF_006338415.1;protein_1430,,,,
GCF_051131785.1;protein_1415,GCF_016748925.1;protein_1312,GCF_022923775.1;protein_1415,GCF_016757595.1;protein_1308,GCF_006338415.1;protein_1431,,,,
GCF_051131785.1;protein_1416,GCF_016748925.1;protein_1313,GCF_022923775.1;protein_1416,GCF_016757595.1;protein_1309,GCF_006338415.1;protein_1432,,,,
GCF_051131785.1;protein_1417,GCF_016748925.1;protein_1314,GCF_022923775.1;protein_1417,GCF_016757595.1;protein_1310,GCF_006338415.1;protein_1433,,,,
GCF_051131785.1;protein_1418,GCF_016748925.1;protein_1315,GCF_022923775.1;protein_1418,GCF_016757595.1;protein_1311,GCF_006338415.1;protein_1434,,,,
GCF_051131785.1;protein_1419,GCF_016748925.1;protein_1316,GCF_022923775.1;protein_1419,GCF_016757595.1;protein_1312,GCF_006338415.1;protein_1435,,,,
GCF_051131785.1;protein_142,GCF_016748925.1;protein_35,GCF_022923775.1;protein_149,GCF_016757595.1;protein_36,GCF_006338415.1;protein_1475,,,,
GCF_051131785.1;protein_1420,GCF_016748925.1;protein_1317,GCF_022923775.1;protein_1420,GCF_016757595.1;protein_1313,GCF_006338415.1;protein_1436,,,,
GCF_051131785.1;protein_1421,GCF_016748925.1;protein_1318,GCF_022923775.1;protein_1421,GCF_016757595.1;protein_1314,GCF_006338415.1;protein_1437,,,,
GCF_051131785.1;protein_1422,GCF_016748925.1;protein_1319,GCF_022923775.1;protein_1422,GCF_016757595.1;protein_1315,GCF_006338415.1;protein_1438,,,,
GCF_051131785.1;protein_1423,GCF_016748925.1;protein_1320,GCF_022923775.1;protein_1423,GCF_016757595.1;protein_1316,GCF_006338415.1;protein_1439,,,,
GCF_051131785.1;protein_1424,GCF_016748925.1;protein_1321,GCF_022923775.1;protein_1424,GCF_016757595.1;protein_1317,GCF_006338415.1;protein_1440,,,,
GCF_051131785.1;protein_1425,GCF_016748925.1;protein_1322,GCF_022923775.1;protein_1425,GCF_016757595.1;protein_1318,GCF_006338415.1;protein_1441,,,,
GCF_051131785.1;protein_1426,GCF_016748925.1;protein_1323,GCF_022923775.1;protein_1426,GCF_016757595.1;protein_1319,GCF_006338415.1;protein_1442,,,,
GCF_051131785.1;protein_1427,GCF_016748925.1;protein_1325,,GCF_016757595.1;protein_1320,,,,,
GCF_051131785.1;protein_1429,,,,GCF_006338415.1;protein_1444,,,,
GCF_051131785.1;protein_143,GCF_016748925.1;protein_36,GCF_022923775.1;protein_150,GCF_016757595.1;protein_37,GCF_006338415.1;protein_1474,,,,
GCF_051131785.1;protein_1430,GCF_016748925.1;protein_1328,GCF_022923775.1;protein_1429,GCF_016757595.1;protein_1323,GCF_006338415.1;protein_1445,,,,
GCF_051131785.1;protein_1431,GCF_016748925.1;protein_1329,GCF_022923775.1;protein_1430,GCF_016757595.1;protein_1324,GCF_006338415.1;protein_1446,,,,
GCF_051131785.1;protein_1432,GCF_016748925.1;protein_1330,GCF_022923775.1;protein_1431,GCF_016757595.1;protein_1325,GCF_006338415.1;protein_1447,,,,
GCF_051131785.1;protein_1433,GCF_016748925.1;protein_1331,GCF_022923775.1;protein_1432,GCF_016757595.1;protein_1326,GCF_006338415.1;protein_1448,,,,
GCF_051131785.1;protein_1434,GCF_016748925.1;protein_1332,GCF_022923775.1;protein_1433,GCF_016757595.1;protein_1327,GCF_006338415.1;protein_1449,,,,
GCF_051131785.1;protein_1435,GCF_016748925.1;protein_1333,GCF_022923775.1;protein_1435,GCF_016757595.1;protein_1329,GCF_006338415.1;protein_1451,,,,
GCF_051131785.1;protein_1436,,,GCF_016757595.1;protein_1330,,,,,
GCF_051131785.1;protein_1437,GCF_016748925.1;protein_1334,GCF_022923775.1;protein_1436,GCF_016757595.1;protein_1331,GCF_006338415.1;protein_1452,,,,
GCF_051131785.1;protein_1438,GCF_016748925.1;protein_1335,GCF_022923775.1;protein_1437,GCF_016757595.1;protein_1332,GCF_006338415.1;protein_1453,,,,
GCF_051131785.1;protein_1439,GCF_016748925.1;protein_1336,GCF_022923775.1;protein_1438,GCF_016757595.1;protein_1333,GCF_006338415.1;protein_1454,,,,
GCF_051131785.1;protein_144,GCF_016748925.1;protein_37,GCF_022923775.1;protein_151,GCF_016757595.1;protein_38,GCF_006338415.1;protein_1473,,,,
GCF_051131785.1;protein_1440,,GCF_022923775.1;protein_1439,,,,,,
GCF_051131785.1;protein_1441,GCF_016748925.1;protein_19,GCF_022923775.1;protein_1440,GCF_016757595.1;protein_20,,,,,
GCF_051131785.1;protein_1442,GCF_016748925.1;protein_18,GCF_022923775.1;protein_1442,GCF_016757595.1;protein_19,GCF_006338415.1;protein_1492,,,,
GCF_051131785.1;protein_1443,GCF_016748925.1;protein_17,GCF_022923775.1;protein_1443,GCF_016757595.1;protein_18,GCF_006338415.1;protein_1493,,,,
GCF_051131785.1;protein_1444,GCF_016748925.1;protein_16,GCF_022923775.1;protein_1444,GCF_016757595.1;protein_17,GCF_006338415.1;protein_1494,,,,
GCF_051131785.1;protein_1445,GCF_016748925.1;protein_15,GCF_022923775.1;protein_1445,GCF_016757595.1;protein_16,GCF_006338415.1;protein_1495,,,,
GCF_051131785.1;protein_1446,GCF_016748925.1;protein_14,GCF_022923775.1;protein_1446,GCF_016757595.1;protein_15,GCF_006338415.1;protein_1496,,,,
GCF_051131785.1;protein_1447,GCF_016748925.1;protein_13,GCF_022923775.1;protein_1447,GCF_016757595.1;protein_14,GCF_006338415.1;protein_1497,,,,
GCF_051131785.1;protein_1448,GCF_016748925.1;protein_12,GCF_022923775.1;protein_1448,GCF_016757595.1;protein_13,GCF_006338415.1;protein_1498,,,,
GCF_051131785.1;protein_1449,GCF_016748925.1;protein_11,GCF_022923775.1;protein_1449,GCF_016757595.1;protein_12,GCF_006338415.1;protein_1499,,,,
GCF_051131785.1;protein_145,GCF_016748925.1;protein_38,GCF_022923775.1;protein_152,GCF_016757595.1;protein_39,GCF_006338415.1;protein_1472,,,,
GCF_051131785.1;protein_1450,GCF_016748925.1;protein_10,GCF_022923775.1;protein_1450,GCF_016757595.1;protein_11,GCF_006338415.1;protein_1500,,,,
GCF_051131785.1;protein_1451,GCF_016748925.1;protein_9,GCF_022923775.1;protein_1451,GCF_016757595.1;protein_10,GCF_006338415.1;protein_1501,,,,
GCF_051131785.1;protein_1452,GCF_016748925.1;protein_8,GCF_022923775.1;protein_1452,GCF_016757595.1;protein_9,GCF_006338415.1;protein_1502,,,,
GCF_051131785.1;protein_1453,GCF_016748925.1;protein_7,GCF_022923775.1;protein_1453,GCF_016757595.1;protein_8,GCF_006338415.1;protein_1503,,,,
GCF_051131785.1;protein_1454,GCF_016748925.1;protein_6,GCF_022923775.1;protein_1454,GCF_016757595.1;protein_7,GCF_006338415.1;protein_1504,,,,
GCF_051131785.1;protein_1455,,GCF_022923775.1;protein_1455,,,,,,
GCF_051131785.1;protein_1456,GCF_016748925.1;protein_5,GCF_022923775.1;protein_1456,GCF_016757595.1;protein_5,GCF_006338415.1;protein_1506,,,,
GCF_051131785.1;protein_1457,GCF_016748925.1;protein_4,GCF_022923775.1;protein_1457,GCF_016757595.1;protein_4,GCF_006338415.1;protein_1507,,,,
GCF_051131785.1;protein_1458,GCF_016748925.1;protein_3,GCF_022923775.1;protein_1458,GCF_016757595.1;protein_3,GCF_006338415.1;protein_1508,,,,
GCF_051131785.1;protein_1459,GCF_016748925.1;protein_2,GCF_022923775.1;protein_1459,GCF_016757595.1;protein_2,GCF_006338415.1;protein_1509,,,,
GCF_051131785.1;protein_146,GCF_016748925.1;protein_40,GCF_022923775.1;protein_153,GCF_016757595.1;protein_40,GCF_006338415.1;protein_1471,,,,
GCF_051131785.1;protein_1460,GCF_016748925.1;protein_1,GCF_022923775.1;protein_1460,GCF_016757595.1;protein_1,GCF_006338415.1;protein_1510,,,,
GCF_051131785.1;protein_1461,GCF_016748925.1;protein_0,GCF_022923775.1;protein_1461,GCF_016757595.1;protein_0,GCF_006338415.1;protein_1511,,,,
GCF_051131785.1;protein_1462,GCF_016748925.1;protein_1549,GCF_022923775.1;protein_1462,GCF_016757595.1;protein_1578,GCF_006338415.1;protein_1513,,,,
GCF_051131785.1;protein_1465,GCF_016748925.1;protein_1517,GCF_022923775.1;protein_1492,GCF_016757595.1;protein_1546,GCF_006338415.1;protein_1545,,,,
GCF_051131785.1;protein_1466,GCF_016748925.1;protein_1518,GCF_022923775.1;protein_1491,GCF_016757595.1;protein_1547,GCF_006338415.1;protein_1544,,,,
GCF_051131785.1;protein_1467,GCF_016748925.1;protein_1519,GCF_022923775.1;protein_1490,GCF_016757595.1;protein_1548,GCF_006338415.1;protein_1543,,,,
GCF_051131785.1;protein_1468,GCF_016748925.1;protein_1520,GCF_022923775.1;protein_1489,GCF_016757595.1;protein_1549,GCF_006338415.1;protein_1542,,,,
GCF_051131785.1;protein_1469,GCF_016748925.1;protein_1521,GCF_022923775.1;protein_1488,GCF_016757595.1;protein_1550,GCF_006338415.1;protein_1541,,,,
GCF_051131785.1;protein_147,GCF_016748925.1;protein_41,GCF_022923775.1;protein_154,GCF_016757595.1;protein_41,GCF_006338415.1;protein_1470,,,,
GCF_051131785.1;protein_1470,GCF_016748925.1;protein_1522,GCF_022923775.1;protein_1487,GCF_016757595.1;protein_1551,GCF_006338415.1;protein_1540,,,,
