GCF_013122035.1;protein_1276,GCF_016755735.1;protein_1122,GCF_022921915.1;protein_343,GCF_010917155.1;protein_823,GCF_010917675.1;protein_1138,GCF_016749215.1;protein_1108,GCF_003939085.1;protein_1115,GCF_000685705.1;protein_159,GCF_000827025.1;protein_1138,GCF_020735805.1;protein_155,,,,,,,
GCF_013122035.1;protein_1277,GCF_016755735.1;protein_1123,GCF_022921915.1;protein_342,GCF_010917155.1;protein_822,GCF_010917675.1;protein_1139,GCF_016749215.1;protein_1109,GCF_003939085.1;protein_1116,GCF_000685705.1;protein_158,GCF_000827025.1;protein_1139,GCF_020735805.1;protein_156,,,,,,,
GCF_013122035.1;protein_1278,GCF_016755735.1;protein_1124,GCF_022921915.1;protein_341,GCF_010917155.1;protein_821,GCF_010917675.1;protein_1140,GCF_016749215.1;protein_1110,GCF_003939085.1;protein_1117,GCF_000685705.1;protein_157,GCF_000827025.1;protein_1140,GCF_020735805.1;protein_157,,,,,,,
GCF_013122035.1;protein_1279,GCF_016755735.1;protein_1125,GCF_022921915.1;protein_340,GCF_010917155.1;protein_820,GCF_010917675.1;protein_1141,GCF_016749215.1;protein_1111,GCF_003939085.1;protein_1118,GCF_000685705.1;protein_156,GCF_000827025.1;protein_1141,GCF_020735805.1;protein_158,,,,,,,
GCF_013122035.1;protein_128,GCF_016755735.1;protein_1519,GCF_022921915.1;protein_1509,,,GCF_016749215.1;protein_1472,GCF_003939085.1;protein_1476,GCF_000685705.1;protein_1511,GCF_000827025.1;protein_1505,GCF_020735805.1;protein_517,,,,,,,
GCF_013122035.1;protein_1280,,,,,GCF_016749215.1;protein_702,,GCF_000685705.1;protein_155,,,,,,,,,
GCF_013122035.1;protein_1281,,GCF_022921915.1;protein_338,,,,GCF_003939085.1;protein_1120,,,,,,,,,,
GCF_013122035.1;protein_1284,GCF_016755735.1;protein_1127,GCF_022921915.1;protein_337,GCF_010917155.1;protein_818,GCF_010917675.1;protein_1143,GCF_016749215.1;protein_1113,GCF_003939085.1;protein_1121,GCF_000685705.1;protein_154,GCF_000827025.1;protein_1143,GCF_020735805.1;protein_160,,,,,,,
GCF_013122035.1;protein_1285,GCF_016755735.1;protein_1128,GCF_022921915.1;protein_336,GCF_010917155.1;protein_817,GCF_010917675.1;protein_1144,GCF_016749215.1;protein_1114,GCF_003939085.1;protein_1122,GCF_000685705.1;protein_153,GCF_000827025.1;protein_1144,GCF_020735805.1;protein_161,,,,,,,
GCF_013122035.1;protein_1286,GCF_016755735.1;protein_1129,GCF_022921915.1;protein_335,GCF_010917155.1;protein_816,GCF_010917675.1;protein_1145,GCF_016749215.1;protein_1115,GCF_003939085.1;protein_1123,GCF_000685705.1;protein_152,GCF_000827025.1;protein_1145,GCF_020735805.1;protein_162,,,,,,,
GCF_013122035.1;protein_1287,GCF_016755735.1;protein_1132,GCF_022921915.1;protein_334,GCF_010917155.1;protein_815,GCF_010917675.1;protein_1146,GCF_016749215.1;protein_1116,GCF_003939085.1;protein_1124,GCF_000685705.1;protein_151,GCF_000827025.1;protein_1146,GCF_020735805.1;protein_163,,,,,,,
GCF_013122035.1;protein_1288,GCF_016755735.1;protein_1133,GCF_022921915.1;protein_333,GCF_010917155.1;protein_814,GCF_010917675.1;protein_1147,GCF_016749215.1;protein_1117,GCF_003939085.1;protein_1125,GCF_000685705.1;protein_150,GCF_000827025.1;protein_1147,GCF_020735805.1;protein_164,,,,,,,
GCF_013122035.1;protein_1289,GCF_016755735.1;protein_1134,GCF_022921915.1;protein_332,GCF_010917155.1;protein_813,GCF_010917675.1;protein_1148,GCF_016749215.1;protein_1118,GCF_003939085.1;protein_1126,GCF_000685705.1;protein_149,GCF_000827025.1;protein_1148,GCF_020735805.1;protein_165,,,,,,,
GCF_013122035.1;protein_129,GCF_016755735.1;protein_1542,GCF_022921915.1;protein_1490,GCF_010917155.1;protein_257,GCF_010917675.1;protein_198,GCF_016749215.1;protein_1490,GCF_003939085.1;protein_1477,GCF_000685705.1;protein_1529,GCF_000827025.1;protein_1506,GCF_020735805.1;protein_518,,,,,,,
GCF_013122035.1;protein_1290,GCF_016755735.1;protein_1135,GCF_022921915.1;protein_331,GCF_010917155.1;protein_812,GCF_010917675.1;protein_1149,GCF_016749215.1;protein_1119,GCF_003939085.1;protein_1127,GCF_000685705.1;protein_148,GCF_000827025.1;protein_1149,GCF_020735805.1;protein_166,,,,,,,
GCF_013122035.1;protein_1291,GCF_016755735.1;protein_1136,GCF_022921915.1;protein_330,GCF_010917155.1;protein_811,GCF_010917675.1;protein_1150,GCF_016749215.1;protein_1120,GCF_003939085.1;protein_1128,GCF_000685705.1;protein_147,GCF_000827025.1;protein_1150,GCF_020735805.1;protein_167,,,,,,,
GCF_013122035.1;protein_1292,GCF_016755735.1;protein_1137,GCF_022921915.1;protein_329,GCF_010917155.1;protein_808,GCF_010917675.1;protein_1151,GCF_016749215.1;protein_1121,GCF_003939085.1;protein_1129,GCF_000685705.1;protein_146,GCF_000827025.1;protein_1151,GCF_020735805.1;protein_168,,,,,,,
GCF_013122035.1;protein_1293,,,,GCF_010917675.1;protein_97,,GCF_003939085.1;protein_25,GCF_000685705.1;protein_25,GCF_000827025.1;protein_25,,,,,,,,
GCF_013122035.1;protein_1294,GCF_016755735.1;protein_1139,GCF_022921915.1;protein_327,GCF_010917155.1;protein_805,GCF_010917675.1;protein_1153,GCF_016749215.1;protein_1125,GCF_003939085.1;protein_1131,GCF_000685705.1;protein_143,GCF_000827025.1;protein_1154,GCF_020735805.1;protein_173,,,,,,,
GCF_013122035.1;protein_1295,GCF_016755735.1;protein_1140,GCF_022921915.1;protein_326,GCF_010917155.1;protein_804,GCF_010917675.1;protein_1154,GCF_016749215.1;protein_1126,GCF_003939085.1;protein_1132,GCF_000685705.1;protein_142,GCF_000827025.1;protein_1155,GCF_020735805.1;protein_174,,,,,,,
GCF_013122035.1;protein_1296,GCF_016755735.1;protein_1141,GCF_022921915.1;protein_325,GCF_010917155.1;protein_803,GCF_010917675.1;protein_1155,GCF_016749215.1;protein_1127,GCF_003939085.1;protein_1133,GCF_000685705.1;protein_141,GCF_000827025.1;protein_1156,GCF_020735805.1;protein_175,,,,,,,
,GCF_016749215.1;protein_1128,GCF_000827025.1;protein_1157,GCF_003939085.1;protein_1134,GCF_013122035.1;protein_1297,GCF_022921915.1;protein_324,,,,,,,,,,,
GCF_013122035.1;protein_1298,,,,,GCF_016749215.1;protein_1129,GCF_003939085.1;protein_1135,,GCF_000827025.1;protein_1158,GCF_020735805.1;protein_177,,,,,,,
GCF_013122035.1;protein_1299,GCF_016755735.1;protein_1144,GCF_022921915.1;protein_323,GCF_010917155.1;protein_801,GCF_010917675.1;protein_629,GCF_016749215.1;protein_1130,GCF_003939085.1;protein_1136,GCF_000685705.1;protein_139,GCF_000827025.1;protein_1159,GCF_020735805.1;protein_178,,,,,,,
GCF_013122035.1;protein_13,GCF_016755735.1;protein_1479,,,GCF_010917675.1;protein_925,,GCF_003939085.1;protein_1397,,GCF_000827025.1;protein_1482,GCF_020735805.1;protein_479,,,,,,,
GCF_013122035.1;protein_130,GCF_016755735.1;protein_1541,GCF_022921915.1;protein_1491,GCF_010917155.1;protein_258,GCF_010917675.1;protein_199,GCF_016749215.1;protein_1489,GCF_003939085.1;protein_1478,GCF_000685705.1;protein_1528,GCF_000827025.1;protein_1507,GCF_020735805.1;protein_519,,,,,,,
GCF_013122035.1;protein_1300,GCF_016755735.1;protein_1145,GCF_022921915.1;protein_322,GCF_010917155.1;protein_800,GCF_010917675.1;protein_630,GCF_016749215.1;protein_1131,GCF_003939085.1;protein_1137,GCF_000685705.1;protein_138,GCF_000827025.1;protein_1160,GCF_020735805.1;protein_179,,,,,,,
GCF_013122035.1;protein_1301,GCF_016755735.1;protein_1146,GCF_022921915.1;protein_321,GCF_010917155.1;protein_799,GCF_010917675.1;protein_631,GCF_016749215.1;protein_1132,GCF_003939085.1;protein_1138,GCF_000685705.1;protein_137,GCF_000827025.1;protein_1161,GCF_020735805.1;protein_180,,,,,,,
GCF_013122035.1;protein_1302,GCF_016755735.1;protein_1147,GCF_022921915.1;protein_320,GCF_010917155.1;protein_798,GCF_010917675.1;protein_632,GCF_016749215.1;protein_1133,GCF_003939085.1;protein_1139,GCF_000685705.1;protein_136,GCF_000827025.1;protein_1162,GCF_020735805.1;protein_181,,,,,,,
GCF_013122035.1;protein_1303,GCF_016755735.1;protein_1148,GCF_022921915.1;protein_319,GCF_010917155.1;protein_797,GCF_010917675.1;protein_633,GCF_016749215.1;protein_1134,GCF_003939085.1;protein_1140,GCF_000685705.1;protein_135,GCF_000827025.1;protein_1163,GCF_020735805.1;protein_182,,,,,,,
GCF_013122035.1;protein_1304,GCF_016755735.1;protein_1149,GCF_022921915.1;protein_318,GCF_010917155.1;protein_796,GCF_010917675.1;protein_634,GCF_016749215.1;protein_1135,GCF_003939085.1;protein_1141,GCF_000685705.1;protein_134,GCF_000827025.1;protein_1164,GCF_020735805.1;protein_183,,,,,,,
GCF_013122035.1;protein_1305,GCF_016755735.1;protein_1150,GCF_022921915.1;protein_317,GCF_010917155.1;protein_795,GCF_010917675.1;protein_635,GCF_016749215.1;protein_1136,GCF_003939085.1;protein_1142,GCF_000685705.1;protein_133,GCF_000827025.1;protein_1165,GCF_020735805.1;protein_184,,,,,,,
GCF_013122035.1;protein_1306,GCF_016755735.1;protein_1151,GCF_022921915.1;protein_316,GCF_010917155.1;protein_794,GCF_010917675.1;protein_636,GCF_016749215.1;protein_1137,GCF_003939085.1;protein_1143,GCF_000685705.1;protein_132,GCF_000827025.1;protein_1166,GCF_020735805.1;protein_185,,,,,,,
GCF_013122035.1;protein_1307,GCF_016755735.1;protein_1152,GCF_022921915.1;protein_315,GCF_010917155.1;protein_793,GCF_010917675.1;protein_637,GCF_016749215.1;protein_1138,GCF_003939085.1;protein_1144,GCF_000685705.1;protein_131,GCF_000827025.1;protein_1167,GCF_020735805.1;protein_186,,,,,,,
GCF_013122035.1;protein_1308,GCF_016755735.1;protein_1153,GCF_022921915.1;protein_314,GCF_010917155.1;protein_792,GCF_010917675.1;protein_638,GCF_016749215.1;protein_1139,GCF_003939085.1;protein_1145,GCF_000685705.1;protein_130,GCF_000827025.1;protein_1168,GCF_020735805.1;protein_187,,,,,,,
GCF_013122035.1;protein_1309,GCF_016755735.1;protein_1154,GCF_022921915.1;protein_313,GCF_010917155.1;protein_791,GCF_010917675.1;protein_639,GCF_016749215.1;protein_1140,GCF_003939085.1;protein_1146,GCF_000685705.1;protein_129,GCF_000827025.1;protein_1169,GCF_020735805.1;protein_188,,,,,,,
GCF_013122035.1;protein_131,GCF_016755735.1;protein_1540,GCF_022921915.1;protein_1492,GCF_010917155.1;protein_259,GCF_010917675.1;protein_200,GCF_016749215.1;protein_1488,GCF_003939085.1;protein_1479,GCF_000685705.1;protein_1527,GCF_000827025.1;protein_1508,GCF_020735805.1;protein_520,,,,,,,
GCF_013122035.1;protein_1310,GCF_016755735.1;protein_1155,GCF_022921915.1;protein_312,GCF_010917155.1;protein_790,GCF_010917675.1;protein_640,GCF_016749215.1;protein_1141,GCF_003939085.1;protein_1147,GCF_000685705.1;protein_128,GCF_000827025.1;protein_1170,GCF_020735805.1;protein_189,,,,,,,
GCF_013122035.1;protein_1311,GCF_016755735.1;protein_1156,GCF_022921915.1;protein_311,GCF_010917155.1;protein_789,GCF_010917675.1;protein_641,GCF_016749215.1;protein_1142,GCF_003939085.1;protein_1148,GCF_000685705.1;protein_127,GCF_000827025.1;protein_1171,GCF_020735805.1;protein_190,,,,,,,
GCF_013122035.1;protein_1312,GCF_016755735.1;protein_1157,GCF_022921915.1;protein_310,GCF_010917155.1;protein_788,GCF_010917675.1;protein_642,GCF_016749215.1;protein_1143,GCF_003939085.1;protein_1149,GCF_000685705.1;protein_126,GCF_000827025.1;protein_1172,GCF_020735805.1;protein_191,,,,,,,
GCF_013122035.1;protein_1313,GCF_016755735.1;protein_1158,GCF_022921915.1;protein_309,GCF_010917155.1;protein_787,GCF_010917675.1;protein_643,GCF_016749215.1;protein_1144,GCF_003939085.1;protein_1150,GCF_000685705.1;protein_125,GCF_000827025.1;protein_1173,GCF_020735805.1;protein_192,,,,,,,
GCF_016749215.1;protein_1145,GCF_022921915.1;protein_308,,GCF_016755735.1;protein_1159,GCF_013122035.1;protein_1314,GCF_010917155.1;protein_786,,,,,,,,,,,
GCF_013122035.1;protein_1315,GCF_016755735.1;protein_1160,GCF_022921915.1;protein_307,GCF_010917155.1;protein_785,GCF_010917675.1;protein_645,GCF_016749215.1;protein_1146,GCF_003939085.1;protein_1152,GCF_000685705.1;protein_123,GCF_000827025.1;protein_1175,GCF_020735805.1;protein_194,,,,,,,
GCF_013122035.1;protein_1316,GCF_016755735.1;protein_1161,GCF_022921915.1;protein_306,GCF_010917155.1;protein_784,GCF_010917675.1;protein_646,GCF_016749215.1;protein_1147,GCF_003939085.1;protein_1153,GCF_000685705.1;protein_122,GCF_000827025.1;protein_1177,GCF_020735805.1;protein_195,,,,,,,
GCF_013122035.1;protein_1318,GCF_016755735.1;protein_1162,GCF_022921915.1;protein_305,GCF_010917155.1;protein_783,GCF_010917675.1;protein_647,GCF_016749215.1;protein_1148,GCF_003939085.1;protein_1154,GCF_000685705.1;protein_121,GCF_000827025.1;protein_1178,GCF_020735805.1;protein_196,,,,,,,
GCF_013122035.1;protein_1319,GCF_016755735.1;protein_1163,GCF_022921915.1;protein_304,GCF_010917155.1;protein_782,GCF_010917675.1;protein_648,GCF_016749215.1;protein_1149,GCF_003939085.1;protein_1155,GCF_000685705.1;protein_120,GCF_000827025.1;protein_1179,GCF_020735805.1;protein_197,,,,,,,
GCF_013122035.1;protein_132,GCF_016755735.1;protein_1539,GCF_022921915.1;protein_1493,GCF_010917155.1;protein_260,GCF_010917675.1;protein_201,GCF_016749215.1;protein_1487,GCF_003939085.1;protein_1480,GCF_000685705.1;protein_1526,GCF_000827025.1;protein_1509,GCF_020735805.1;protein_521,,,,,,,
GCF_013122035.1;protein_1320,GCF_016755735.1;protein_1164,GCF_022921915.1;protein_303,GCF_010917155.1;protein_781,GCF_010917675.1;protein_649,GCF_016749215.1;protein_1150,GCF_003939085.1;protein_1156,GCF_000685705.1;protein_119,GCF_000827025.1;protein_1180,GCF_020735805.1;protein_198,,,,,,,
GCF_013122035.1;protein_1321,GCF_016755735.1;protein_1165,GCF_022921915.1;protein_302,GCF_010917155.1;protein_780,GCF_010917675.1;protein_650,GCF_016749215.1;protein_1151,GCF_003939085.1;protein_1157,GCF_000685705.1;protein_118,GCF_000827025.1;protein_1181,GCF_020735805.1;protein_199,,,,,,,
GCF_013122035.1;protein_1322,GCF_016755735.1;protein_1166,GCF_022921915.1;protein_301,GCF_010917155.1;protein_779,GCF_010917675.1;protein_651,GCF_016749215.1;protein_1152,GCF_003939085.1;protein_1158,GCF_000685705.1;protein_117,GCF_000827025.1;protein_1182,GCF_020735805.1;protein_200,,,,,,,
GCF_013122035.1;protein_1323,,GCF_022921915.1;protein_1517,,,,,GCF_000685705.1;protein_1503,GCF_000827025.1;protein_1358,,,,,,,,
GCF_013122035.1;protein_1324,,GCF_022921915.1;protein_1516,,,,,GCF_000685705.1;protein_1504,GCF_000827025.1;protein_1357,,,,,,,,
GCF_013122035.1;protein_1325,GCF_016755735.1;protein_1167,GCF_022921915.1;protein_300,GCF_010917155.1;protein_778,GCF_010917675.1;protein_652,GCF_016749215.1;protein_1153,GCF_003939085.1;protein_1159,GCF_000685705.1;protein_116,GCF_000827025.1;protein_1183,GCF_020735805.1;protein_201,,,,,,,
GCF_013122035.1;protein_1326,GCF_016755735.1;protein_1168,GCF_022921915.1;protein_299,GCF_010917155.1;protein_777,GCF_010917675.1;protein_653,GCF_016749215.1;protein_1154,GCF_003939085.1;protein_1160,GCF_000685705.1;protein_115,GCF_000827025.1;protein_1184,GCF_020735805.1;protein_202,,,,,,,
GCF_013122035.1;protein_1327,GCF_016755735.1;protein_1169,GCF_022921915.1;protein_298,GCF_010917155.1;protein_776,GCF_010917675.1;protein_654,GCF_016749215.1;protein_1155,GCF_003939085.1;protein_1161,GCF_000685705.1;protein_114,GCF_000827025.1;protein_1185,GCF_020735805.1;protein_203,,,,,,,
GCF_013122035.1;protein_1328,GCF_016755735.1;protein_1170,GCF_022921915.1;protein_297,GCF_010917155.1;protein_775,GCF_010917675.1;protein_655,GCF_016749215.1;protein_1156,GCF_003939085.1;protein_1162,GCF_000685705.1;protein_113,GCF_000827025.1;protein_1186,GCF_020735805.1;protein_204,,,,,,,
GCF_013122035.1;protein_1329,GCF_016755735.1;protein_1171,GCF_022921915.1;protein_296,GCF_010917155.1;protein_774,GCF_010917675.1;protein_656,GCF_016749215.1;protein_1157,GCF_003939085.1;protein_1163,GCF_000685705.1;protein_112,GCF_000827025.1;protein_1187,GCF_020735805.1;protein_205,,,,,,,
GCF_013122035.1;protein_133,GCF_016755735.1;protein_1538,GCF_022921915.1;protein_1494,,,GCF_016749215.1;protein_1486,GCF_003939085.1;protein_1481,GCF_000685705.1;protein_1525,GCF_000827025.1;protein_1510,GCF_020735805.1;protein_522,,,,,,,
GCF_013122035.1;protein_1330,GCF_016755735.1;protein_1172,GCF_022921915.1;protein_295,GCF_010917155.1;protein_773,GCF_010917675.1;protein_657,GCF_016749215.1;protein_1158,GCF_003939085.1;protein_1164,GCF_000685705.1;protein_111,GCF_000827025.1;protein_1188,GCF_020735805.1;protein_206,,,,,,,
GCF_013122035.1;protein_1331,GCF_016755735.1;protein_1173,GCF_022921915.1;protein_294,GCF_010917155.1;protein_772,GCF_010917675.1;protein_658,GCF_016749215.1;protein_1159,GCF_003939085.1;protein_1165,GCF_000685705.1;protein_110,GCF_000827025.1;protein_1189,GCF_020735805.1;protein_207,,,,,,,
GCF_013122035.1;protein_1332,GCF_016755735.1;protein_1174,GCF_022921915.1;protein_293,GCF_010917155.1;protein_771,GCF_010917675.1;protein_659,GCF_016749215.1;protein_1160,GCF_003939085.1;protein_1166,GCF_000685705.1;protein_109,GCF_000827025.1;protein_1190,GCF_020735805.1;protein_208,,,,,,,
GCF_013122035.1;protein_1333,GCF_016755735.1;protein_1175,GCF_022921915.1;protein_292,GCF_010917155.1;protein_770,GCF_010917675.1;protein_660,GCF_016749215.1;protein_1161,GCF_003939085.1;protein_1167,GCF_000685705.1;protein_108,GCF_000827025.1;protein_1191,GCF_020735805.1;protein_209,,,,,,,
GCF_013122035.1;protein_1334,GCF_016755735.1;protein_1176,GCF_022921915.1;protein_291,GCF_010917155.1;protein_769,GCF_010917675.1;protein_661,GCF_016749215.1;protein_1162,GCF_003939085.1;protein_1168,GCF_000685705.1;protein_107,GCF_000827025.1;protein_1192,GCF_020735805.1;protein_210,,,,,,,
GCF_013122035.1;protein_1335,GCF_016755735.1;protein_1177,GCF_022921915.1;protein_290,GCF_010917155.1;protein_768,GCF_010917675.1;protein_662,GCF_016749215.1;protein_1163,GCF_003939085.1;protein_1169,GCF_000685705.1;protein_106,GCF_000827025.1;protein_1193,GCF_020735805.1;protein_211,,,,,,,
GCF_013122035.1;protein_1336,GCF_016755735.1;protein_1178,GCF_022921915.1;protein_289,GCF_010917155.1;protein_767,GCF_010917675.1;protein_663,GCF_016749215.1;protein_1164,GCF_003939085.1;protein_1170,GCF_000685705.1;protein_105,GCF_000827025.1;protein_1194,GCF_020735805.1;protein_212,,,,,,,
GCF_013122035.1;protein_1337,GCF_016755735.1;protein_1179,GCF_022921915.1;protein_288,GCF_010917155.1;protein_766,GCF_010917675.1;protein_664,GCF_016749215.1;protein_1165,GCF_003939085.1;protein_1171,GCF_000685705.1;protein_104,GCF_000827025.1;protein_1195,GCF_020735805.1;protein_213,,,,,,,
GCF_013122035.1;protein_1338,GCF_016755735.1;protein_1180,GCF_022921915.1;protein_287,GCF_010917155.1;protein_765,GCF_010917675.1;protein_665,GCF_016749215.1;protein_1166,GCF_003939085.1;protein_1172,GCF_000685705.1;protein_103,GCF_000827025.1;protein_1196,GCF_020735805.1;protein_214,,,,,,,
GCF_013122035.1;protein_1339,GCF_016755735.1;protein_1181,GCF_022921915.1;protein_286,GCF_010917155.1;protein_764,GCF_010917675.1;protein_666,GCF_016749215.1;protein_1167,,GCF_000685705.1;protein_102,GCF_000827025.1;protein_1197,GCF_020735805.1;protein_215,,,,,,,
GCF_013122035.1;protein_134,GCF_016755735.1;protein_1537,GCF_022921915.1;protein_1495,GCF_010917155.1;protein_262,GCF_010917675.1;protein_203,GCF_016749215.1;protein_1485,GCF_003939085.1;protein_1482,GCF_000685705.1;protein_1524,GCF_000827025.1;protein_1511,GCF_020735805.1;protein_523,,,,,,,
GCF_013122035.1;protein_1340,GCF_016755735.1;protein_1182,GCF_022921915.1;protein_285,GCF_010917155.1;protein_763,GCF_010917675.1;protein_667,GCF_016749215.1;protein_1168,GCF_003939085.1;protein_1173,GCF_000685705.1;protein_101,GCF_000827025.1;protein_1198,GCF_020735805.1;protein_216,,,,,,,
GCF_013122035.1;protein_1341,GCF_016755735.1;protein_1183,GCF_022921915.1;protein_284,GCF_010917155.1;protein_762,GCF_010917675.1;protein_668,GCF_016749215.1;protein_1169,GCF_003939085.1;protein_1174,GCF_000685705.1;protein_100,GCF_000827025.1;protein_1199,GCF_020735805.1;protein_217,,,,,,,
GCF_013122035.1;protein_1342,GCF_016755735.1;protein_1184,GCF_022921915.1;protein_283,GCF_010917155.1;protein_761,GCF_010917675.1;protein_669,GCF_016749215.1;protein_1170,GCF_003939085.1;protein_1175,GCF_000685705.1;protein_99,GCF_000827025.1;protein_1200,GCF_020735805.1;protein_218,,,,,,,
GCF_013122035.1;protein_1343,GCF_016755735.1;protein_1185,GCF_022921915.1;protein_282,GCF_010917155.1;protein_760,GCF_010917675.1;protein_670,GCF_016749215.1;protein_1171,GCF_003939085.1;protein_1176,GCF_000685705.1;protein_98,GCF_000827025.1;protein_1201,GCF_020735805.1;protein_219,,,,,,,
GCF_013122035.1;protein_1344,GCF_016755735.1;protein_1186,GCF_022921915.1;protein_281,GCF_010917155.1;protein_759,GCF_010917675.1;protein_671,GCF_016749215.1;protein_1172,GCF_003939085.1;protein_1177,GCF_000685705.1;protein_345,GCF_000827025.1;protein_1202,GCF_020735805.1;protein_220,,,,,,,
GCF_010917675.1;protein_672,GCF_010917155.1;protein_758,GCF_020735805.1;protein_221,GCF_022921915.1;protein_280,,GCF_013122035.1;protein_1345,GCF_000827025.1;protein_1203,GCF_000685705.1;protein_344,GCF_016749215.1;protein_1173,GCF_003939085.1;protein_1178,,,,,,,
GCF_013122035.1;protein_1346,GCF_016755735.1;protein_1188,GCF_022921915.1;protein_278,GCF_010917155.1;protein_756,GCF_010917675.1;protein_673,GCF_016749215.1;protein_1175,GCF_003939085.1;protein_1179,GCF_000685705.1;protein_343,GCF_000827025.1;protein_1204,GCF_020735805.1;protein_222,,,,,,,
GCF_013122035.1;protein_1347,GCF_016755735.1;protein_1189,GCF_022921915.1;protein_277,GCF_010917155.1;protein_755,GCF_010917675.1;protein_674,GCF_016749215.1;protein_1176,GCF_003939085.1;protein_1180,GCF_000685705.1;protein_342,GCF_000827025.1;protein_1205,GCF_020735805.1;protein_223,,,,,,,
GCF_013122035.1;protein_1348,GCF_016755735.1;protein_1190,GCF_022921915.1;protein_276,GCF_010917155.1;protein_754,GCF_010917675.1;protein_675,GCF_016749215.1;protein_1177,GCF_003939085.1;protein_1181,GCF_000685705.1;protein_341,GCF_000827025.1;protein_1206,GCF_020735805.1;protein_224,,,,,,,
GCF_010917675.1;protein_676,GCF_022921915.1;protein_275,GCF_000685705.1;protein_340,GCF_016749215.1;protein_887,GCF_010917155.1;protein_1525,,GCF_020735805.1;protein_225,GCF_013122035.1;protein_1349,GCF_000827025.1;protein_867,,,,,,,,
GCF_013122035.1;protein_135,GCF_016755735.1;protein_1536,GCF_022921915.1;protein_1496,GCF_010917155.1;protein_263,GCF_010917675.1;protein_204,GCF_016749215.1;protein_1484,GCF_003939085.1;protein_1483,GCF_000685705.1;protein_1523,GCF_000827025.1;protein_1512,GCF_020735805.1;protein_524,,,,,,,
GCF_013122035.1;protein_1350,GCF_016755735.1;protein_1194,GCF_022921915.1;protein_274,GCF_010917155.1;protein_1277,GCF_010917675.1;protein_677,GCF_016749215.1;protein_1179,GCF_003939085.1;protein_1183,GCF_000685705.1;protein_339,GCF_000827025.1;protein_1208,GCF_020735805.1;protein_226,,,,,,,
GCF_013122035.1;protein_1351,GCF_016755735.1;protein_1195,GCF_022921915.1;protein_273,GCF_010917155.1;protein_1276,GCF_010917675.1;protein_678,GCF_016749215.1;protein_1180,GCF_003939085.1;protein_1184,GCF_000685705.1;protein_338,GCF_000827025.1;protein_1209,GCF_020735805.1;protein_227,,,,,,,
GCF_013122035.1;protein_1352,GCF_016755735.1;protein_1196,GCF_022921915.1;protein_272,GCF_010917155.1;protein_1275,GCF_010917675.1;protein_679,GCF_016749215.1;protein_1181,GCF_003939085.1;protein_1185,GCF_000685705.1;protein_337,GCF_000827025.1;protein_1210,GCF_020735805.1;protein_228,,,,,,,
GCF_013122035.1;protein_1353,GCF_016755735.1;protein_1197,GCF_022921915.1;protein_271,GCF_010917155.1;protein_1274,GCF_010917675.1;protein_680,GCF_016749215.1;protein_1182,GCF_003939085.1;protein_1186,GCF_000685705.1;protein_336,GCF_000827025.1;protein_1211,GCF_020735805.1;protein_229,,,,,,,
GCF_013122035.1;protein_1354,GCF_016755735.1;protein_1198,GCF_022921915.1;protein_270,GCF_010917155.1;protein_1273,GCF_010917675.1;protein_681,GCF_016749215.1;protein_1183,GCF_003939085.1;protein_1187,GCF_000685705.1;protein_335,GCF_000827025.1;protein_1212,GCF_020735805.1;protein_230,,,,,,,
GCF_013122035.1;protein_1355,GCF_016755735.1;protein_1199,GCF_022921915.1;protein_269,GCF_010917155.1;protein_1272,GCF_010917675.1;protein_682,GCF_016749215.1;protein_1184,GCF_003939085.1;protein_1188,GCF_000685705.1;protein_334,GCF_000827025.1;protein_1213,GCF_020735805.1;protein_231,,,,,,,
GCF_013122035.1;protein_1356,GCF_016755735.1;protein_1200,GCF_022921915.1;protein_268,GCF_010917155.1;protein_1271,GCF_010917675.1;protein_683,GCF_016749215.1;protein_1185,GCF_003939085.1;protein_1189,GCF_000685705.1;protein_333,GCF_000827025.1;protein_1214,GCF_020735805.1;protein_232,,,,,,,
GCF_013122035.1;protein_1357,GCF_016755735.1;protein_1201,GCF_022921915.1;protein_267,GCF_010917155.1;protein_1270,GCF_010917675.1;protein_684,GCF_016749215.1;protein_1186,GCF_003939085.1;protein_1190,GCF_000685705.1;protein_332,GCF_000827025.1;protein_1215,GCF_020735805.1;protein_233,,,,,,,
GCF_013122035.1;protein_1358,GCF_016755735.1;protein_1202,GCF_022921915.1;protein_266,GCF_010917155.1;protein_1269,GCF_010917675.1;protein_685,GCF_016749215.1;protein_1187,GCF_003939085.1;protein_1191,GCF_000685705.1;protein_331,GCF_000827025.1;protein_1216,GCF_020735805.1;protein_234,,,,,,,
GCF_013122035.1;protein_1359,GCF_016755735.1;protein_1203,GCF_022921915.1;protein_265,GCF_010917155.1;protein_1268,GCF_010917675.1;protein_686,GCF_016749215.1;protein_1188,GCF_003939085.1;protein_1192,GCF_000685705.1;protein_330,GCF_000827025.1;protein_1217,GCF_020735805.1;protein_235,,,,,,,
GCF_013122035.1;protein_136,GCF_016755735.1;protein_1535,GCF_022921915.1;protein_1497,GCF_010917155.1;protein_264,GCF_010917675.1;protein_205,GCF_016749215.1;protein_1483,GCF_003939085.1;protein_1484,GCF_000685705.1;protein_1522,GCF_000827025.1;protein_1513,GCF_020735805.1;protein_525,,,,,,,
