GCF_006337745.1;protein_134,GCF_016749335.1;protein_1476,GCF_030062605.1;protein_107,GCF_003636855.2;protein_301,GCF_007836855.1;protein_1545,,,,,
GCF_006337745.1;protein_1340,GCF_016749335.1;protein_153,GCF_030062605.1;protein_559,GCF_003636855.2;protein_90,GCF_007836855.1;protein_1288,,,,,
GCF_006337745.1;protein_1341,GCF_016749335.1;protein_152,GCF_030062605.1;protein_560,GCF_003636855.2;protein_91,GCF_007836855.1;protein_1289,,,,,
GCF_006337745.1;protein_1342,GCF_016749335.1;protein_151,GCF_030062605.1;protein_561,GCF_003636855.2;protein_92,GCF_007836855.1;protein_1290,,,,,
GCF_006337745.1;protein_1343,GCF_016749335.1;protein_150,GCF_030062605.1;protein_562,GCF_003636855.2;protein_93,GCF_007836855.1;protein_1291,,,,,
GCF_006337745.1;protein_1344,GCF_016749335.1;protein_149,GCF_030062605.1;protein_563,GCF_003636855.2;protein_94,GCF_007836855.1;protein_1292,,,,,
GCF_006337745.1;protein_1345,GCF_016749335.1;protein_148,GCF_030062605.1;protein_564,GCF_003636855.2;protein_95,GCF_007836855.1;protein_1293,,,,,
GCF_006337745.1;protein_1346,GCF_016749335.1;protein_147,GCF_030062605.1;protein_565,GCF_003636855.2;protein_96,GCF_007836855.1;protein_1294,,,,,
GCF_006337745.1;protein_1347,GCF_016749335.1;protein_146,GCF_030062605.1;protein_566,GCF_003636855.2;protein_97,GCF_007836855.1;protein_1295,,,,,
GCF_006337745.1;protein_1348,GCF_016749335.1;protein_145,GCF_030062605.1;protein_567,GCF_003636855.2;protein_98,GCF_007836855.1;protein_1296,,,,,
GCF_006337745.1;protein_1349,GCF_016749335.1;protein_144,GCF_030062605.1;protein_568,GCF_003636855.2;protein_99,GCF_007836855.1;protein_1297,,,,,
GCF_006337745.1;protein_135,,GCF_030062605.1;protein_108,GCF_003636855.2;protein_300,GCF_007836855.1;protein_1544,,,,,
GCF_006337745.1;protein_1350,GCF_016749335.1;protein_143,GCF_030062605.1;protein_569,GCF_003636855.2;protein_100,GCF_007836855.1;protein_1298,,,,,
GCF_006337745.1;protein_1351,GCF_016749335.1;protein_142,GCF_030062605.1;protein_570,GCF_003636855.2;protein_101,GCF_007836855.1;protein_1299,,,,,
GCF_006337745.1;protein_1352,GCF_016749335.1;protein_141,GCF_030062605.1;protein_571,GCF_003636855.2;protein_102,GCF_007836855.1;protein_1300,,,,,
GCF_006337745.1;protein_1353,GCF_016749335.1;protein_140,GCF_030062605.1;protein_572,GCF_003636855.2;protein_103,GCF_007836855.1;protein_1301,,,,,
GCF_006337745.1;protein_1354,GCF_016749335.1;protein_139,GCF_030062605.1;protein_573,GCF_003636855.2;protein_104,GCF_007836855.1;protein_1302,,,,,
GCF_006337745.1;protein_1355,GCF_016749335.1;protein_138,GCF_030062605.1;protein_574,GCF_003636855.2;protein_105,GCF_007836855.1;protein_1303,,,,,
GCF_006337745.1;protein_1356,GCF_016749335.1;protein_137,GCF_030062605.1;protein_575,GCF_003636855.2;protein_106,GCF_007836855.1;protein_1304,,,,,
GCF_006337745.1;protein_1357,GCF_016749335.1;protein_136,GCF_030062605.1;protein_576,GCF_003636855.2;protein_107,GCF_007836855.1;protein_1305,,,,,
GCF_006337745.1;protein_1358,GCF_016749335.1;protein_135,GCF_030062605.1;protein_577,GCF_003636855.2;protein_108,GCF_007836855.1;protein_1306,,,,,
GCF_006337745.1;protein_1359,GCF_016749335.1;protein_134,GCF_030062605.1;protein_578,GCF_003636855.2;protein_109,GCF_007836855.1;protein_1307,,,,,
GCF_006337745.1;protein_136,GCF_016749335.1;protein_1478,GCF_030062605.1;protein_109,GCF_003636855.2;protein_299,GCF_007836855.1;protein_1543,,,,,
GCF_006337745.1;protein_1360,GCF_016749335.1;protein_133,GCF_030062605.1;protein_579,GCF_003636855.2;protein_110,GCF_007836855.1;protein_1308,,,,,
GCF_006337745.1;protein_1361,GCF_016749335.1;protein_132,GCF_030062605.1;protein_580,GCF_003636855.2;protein_111,GCF_007836855.1;protein_1309,,,,,
GCF_006337745.1;protein_1362,GCF_016749335.1;protein_131,GCF_030062605.1;protein_581,GCF_003636855.2;protein_112,GCF_007836855.1;protein_1310,,,,,
GCF_006337745.1;protein_1363,GCF_016749335.1;protein_130,GCF_030062605.1;protein_582,GCF_003636855.2;protein_113,GCF_007836855.1;protein_1311,,,,,
GCF_006337745.1;protein_1364,GCF_016749335.1;protein_129,GCF_030062605.1;protein_583,GCF_003636855.2;protein_114,GCF_007836855.1;protein_1312,,,,,
GCF_006337745.1;protein_1365,GCF_016749335.1;protein_128,GCF_030062605.1;protein_584,GCF_003636855.2;protein_115,GCF_007836855.1;protein_1313,,,,,
GCF_006337745.1;protein_1366,GCF_016749335.1;protein_127,GCF_030062605.1;protein_585,GCF_003636855.2;protein_116,GCF_007836855.1;protein_1314,,,,,
GCF_006337745.1;protein_1367,GCF_016749335.1;protein_126,GCF_030062605.1;protein_586,GCF_003636855.2;protein_117,GCF_007836855.1;protein_1315,,,,,
GCF_006337745.1;protein_1368,GCF_016749335.1;protein_125,GCF_030062605.1;protein_587,GCF_003636855.2;protein_118,GCF_007836855.1;protein_1316,,,,,
GCF_006337745.1;protein_137,GCF_016749335.1;protein_1479,GCF_030062605.1;protein_110,GCF_003636855.2;protein_298,GCF_007836855.1;protein_1542,,,,,
GCF_006337745.1;protein_1370,GCF_016749335.1;protein_124,GCF_030062605.1;protein_589,GCF_003636855.2;protein_119,GCF_007836855.1;protein_1317,,,,,
GCF_006337745.1;protein_1371,GCF_016749335.1;protein_123,GCF_030062605.1;protein_590,GCF_003636855.2;protein_120,,,,,,
GCF_006337745.1;protein_1372,GCF_016749335.1;protein_122,GCF_030062605.1;protein_591,GCF_003636855.2;protein_121,GCF_007836855.1;protein_1319,,,,,
GCF_006337745.1;protein_1373,GCF_016749335.1;protein_121,GCF_030062605.1;protein_592,GCF_003636855.2;protein_122,GCF_007836855.1;protein_1320,,,,,
GCF_006337745.1;protein_1374,GCF_016749335.1;protein_120,GCF_030062605.1;protein_593,GCF_003636855.2;protein_123,GCF_007836855.1;protein_1321,,,,,
GCF_006337745.1;protein_1375,GCF_016749335.1;protein_119,GCF_030062605.1;protein_594,GCF_003636855.2;protein_124,GCF_007836855.1;protein_1322,,,,,
GCF_006337745.1;protein_1376,GCF_016749335.1;protein_118,GCF_030062605.1;protein_595,GCF_003636855.2;protein_125,GCF_007836855.1;protein_1323,,,,,
GCF_006337745.1;protein_1377,GCF_016749335.1;protein_117,GCF_030062605.1;protein_596,GCF_003636855.2;protein_126,GCF_007836855.1;protein_1324,,,,,
GCF_006337745.1;protein_1378,GCF_016749335.1;protein_116,GCF_030062605.1;protein_598,GCF_003636855.2;protein_128,GCF_007836855.1;protein_1326,,,,,
GCF_006337745.1;protein_1379,GCF_016749335.1;protein_115,,,GCF_007836855.1;protein_1327,,,,,
GCF_006337745.1;protein_138,GCF_016749335.1;protein_1480,GCF_030062605.1;protein_111,GCF_003636855.2;protein_297,GCF_007836855.1;protein_1541,,,,,
GCF_006337745.1;protein_1380,GCF_016749335.1;protein_114,GCF_030062605.1;protein_1137,GCF_003636855.2;protein_130,GCF_007836855.1;protein_1330,,,,,
GCF_006337745.1;protein_1381,GCF_016749335.1;protein_113,GCF_030062605.1;protein_1136,GCF_003636855.2;protein_131,GCF_007836855.1;protein_1331,,,,,
GCF_006337745.1;protein_1382,GCF_016749335.1;protein_112,GCF_030062605.1;protein_1135,GCF_003636855.2;protein_132,GCF_007836855.1;protein_1332,,,,,
GCF_006337745.1;protein_1383,GCF_016749335.1;protein_111,GCF_030062605.1;protein_1134,GCF_003636855.2;protein_133,GCF_007836855.1;protein_1333,,,,,
GCF_006337745.1;protein_1384,GCF_016749335.1;protein_110,GCF_030062605.1;protein_1133,GCF_003636855.2;protein_134,GCF_007836855.1;protein_1334,,,,,
GCF_006337745.1;protein_1385,GCF_016749335.1;protein_109,GCF_030062605.1;protein_1132,GCF_003636855.2;protein_135,GCF_007836855.1;protein_1335,,,,,
GCF_006337745.1;protein_1386,GCF_016749335.1;protein_108,GCF_030062605.1;protein_1131,GCF_003636855.2;protein_136,GCF_007836855.1;protein_1336,,,,,
GCF_006337745.1;protein_1387,GCF_016749335.1;protein_107,GCF_030062605.1;protein_1130,GCF_003636855.2;protein_137,GCF_007836855.1;protein_1337,,,,,
GCF_006337745.1;protein_1388,GCF_016749335.1;protein_106,GCF_030062605.1;protein_1129,GCF_003636855.2;protein_138,GCF_007836855.1;protein_1338,,,,,
GCF_030062605.1;protein_112,GCF_006337745.1;protein_139,GCF_003636855.2;protein_296,,GCF_016749335.1;protein_1481,GCF_007836855.1;protein_1540,,,,
GCF_006337745.1;protein_1390,GCF_016749335.1;protein_104,GCF_030062605.1;protein_1127,GCF_003636855.2;protein_140,GCF_007836855.1;protein_1340,,,,,
GCF_006337745.1;protein_1391,GCF_016749335.1;protein_103,GCF_030062605.1;protein_1126,GCF_003636855.2;protein_141,GCF_007836855.1;protein_1341,,,,,
GCF_006337745.1;protein_1392,GCF_016749335.1;protein_102,GCF_030062605.1;protein_1125,GCF_003636855.2;protein_142,GCF_007836855.1;protein_1342,,,,,
GCF_006337745.1;protein_1393,GCF_016749335.1;protein_101,GCF_030062605.1;protein_1124,GCF_003636855.2;protein_143,GCF_007836855.1;protein_1343,,,,,
GCF_006337745.1;protein_1394,GCF_016749335.1;protein_100,GCF_030062605.1;protein_1123,GCF_003636855.2;protein_144,GCF_007836855.1;protein_1344,,,,,
GCF_006337745.1;protein_1395,GCF_016749335.1;protein_99,GCF_030062605.1;protein_1122,GCF_003636855.2;protein_145,GCF_007836855.1;protein_1345,,,,,
GCF_006337745.1;protein_1396,GCF_016749335.1;protein_98,GCF_030062605.1;protein_1121,GCF_003636855.2;protein_146,GCF_007836855.1;protein_1346,,,,,
GCF_006337745.1;protein_1397,GCF_016749335.1;protein_97,GCF_030062605.1;protein_1119,GCF_003636855.2;protein_147,GCF_007836855.1;protein_1347,,,,,
GCF_006337745.1;protein_1398,GCF_016749335.1;protein_96,GCF_030062605.1;protein_1118,GCF_003636855.2;protein_148,GCF_007836855.1;protein_1348,,,,,
GCF_006337745.1;protein_1399,GCF_016749335.1;protein_95,GCF_030062605.1;protein_1117,GCF_003636855.2;protein_149,GCF_007836855.1;protein_1349,,,,,
GCF_006337745.1;protein_14,GCF_016749335.1;protein_1440,GCF_030062605.1;protein_74,GCF_003636855.2;protein_373,GCF_007836855.1;protein_15,,,,,
GCF_006337745.1;protein_1400,GCF_016749335.1;protein_94,GCF_030062605.1;protein_1116,GCF_003636855.2;protein_150,GCF_007836855.1;protein_1350,,,,,
GCF_006337745.1;protein_1401,GCF_016749335.1;protein_93,GCF_030062605.1;protein_1115,GCF_003636855.2;protein_151,GCF_007836855.1;protein_1351,,,,,
GCF_006337745.1;protein_1402,GCF_016749335.1;protein_92,GCF_030062605.1;protein_1114,GCF_003636855.2;protein_152,GCF_007836855.1;protein_1352,,,,,
GCF_006337745.1;protein_1403,GCF_016749335.1;protein_91,,,GCF_007836855.1;protein_1353,,,,,
GCF_006337745.1;protein_1404,GCF_016749335.1;protein_90,GCF_030062605.1;protein_1111,GCF_003636855.2;protein_155,GCF_007836855.1;protein_1354,,,,,
GCF_006337745.1;protein_1405,,GCF_030062605.1;protein_1110,GCF_003636855.2;protein_156,,,,,,
GCF_006337745.1;protein_1406,GCF_016749335.1;protein_88,GCF_030062605.1;protein_1109,GCF_003636855.2;protein_157,GCF_007836855.1;protein_1356,,,,,
GCF_006337745.1;protein_1407,GCF_016749335.1;protein_87,GCF_030062605.1;protein_1108,GCF_003636855.2;protein_158,GCF_007836855.1;protein_1357,,,,,
GCF_006337745.1;protein_1408,GCF_016749335.1;protein_86,GCF_030062605.1;protein_1107,GCF_003636855.2;protein_159,GCF_007836855.1;protein_1358,,,,,
GCF_006337745.1;protein_1409,GCF_016749335.1;protein_85,GCF_030062605.1;protein_1106,GCF_003636855.2;protein_160,GCF_007836855.1;protein_1359,,,,,
GCF_006337745.1;protein_1410,GCF_016749335.1;protein_84,GCF_030062605.1;protein_1105,GCF_003636855.2;protein_161,GCF_007836855.1;protein_1360,,,,,
GCF_006337745.1;protein_1411,GCF_016749335.1;protein_83,GCF_030062605.1;protein_1104,GCF_003636855.2;protein_162,GCF_007836855.1;protein_1361,,,,,
GCF_006337745.1;protein_1412,GCF_016749335.1;protein_82,GCF_030062605.1;protein_1103,GCF_003636855.2;protein_163,GCF_007836855.1;protein_1362,,,,,
GCF_006337745.1;protein_1413,GCF_016749335.1;protein_81,GCF_030062605.1;protein_1102,GCF_003636855.2;protein_164,GCF_007836855.1;protein_1363,,,,,
GCF_006337745.1;protein_1414,GCF_016749335.1;protein_80,GCF_030062605.1;protein_1101,GCF_003636855.2;protein_165,GCF_007836855.1;protein_1364,,,,,
GCF_003636855.2;protein_166,GCF_030062605.1;protein_1100,,GCF_006337745.1;protein_1415,GCF_007836855.1;protein_1365,GCF_016749335.1;protein_79,,,,
GCF_006337745.1;protein_1416,GCF_016749335.1;protein_78,,,,,,,,
GCF_006337745.1;protein_1417,GCF_016749335.1;protein_77,GCF_030062605.1;protein_244,GCF_003636855.2;protein_168,,,,,,
GCF_006337745.1;protein_1418,GCF_016749335.1;protein_76,GCF_030062605.1;protein_243,GCF_003636855.2;protein_169,GCF_007836855.1;protein_1367,,,,,
GCF_006337745.1;protein_1419,GCF_016749335.1;protein_75,GCF_030062605.1;protein_242,GCF_003636855.2;protein_170,GCF_007836855.1;protein_1368,,,,,
GCF_006337745.1;protein_1420,GCF_016749335.1;protein_74,GCF_030062605.1;protein_241,GCF_003636855.2;protein_171,GCF_007836855.1;protein_1369,,,,,
GCF_006337745.1;protein_1421,GCF_016749335.1;protein_73,GCF_030062605.1;protein_240,GCF_003636855.2;protein_172,GCF_007836855.1;protein_1370,,,,,
GCF_006337745.1;protein_1422,GCF_016749335.1;protein_72,GCF_030062605.1;protein_239,GCF_003636855.2;protein_173,GCF_007836855.1;protein_1371,,,,,
GCF_006337745.1;protein_1423,GCF_016749335.1;protein_71,GCF_030062605.1;protein_238,GCF_003636855.2;protein_174,GCF_007836855.1;protein_1372,,,,,
GCF_006337745.1;protein_1424,GCF_016749335.1;protein_70,GCF_030062605.1;protein_237,GCF_003636855.2;protein_175,GCF_007836855.1;protein_1373,,,,,
GCF_006337745.1;protein_1425,GCF_016749335.1;protein_69,GCF_030062605.1;protein_236,GCF_003636855.2;protein_176,GCF_007836855.1;protein_1374,,,,,
GCF_006337745.1;protein_1426,GCF_016749335.1;protein_68,GCF_030062605.1;protein_235,GCF_003636855.2;protein_177,GCF_007836855.1;protein_1375,,,,,
GCF_006337745.1;protein_1427,GCF_016749335.1;protein_67,GCF_030062605.1;protein_234,GCF_003636855.2;protein_178,GCF_007836855.1;protein_1376,,,,,
GCF_006337745.1;protein_1428,GCF_016749335.1;protein_66,GCF_030062605.1;protein_233,GCF_003636855.2;protein_179,GCF_007836855.1;protein_1377,,,,,
GCF_006337745.1;protein_1429,GCF_016749335.1;protein_65,,GCF_003636855.2;protein_180,GCF_007836855.1;protein_1378,,,,,
GCF_006337745.1;protein_143,GCF_016749335.1;protein_1326,GCF_030062605.1;protein_1010,GCF_003636855.2;protein_481,GCF_007836855.1;protein_1425,,,,,
GCF_006337745.1;protein_1430,GCF_016749335.1;protein_64,GCF_030062605.1;protein_227,GCF_003636855.2;protein_181,GCF_007836855.1;protein_1379,,,,,
GCF_006337745.1;protein_1431,GCF_016749335.1;protein_63,GCF_030062605.1;protein_226,GCF_003636855.2;protein_182,GCF_007836855.1;protein_1380,,,,,
GCF_006337745.1;protein_1432,,GCF_030062605.1;protein_225,,,,,,,
GCF_006337745.1;protein_1433,GCF_016749335.1;protein_61,GCF_030062605.1;protein_224,GCF_003636855.2;protein_184,GCF_007836855.1;protein_1382,,,,,
GCF_006337745.1;protein_1434,GCF_016749335.1;protein_60,GCF_030062605.1;protein_223,GCF_003636855.2;protein_185,GCF_007836855.1;protein_1383,,,,,
GCF_006337745.1;protein_1435,GCF_016749335.1;protein_59,GCF_030062605.1;protein_222,GCF_003636855.2;protein_186,GCF_007836855.1;protein_1384,,,,,
GCF_006337745.1;protein_1438,GCF_016749335.1;protein_56,GCF_030062605.1;protein_219,GCF_003636855.2;protein_191,GCF_007836855.1;protein_1387,,,,,
GCF_006337745.1;protein_1439,GCF_016749335.1;protein_55,GCF_030062605.1;protein_218,GCF_003636855.2;protein_192,GCF_007836855.1;protein_1388,,,,,
GCF_007836855.1;protein_1424,GCF_003636855.2;protein_482,,GCF_016749335.1;protein_1325,GCF_006337745.1;protein_144,GCF_030062605.1;protein_1009,,,,
GCF_006337745.1;protein_1440,GCF_016749335.1;protein_54,GCF_030062605.1;protein_217,GCF_003636855.2;protein_193,GCF_007836855.1;protein_1389,,,,,
GCF_006337745.1;protein_1442,GCF_016749335.1;protein_52,,GCF_003636855.2;protein_195,,,,,,
GCF_006337745.1;protein_1443,,,,GCF_007836855.1;protein_1391,,,,,
GCF_006337745.1;protein_1444,,,,GCF_007836855.1;protein_1392,,,,,
GCF_006337745.1;protein_1445,,,,GCF_007836855.1;protein_1393,,,,,
GCF_006337745.1;protein_1446,,GCF_030062605.1;protein_215,,GCF_007836855.1;protein_1394,,,,,
GCF_006337745.1;protein_1447,,GCF_030062605.1;protein_214,,GCF_007836855.1;protein_1395,,,,,
GCF_006337745.1;protein_1448,GCF_016749335.1;protein_49,GCF_030062605.1;protein_213,GCF_003636855.2;protein_197,GCF_007836855.1;protein_1396,,,,,
GCF_006337745.1;protein_1449,GCF_016749335.1;protein_48,GCF_030062605.1;protein_212,GCF_003636855.2;protein_198,GCF_007836855.1;protein_1441,,,,,
GCF_006337745.1;protein_145,GCF_016749335.1;protein_1324,GCF_030062605.1;protein_1008,GCF_003636855.2;protein_483,GCF_007836855.1;protein_1423,,,,,
GCF_006337745.1;protein_1450,GCF_016749335.1;protein_47,GCF_030062605.1;protein_211,GCF_003636855.2;protein_199,GCF_007836855.1;protein_1442,,,,,
GCF_006337745.1;protein_1451,GCF_016749335.1;protein_46,GCF_030062605.1;protein_210,GCF_003636855.2;protein_200,GCF_007836855.1;protein_1443,,,,,
GCF_006337745.1;protein_1452,GCF_016749335.1;protein_43,GCF_030062605.1;protein_209,GCF_003636855.2;protein_202,GCF_007836855.1;protein_1444,,,,,
GCF_006337745.1;protein_1453,GCF_016749335.1;protein_42,GCF_030062605.1;protein_208,GCF_003636855.2;protein_203,GCF_007836855.1;protein_1445,,,,,
GCF_006337745.1;protein_1454,GCF_016749335.1;protein_41,GCF_030062605.1;protein_207,GCF_003636855.2;protein_204,GCF_007836855.1;protein_1446,,,,,
GCF_006337745.1;protein_1455,GCF_016749335.1;protein_40,GCF_030062605.1;protein_206,GCF_003636855.2;protein_205,GCF_007836855.1;protein_1447,,,,,
GCF_006337745.1;protein_1456,GCF_016749335.1;protein_39,GCF_030062605.1;protein_205,GCF_003636855.2;protein_206,GCF_007836855.1;protein_1448,,,,,
GCF_006337745.1;protein_1457,GCF_016749335.1;protein_38,GCF_030062605.1;protein_204,GCF_003636855.2;protein_207,GCF_007836855.1;protein_1449,,,,,
GCF_006337745.1;protein_1458,GCF_016749335.1;protein_37,GCF_030062605.1;protein_203,GCF_003636855.2;protein_208,GCF_007836855.1;protein_1450,,,,,
GCF_006337745.1;protein_1459,GCF_016749335.1;protein_36,GCF_030062605.1;protein_202,GCF_003636855.2;protein_209,GCF_007836855.1;protein_1451,,,,,
GCF_006337745.1;protein_146,GCF_016749335.1;protein_1322,GCF_030062605.1;protein_1007,GCF_003636855.2;protein_484,GCF_007836855.1;protein_1421,,,,,
GCF_006337745.1;protein_1460,GCF_016749335.1;protein_35,GCF_030062605.1;protein_201,GCF_003636855.2;protein_210,GCF_007836855.1;protein_1452,,,,,
GCF_006337745.1;protein_1461,GCF_016749335.1;protein_34,GCF_030062605.1;protein_200,GCF_003636855.2;protein_211,GCF_007836855.1;protein_1453,,,,,
GCF_006337745.1;protein_1462,GCF_016749335.1;protein_33,GCF_030062605.1;protein_199,GCF_003636855.2;protein_212,GCF_007836855.1;protein_1454,,,,,
GCF_006337745.1;protein_1463,GCF_016749335.1;protein_32,GCF_030062605.1;protein_198,GCF_003636855.2;protein_213,GCF_007836855.1;protein_1455,,,,,
GCF_007836855.1;protein_1456,GCF_003636855.2;protein_214,GCF_006337745.1;protein_1464,GCF_016749335.1;protein_31,,GCF_030062605.1;protein_197,,,,
GCF_006337745.1;protein_1465,GCF_016749335.1;protein_30,GCF_030062605.1;protein_196,GCF_003636855.2;protein_215,GCF_007836855.1;protein_1457,,,,,
GCF_006337745.1;protein_1467,GCF_016749335.1;protein_24,GCF_030062605.1;protein_194,GCF_003636855.2;protein_217,GCF_007836855.1;protein_1459,,,,,
GCF_006337745.1;protein_1468,GCF_016749335.1;protein_23,GCF_030062605.1;protein_193,GCF_003636855.2;protein_218,GCF_007836855.1;protein_1460,,,,,
GCF_006337745.1;protein_1469,GCF_016749335.1;protein_22,GCF_030062605.1;protein_192,GCF_003636855.2;protein_219,GCF_007836855.1;protein_1461,,,,,
,GCF_006337745.1;protein_147,GCF_003636855.2;protein_485,GCF_030062605.1;protein_1006,GCF_016749335.1;protein_1321,GCF_007836855.1;protein_1420,,,,
GCF_006337745.1;protein_1470,GCF_016749335.1;protein_21,GCF_030062605.1;protein_191,GCF_003636855.2;protein_220,GCF_007836855.1;protein_1462,,,,,
GCF_006337745.1;protein_1471,,,GCF_003636855.2;protein_221,GCF_007836855.1;protein_1463,,,,,
GCF_006337745.1;protein_1472,GCF_016749335.1;protein_19,GCF_030062605.1;protein_189,GCF_003636855.2;protein_222,GCF_007836855.1;protein_1464,,,,,
GCF_006337745.1;protein_1473,GCF_016749335.1;protein_18,GCF_030062605.1;protein_188,GCF_003636855.2;protein_223,GCF_007836855.1;protein_1465,,,,,
GCF_006337745.1;protein_1474,GCF_016749335.1;protein_17,GCF_030062605.1;protein_187,GCF_003636855.2;protein_224,GCF_007836855.1;protein_1466,,,,,
GCF_006337745.1;protein_1475,GCF_016749335.1;protein_16,GCF_030062605.1;protein_186,GCF_003636855.2;protein_225,GCF_007836855.1;protein_1467,,,,,
GCF_006337745.1;protein_1476,GCF_016749335.1;protein_15,GCF_030062605.1;protein_185,GCF_003636855.2;protein_226,GCF_007836855.1;protein_1468,,,,,
GCF_006337745.1;protein_1477,GCF_016749335.1;protein_14,GCF_030062605.1;protein_184,GCF_003636855.2;protein_227,GCF_007836855.1;protein_1469,,,,,
GCF_006337745.1;protein_1478,GCF_016749335.1;protein_13,GCF_030062605.1;protein_183,GCF_003636855.2;protein_228,GCF_007836855.1;protein_1470,,,,,
GCF_006337745.1;protein_1479,GCF_016749335.1;protein_12,GCF_030062605.1;protein_182,GCF_003636855.2;protein_229,GCF_007836855.1;protein_1471,,,,,
GCF_006337745.1;protein_148,GCF_016749335.1;protein_1320,GCF_030062605.1;protein_1005,GCF_003636855.2;protein_486,GCF_007836855.1;protein_1419,,,,,
GCF_006337745.1;protein_1480,GCF_016749335.1;protein_11,GCF_030062605.1;protein_181,GCF_003636855.2;protein_230,GCF_007836855.1;protein_1472,,,,,
GCF_006337745.1;protein_1481,GCF_016749335.1;protein_10,GCF_030062605.1;protein_180,GCF_003636855.2;protein_231,GCF_007836855.1;protein_1473,,,,,
GCF_006337745.1;protein_1482,GCF_016749335.1;protein_9,GCF_030062605.1;protein_179,GCF_003636855.2;protein_232,GCF_007836855.1;protein_1474,,,,,
GCF_006337745.1;protein_1483,GCF_016749335.1;protein_8,GCF_030062605.1;protein_178,GCF_003636855.2;protein_233,GCF_007836855.1;protein_1475,,,,,
GCF_006337745.1;protein_1484,GCF_016749335.1;protein_7,GCF_030062605.1;protein_177,GCF_003636855.2;protein_234,GCF_007836855.1;protein_1476,,,,,
GCF_007836855.1;protein_1477,,GCF_003636855.2;protein_235,GCF_003636855.2;protein_663,GCF_006337745.1;protein_1485,,,,,
GCF_006337745.1;protein_1486,GCF_016749335.1;protein_5,GCF_030062605.1;protein_175,GCF_003636855.2;protein_236,GCF_007836855.1;protein_1478,,,,,
GCF_006337745.1;protein_1487,GCF_016749335.1;protein_4,GCF_030062605.1;protein_174,GCF_003636855.2;protein_237,GCF_007836855.1;protein_1479,,,,,
GCF_006337745.1;protein_1488,GCF_016749335.1;protein_3,GCF_030062605.1;protein_173,GCF_003636855.2;protein_238,GCF_007836855.1;protein_1480,,,,,
GCF_006337745.1;protein_1489,GCF_016749335.1;protein_2,GCF_030062605.1;protein_172,GCF_003636855.2;protein_239,GCF_007836855.1;protein_1481,,,,,
GCF_006337745.1;protein_149,GCF_016749335.1;protein_1319,GCF_030062605.1;protein_1004,GCF_003636855.2;protein_487,GCF_007836855.1;protein_1418,,,,,
GCF_006337745.1;protein_1490,GCF_016749335.1;protein_1,GCF_030062605.1;protein_171,GCF_003636855.2;protein_240,GCF_007836855.1;protein_1482,,,,,
GCF_006337745.1;protein_1491,GCF_016749335.1;protein_0,GCF_030062605.1;protein_170,GCF_003636855.2;protein_241,GCF_007836855.1;protein_1483,,,,,
GCF_006337745.1;protein_1492,GCF_016749335.1;protein_1535,GCF_030062605.1;protein_167,GCF_003636855.2;protein_243,GCF_007836855.1;protein_1485,,,,,
GCF_006337745.1;protein_1495,GCF_016749335.1;protein_1532,GCF_030062605.1;protein_164,GCF_003636855.2;protein_246,GCF_007836855.1;protein_1488,,,,,
GCF_006337745.1;protein_1496,GCF_016749335.1;protein_1531,GCF_030062605.1;protein_163,GCF_003636855.2;protein_247,GCF_007836855.1;protein_1489,,,,,
GCF_006337745.1;protein_1497,GCF_016749335.1;protein_1530,GCF_030062605.1;protein_162,GCF_003636855.2;protein_248,GCF_007836855.1;protein_1490,,,,,
GCF_006337745.1;protein_1498,GCF_016749335.1;protein_1529,GCF_030062605.1;protein_161,GCF_003636855.2;protein_249,GCF_007836855.1;protein_1491,,,,,
GCF_006337745.1;protein_1499,GCF_016749335.1;protein_1528,GCF_030062605.1;protein_160,GCF_003636855.2;protein_250,GCF_007836855.1;protein_1492,,,,,
GCF_006337745.1;protein_15,GCF_016749335.1;protein_1439,GCF_030062605.1;protein_73,GCF_003636855.2;protein_372,GCF_007836855.1;protein_16,,,,,
GCF_006337745.1;protein_150,GCF_016749335.1;protein_1318,GCF_030062605.1;protein_1003,GCF_003636855.2;protein_488,GCF_007836855.1;protein_1417,,,,,
GCF_006337745.1;protein_1500,GCF_016749335.1;protein_1527,GCF_030062605.1;protein_159,GCF_003636855.2;protein_251,GCF_007836855.1;protein_1493,,,,,
GCF_006337745.1;protein_1501,GCF_016749335.1;protein_1526,GCF_030062605.1;protein_158,GCF_003636855.2;protein_252,GCF_007836855.1;protein_1494,,,,,
GCF_006337745.1;protein_1503,GCF_016749335.1;protein_1525,GCF_030062605.1;protein_157,GCF_003636855.2;protein_253,GCF_007836855.1;protein_1495,,,,,
GCF_006337745.1;protein_1504,GCF_016749335.1;protein_1524,GCF_030062605.1;protein_156,GCF_003636855.2;protein_254,GCF_007836855.1;protein_1496,,,,,
GCF_006337745.1;protein_1505,GCF_016749335.1;protein_1523,GCF_030062605.1;protein_155,GCF_003636855.2;protein_255,GCF_007836855.1;protein_1497,,,,,
GCF_006337745.1;protein_1506,GCF_016749335.1;protein_1522,GCF_030062605.1;protein_154,GCF_003636855.2;protein_256,GCF_007836855.1;protein_1498,,,,,
GCF_006337745.1;protein_1507,GCF_016749335.1;protein_1521,GCF_030062605.1;protein_153,GCF_003636855.2;protein_257,GCF_007836855.1;protein_1499,,,,,
