GCF_004358365.1;protein_2142,GCF_048568965.1;protein_5010,GCF_000005845.2;protein_60,GCF_053078305.1;protein_4600,GCF_048571455.1;protein_852,,,,,,,,
GCF_004358365.1;protein_2143,GCF_048568965.1;protein_5011,GCF_000005845.2;protein_59,GCF_053078305.1;protein_4601,GCF_048571455.1;protein_851,,,,,,,,
GCF_004358365.1;protein_2144,GCF_048568965.1;protein_5012,GCF_000005845.2;protein_58,GCF_053078305.1;protein_4602,GCF_048571455.1;protein_850,,,,,,,,
GCF_004358365.1;protein_2145,GCF_048568965.1;protein_5013,GCF_000005845.2;protein_57,GCF_053078305.1;protein_4603,GCF_048571455.1;protein_849,,,,,,,,
GCF_004358365.1;protein_2146,GCF_048568965.1;protein_5014,GCF_000005845.2;protein_54,GCF_053078305.1;protein_4606,GCF_048571455.1;protein_848,,,,,,,,
GCF_004358365.1;protein_2147,GCF_048568965.1;protein_5015,GCF_000005845.2;protein_53,GCF_053078305.1;protein_4607,GCF_048571455.1;protein_847,,,,,,,,
GCF_004358365.1;protein_2148,GCF_048568965.1;protein_5016,GCF_000005845.2;protein_52,GCF_053078305.1;protein_4608,GCF_048571455.1;protein_846,,,,,,,,
GCF_004358365.1;protein_2149,GCF_048568965.1;protein_5017,GCF_000005845.2;protein_51,GCF_053078305.1;protein_4609,GCF_048571455.1;protein_845,,,,,,,,
GCF_004358365.1;protein_2150,GCF_048568965.1;protein_5018,GCF_000005845.2;protein_50,GCF_053078305.1;protein_4610,GCF_048571455.1;protein_844,,,,,,,,
GCF_004358365.1;protein_2151,GCF_048568965.1;protein_5019,GCF_000005845.2;protein_49,GCF_053078305.1;protein_4611,GCF_048571455.1;protein_843,,,,,,,,
GCF_004358365.1;protein_2152,GCF_048568965.1;protein_5020,GCF_000005845.2;protein_48,GCF_053078305.1;protein_4612,GCF_048571455.1;protein_842,,,,,,,,
GCF_004358365.1;protein_2153,GCF_048568965.1;protein_5021,,,GCF_048571455.1;protein_841,,,,,,,,
GCF_004358365.1;protein_2154,GCF_048568965.1;protein_5022,,,GCF_048571455.1;protein_840,,,,,,,,
GCF_004358365.1;protein_2156,GCF_048568965.1;protein_5024,GCF_000005845.2;protein_47,GCF_053078305.1;protein_4615,GCF_048571455.1;protein_838,,,,,,,,
GCF_004358365.1;protein_2157,GCF_048568965.1;protein_5025,GCF_000005845.2;protein_46,GCF_053078305.1;protein_4616,GCF_048571455.1;protein_837,,,,,,,,
GCF_004358365.1;protein_2158,GCF_048568965.1;protein_5026,GCF_000005845.2;protein_45,GCF_053078305.1;protein_4617,GCF_048571455.1;protein_836,,,,,,,,
GCF_004358365.1;protein_2159,GCF_048568965.1;protein_5027,GCF_000005845.2;protein_44,GCF_053078305.1;protein_4618,GCF_048571455.1;protein_835,,,,,,,,
GCF_004358365.1;protein_2160,GCF_048568965.1;protein_5028,GCF_000005845.2;protein_43,GCF_053078305.1;protein_4619,GCF_048571455.1;protein_834,,,,,,,,
GCF_004358365.1;protein_2161,GCF_048568965.1;protein_5029,GCF_000005845.2;protein_42,GCF_053078305.1;protein_4620,GCF_048571455.1;protein_833,,,,,,,,
GCF_004358365.1;protein_2162,GCF_048568965.1;protein_5030,GCF_000005845.2;protein_41,GCF_053078305.1;protein_4621,GCF_048571455.1;protein_832,,,,,,,,
GCF_004358365.1;protein_2163,GCF_048568965.1;protein_5031,GCF_000005845.2;protein_40,GCF_053078305.1;protein_4622,GCF_048571455.1;protein_831,,,,,,,,
GCF_004358365.1;protein_2164,GCF_048568965.1;protein_5032,GCF_000005845.2;protein_39,GCF_053078305.1;protein_4623,GCF_048571455.1;protein_830,,,,,,,,
GCF_004358365.1;protein_2165,GCF_048568965.1;protein_5033,GCF_000005845.2;protein_38,GCF_053078305.1;protein_4624,GCF_048571455.1;protein_829,,,,,,,,
GCF_004358365.1;protein_2166,GCF_048568965.1;protein_5034,GCF_000005845.2;protein_37,GCF_053078305.1;protein_4625,GCF_048571455.1;protein_828,,,,,,,,
GCF_004358365.1;protein_2167,GCF_048568965.1;protein_5035,GCF_000005845.2;protein_36,GCF_053078305.1;protein_4626,GCF_048571455.1;protein_827,,,,,,,,
GCF_004358365.1;protein_2168,GCF_048568965.1;protein_5036,GCF_000005845.2;protein_35,GCF_053078305.1;protein_4627,GCF_048571455.1;protein_826,,,,,,,,
GCF_004358365.1;protein_2169,GCF_048568965.1;protein_5037,GCF_000005845.2;protein_34,GCF_053078305.1;protein_4628,GCF_048571455.1;protein_825,,,,,,,,
GCF_004358365.1;protein_217,GCF_048568965.1;protein_3088,,,,,,,,,,,
GCF_004358365.1;protein_2170,GCF_048568965.1;protein_5038,GCF_000005845.2;protein_33,GCF_053078305.1;protein_4629,GCF_048571455.1;protein_824,,,,,,,,
GCF_004358365.1;protein_2171,GCF_048568965.1;protein_5039,GCF_000005845.2;protein_32,GCF_053078305.1;protein_4630,GCF_048571455.1;protein_823,,,,,,,,
GCF_004358365.1;protein_2172,GCF_048568965.1;protein_5040,GCF_000005845.2;protein_31,GCF_053078305.1;protein_4631,GCF_048571455.1;protein_822,,,,,,,,
GCF_004358365.1;protein_2173,GCF_048568965.1;protein_5041,GCF_000005845.2;protein_30,GCF_053078305.1;protein_4632,GCF_048571455.1;protein_821,,,,,,,,
GCF_004358365.1;protein_2174,GCF_048568965.1;protein_5042,GCF_000005845.2;protein_29,GCF_053078305.1;protein_4633,GCF_048571455.1;protein_820,,,,,,,,
GCF_004358365.1;protein_2175,GCF_048568965.1;protein_5043,GCF_000005845.2;protein_28,GCF_053078305.1;protein_4634,GCF_048571455.1;protein_819,,,,,,,,
GCF_004358365.1;protein_2176,GCF_048568965.1;protein_5044,GCF_000005845.2;protein_27,GCF_053078305.1;protein_4635,GCF_048571455.1;protein_818,,,,,,,,
GCF_004358365.1;protein_2177,GCF_048568965.1;protein_5045,GCF_000005845.2;protein_26,GCF_053078305.1;protein_4636,GCF_048571455.1;protein_817,,,,,,,,
GCF_004358365.1;protein_2178,GCF_048568965.1;protein_5046,GCF_000005845.2;protein_25,GCF_053078305.1;protein_4637,GCF_048571455.1;protein_816,,,,,,,,
GCF_004358365.1;protein_2179,GCF_048568965.1;protein_5047,GCF_000005845.2;protein_24,GCF_053078305.1;protein_4638,GCF_048571455.1;protein_815,,,,,,,,
GCF_004358365.1;protein_218,GCF_048568965.1;protein_3089,,,,,,,,,,,
GCF_004358365.1;protein_2180,GCF_048568965.1;protein_5048,GCF_000005845.2;protein_23,GCF_053078305.1;protein_4639,GCF_048571455.1;protein_814,,,,,,,,
GCF_004358365.1;protein_2181,GCF_048568965.1;protein_5049,GCF_000005845.2;protein_22,GCF_053078305.1;protein_4640,GCF_048571455.1;protein_813,,,,,,,,
GCF_004358365.1;protein_2182,GCF_048568965.1;protein_5050,,GCF_053078305.1;protein_4641,GCF_048571455.1;protein_812,,,,,,,,
GCF_004358365.1;protein_2183,GCF_048568965.1;protein_5051,,,GCF_048571455.1;protein_811,,,,,,,,
GCF_004358365.1;protein_2184,GCF_048568965.1;protein_5052,,GCF_053078305.1;protein_4645,GCF_048571455.1;protein_810,,,,,,,,
GCF_004358365.1;protein_2185,GCF_048568965.1;protein_5053,GCF_000005845.2;protein_19,GCF_053078305.1;protein_4646,GCF_048571455.1;protein_809,,,,,,,,
GCF_004358365.1;protein_2186,GCF_048568965.1;protein_5054,GCF_000005845.2;protein_18,GCF_053078305.1;protein_4647,GCF_048571455.1;protein_808,,,,,,,,
GCF_004358365.1;protein_2187,GCF_048568965.1;protein_5055,GCF_000005845.2;protein_17,GCF_053078305.1;protein_4648,GCF_048571455.1;protein_807,,,,,,,,
GCF_004358365.1;protein_2188,GCF_048568965.1;protein_5056,GCF_000005845.2;protein_14,GCF_053078305.1;protein_4649,GCF_048571455.1;protein_806,,,,,,,,
GCF_004358365.1;protein_2189,GCF_048568965.1;protein_5057,GCF_000005845.2;protein_13,GCF_053078305.1;protein_4650,GCF_048571455.1;protein_805,,,,,,,,
GCF_004358365.1;protein_219,GCF_048568965.1;protein_3090,,,,,,,,,,,
GCF_004358365.1;protein_2190,GCF_048568965.1;protein_5058,GCF_000005845.2;protein_12,GCF_053078305.1;protein_4651,GCF_048571455.1;protein_804,,,,,,,,
GCF_004358365.1;protein_2191,GCF_048568965.1;protein_5059,GCF_000005845.2;protein_10,GCF_053078305.1;protein_4652,GCF_048571455.1;protein_803,,,,,,,,
GCF_004358365.1;protein_2192,GCF_048568965.1;protein_5060,GCF_000005845.2;protein_9,GCF_053078305.1;protein_4653,GCF_048571455.1;protein_802,,,,,,,,
GCF_004358365.1;protein_2193,GCF_048568965.1;protein_5061,GCF_000005845.2;protein_8,GCF_053078305.1;protein_4654,GCF_048571455.1;protein_801,,,,,,,,
GCF_004358365.1;protein_2194,GCF_048568965.1;protein_5062,GCF_000005845.2;protein_7,GCF_053078305.1;protein_4655,GCF_048571455.1;protein_800,,,,,,,,
GCF_004358365.1;protein_2195,GCF_048568965.1;protein_5063,GCF_000005845.2;protein_6,GCF_053078305.1;protein_4656,GCF_048571455.1;protein_799,,,,,,,,
GCF_004358365.1;protein_2196,GCF_048568965.1;protein_5064,GCF_000005845.2;protein_5,GCF_053078305.1;protein_4657,GCF_048571455.1;protein_798,,,,,,,,
GCF_004358365.1;protein_2197,GCF_048568965.1;protein_5065,GCF_000005845.2;protein_4,GCF_053078305.1;protein_4658,GCF_048571455.1;protein_797,,,,,,,,
GCF_004358365.1;protein_2198,GCF_048568965.1;protein_5066,GCF_000005845.2;protein_3,GCF_053078305.1;protein_4659,GCF_048571455.1;protein_796,,,,,,,,
GCF_004358365.1;protein_2199,GCF_048568965.1;protein_5067,GCF_000005845.2;protein_2,GCF_053078305.1;protein_4660,GCF_048571455.1;protein_795,,,,,,,,
GCF_004358365.1;protein_22,GCF_048568965.1;protein_3021,GCF_000005845.2;protein_1512,GCF_053078305.1;protein_2885,GCF_048571455.1;protein_2936,,,,,,,,
GCF_004358365.1;protein_220,GCF_048568965.1;protein_3091,,,,,,,,,,,
GCF_004358365.1;protein_2200,GCF_048568965.1;protein_5068,GCF_000005845.2;protein_1,GCF_053078305.1;protein_4661,GCF_048571455.1;protein_794,,,,,,,,
GCF_004358365.1;protein_2201,GCF_048568965.1;protein_5069,,,GCF_048571455.1;protein_793,,,,,,,,
GCF_004358365.1;protein_2202,GCF_048568965.1;protein_5070,GCF_000005845.2;protein_4317,GCF_053078305.1;protein_4663,GCF_048571455.1;protein_792,,,,,,,,
GCF_004358365.1;protein_2203,GCF_048568965.1;protein_5071,GCF_000005845.2;protein_4315,GCF_053078305.1;protein_4664,GCF_048571455.1;protein_791,,,,,,,,
GCF_004358365.1;protein_2204,GCF_048568965.1;protein_5072,GCF_000005845.2;protein_4314,GCF_053078305.1;protein_4665,GCF_048571455.1;protein_790,,,,,,,,
GCF_004358365.1;protein_2205,GCF_048568965.1;protein_5073,GCF_000005845.2;protein_4313,GCF_053078305.1;protein_4666,GCF_048571455.1;protein_789,,,,,,,,
GCF_004358365.1;protein_2206,GCF_048568965.1;protein_5074,GCF_000005845.2;protein_4312,GCF_053078305.1;protein_4667,GCF_048571455.1;protein_788,,,,,,,,
GCF_004358365.1;protein_2207,GCF_048568965.1;protein_5075,GCF_000005845.2;protein_4311,GCF_053078305.1;protein_4668,GCF_048571455.1;protein_787,,,,,,,,
GCF_004358365.1;protein_2208,GCF_048568965.1;protein_5076,GCF_000005845.2;protein_4310,GCF_053078305.1;protein_4669,GCF_048571455.1;protein_786,,,,,,,,
GCF_004358365.1;protein_2209,GCF_048568965.1;protein_5077,GCF_000005845.2;protein_4309,GCF_053078305.1;protein_4670,GCF_048571455.1;protein_785,,,,,,,,
GCF_004358365.1;protein_2210,GCF_048568965.1;protein_5078,GCF_000005845.2;protein_4308,GCF_053078305.1;protein_4671,GCF_048571455.1;protein_784,,,,,,,,
GCF_004358365.1;protein_2211,GCF_048568965.1;protein_5079,GCF_000005845.2;protein_4307,GCF_053078305.1;protein_4672,GCF_048571455.1;protein_783,,,,,,,,
GCF_004358365.1;protein_2212,GCF_048568965.1;protein_5080,GCF_000005845.2;protein_4306,GCF_053078305.1;protein_4673,GCF_048571455.1;protein_782,,,,,,,,
GCF_004358365.1;protein_2213,GCF_048568965.1;protein_5081,GCF_000005845.2;protein_4305,GCF_053078305.1;protein_4674,GCF_048571455.1;protein_781,,,,,,,,
GCF_004358365.1;protein_2214,GCF_048568965.1;protein_5082,GCF_000005845.2;protein_4304,GCF_053078305.1;protein_4675,GCF_048571455.1;protein_780,,,,,,,,
GCF_004358365.1;protein_2216,GCF_048568965.1;protein_5083,GCF_000005845.2;protein_4303,GCF_053078305.1;protein_4684,GCF_048571455.1;protein_779,,,,,,,,
GCF_004358365.1;protein_2217,GCF_048568965.1;protein_5084,GCF_000005845.2;protein_4302,GCF_053078305.1;protein_4685,GCF_048571455.1;protein_778,,,,,,,,
GCF_004358365.1;protein_2218,GCF_048568965.1;protein_5085,GCF_000005845.2;protein_4301,GCF_053078305.1;protein_4686,GCF_048571455.1;protein_777,,,,,,,,
GCF_004358365.1;protein_2219,GCF_048568965.1;protein_5086,GCF_000005845.2;protein_4300,GCF_053078305.1;protein_4687,GCF_048571455.1;protein_776,,,,,,,,
GCF_048568965.1;protein_5979,GCF_053078305.1;protein_2732,,GCF_048568965.1;protein_2824,GCF_004358365.1;protein_222,,,,,,,,
GCF_004358365.1;protein_2220,GCF_048568965.1;protein_5087,GCF_000005845.2;protein_4299,GCF_053078305.1;protein_4688,GCF_048571455.1;protein_775,,,,,,,,
GCF_004358365.1;protein_2221,GCF_048568965.1;protein_5088,,GCF_053078305.1;protein_4689,GCF_048571455.1;protein_774,,,,,,,,
GCF_004358365.1;protein_2222,GCF_048568965.1;protein_5089,GCF_000005845.2;protein_4297,GCF_053078305.1;protein_4690,GCF_048571455.1;protein_773,,,,,,,,
GCF_004358365.1;protein_2223,GCF_048568965.1;protein_5090,GCF_000005845.2;protein_4296,GCF_053078305.1;protein_4691,GCF_048571455.1;protein_772,,,,,,,,
GCF_004358365.1;protein_2224,GCF_048568965.1;protein_5091,GCF_000005845.2;protein_4295,GCF_053078305.1;protein_4692,GCF_048571455.1;protein_771,,,,,,,,
GCF_004358365.1;protein_2225,GCF_048568965.1;protein_5092,GCF_000005845.2;protein_4294,GCF_053078305.1;protein_4693,GCF_048571455.1;protein_770,,,,,,,,
GCF_004358365.1;protein_2226,GCF_048568965.1;protein_5093,GCF_000005845.2;protein_4293,GCF_053078305.1;protein_4694,GCF_048571455.1;protein_769,,,,,,,,
GCF_004358365.1;protein_2227,GCF_048568965.1;protein_5094,GCF_000005845.2;protein_4292,GCF_053078305.1;protein_4695,GCF_048571455.1;protein_768,,,,,,,,
GCF_004358365.1;protein_2228,GCF_048568965.1;protein_5095,GCF_000005845.2;protein_4291,GCF_053078305.1;protein_4696,GCF_048571455.1;protein_767,,,,,,,,
GCF_004358365.1;protein_2229,GCF_048568965.1;protein_5096,GCF_000005845.2;protein_4290,GCF_053078305.1;protein_4697,GCF_048571455.1;protein_766,,,,,,,,
GCF_004358365.1;protein_2230,GCF_048568965.1;protein_5097,GCF_000005845.2;protein_4289,GCF_053078305.1;protein_4698,GCF_048571455.1;protein_765,,,,,,,,
GCF_004358365.1;protein_2231,GCF_048568965.1;protein_5098,GCF_000005845.2;protein_4288,GCF_053078305.1;protein_4699,GCF_048571455.1;protein_764,,,,,,,,
GCF_004358365.1;protein_2232,GCF_048568965.1;protein_5099,GCF_000005845.2;protein_4287,GCF_053078305.1;protein_4700,GCF_048571455.1;protein_763,,,,,,,,
GCF_004358365.1;protein_2233,GCF_048568965.1;protein_5100,GCF_000005845.2;protein_4286,GCF_053078305.1;protein_4701,GCF_048571455.1;protein_762,,,,,,,,
GCF_004358365.1;protein_2234,GCF_048568965.1;protein_5101,GCF_000005845.2;protein_4285,GCF_053078305.1;protein_4702,GCF_048571455.1;protein_761,,,,,,,,
GCF_004358365.1;protein_2235,GCF_048568965.1;protein_5102,GCF_000005845.2;protein_4284,GCF_053078305.1;protein_4703,GCF_048571455.1;protein_760,,,,,,,,
GCF_004358365.1;protein_2236,GCF_048568965.1;protein_5103,GCF_000005845.2;protein_4283,GCF_053078305.1;protein_4704,GCF_048571455.1;protein_759,,,,,,,,
GCF_004358365.1;protein_2237,GCF_048568965.1;protein_5104,GCF_000005845.2;protein_4282,GCF_053078305.1;protein_4705,GCF_048571455.1;protein_758,,,,,,,,
GCF_004358365.1;protein_2238,GCF_048568965.1;protein_5105,GCF_000005845.2;protein_4281,GCF_053078305.1;protein_4706,GCF_048571455.1;protein_757,,,,,,,,
GCF_004358365.1;protein_2239,GCF_048568965.1;protein_5106,GCF_000005845.2;protein_4280,GCF_053078305.1;protein_4707,GCF_048571455.1;protein_756,,,,,,,,
GCF_004358365.1;protein_2240,GCF_048568965.1;protein_5107,GCF_000005845.2;protein_4279,GCF_053078305.1;protein_4708,GCF_048571455.1;protein_755,,,,,,,,
GCF_004358365.1;protein_2241,GCF_048568965.1;protein_5108,GCF_000005845.2;protein_4278,GCF_053078305.1;protein_4709,GCF_048571455.1;protein_754,,,,,,,,
GCF_004358365.1;protein_2242,GCF_048568965.1;protein_5109,GCF_000005845.2;protein_4277,GCF_053078305.1;protein_4710,GCF_048571455.1;protein_753,,,,,,,,
GCF_004358365.1;protein_2243,GCF_048568965.1;protein_5110,GCF_000005845.2;protein_4276,GCF_053078305.1;protein_4711,GCF_048571455.1;protein_752,,,,,,,,
GCF_004358365.1;protein_2244,GCF_048568965.1;protein_5111,GCF_000005845.2;protein_4275,GCF_053078305.1;protein_4712,GCF_048571455.1;protein_751,,,,,,,,
GCF_004358365.1;protein_2245,GCF_048568965.1;protein_5112,GCF_000005845.2;protein_4274,GCF_053078305.1;protein_4713,GCF_048571455.1;protein_750,,,,,,,,
GCF_004358365.1;protein_2246,GCF_048568965.1;protein_5113,GCF_000005845.2;protein_4273,GCF_053078305.1;protein_4714,GCF_048571455.1;protein_749,,,,,,,,
GCF_004358365.1;protein_2247,GCF_048568965.1;protein_5114,GCF_000005845.2;protein_4272,GCF_053078305.1;protein_4715,GCF_048571455.1;protein_748,,,,,,,,
GCF_004358365.1;protein_2248,GCF_048568965.1;protein_5115,GCF_000005845.2;protein_4271,GCF_053078305.1;protein_4716,GCF_048571455.1;protein_747,,,,,,,,
GCF_004358365.1;protein_2249,GCF_048568965.1;protein_5116,,,GCF_048571455.1;protein_746,,,,,,,,
GCF_004358365.1;protein_2250,GCF_048568965.1;protein_5117,,,GCF_048571455.1;protein_745,,,,,,,,
GCF_004358365.1;protein_2251,GCF_048568965.1;protein_5118,,,GCF_048571455.1;protein_744,,,,,,,,
GCF_004358365.1;protein_2252,GCF_048568965.1;protein_5119,,,GCF_048571455.1;protein_743,,,,,,,,
GCF_004358365.1;protein_2253,GCF_048568965.1;protein_5120,GCF_000005845.2;protein_4269,GCF_053078305.1;protein_4718,GCF_048571455.1;protein_742,,,,,,,,
GCF_004358365.1;protein_2254,GCF_048568965.1;protein_5121,,,GCF_048571455.1;protein_741,,,,,,,,
GCF_004358365.1;protein_2255,GCF_048568965.1;protein_5122,,,GCF_048571455.1;protein_740,,,,,,,,
GCF_004358365.1;protein_2256,GCF_048568965.1;protein_5123,,,GCF_048571455.1;protein_739,,,,,,,,
GCF_004358365.1;protein_2257,GCF_048568965.1;protein_5124,,,GCF_048571455.1;protein_738,,,,,,,,
GCF_004358365.1;protein_2258,GCF_048568965.1;protein_5125,,,GCF_048571455.1;protein_737,,,,,,,,
GCF_004358365.1;protein_2259,GCF_048568965.1;protein_5126,,,GCF_048571455.1;protein_736,,,,,,,,
GCF_004358365.1;protein_2260,GCF_048568965.1;protein_5127,,,GCF_048571455.1;protein_735,,,,,,,,
GCF_004358365.1;protein_2261,GCF_048568965.1;protein_5128,,,GCF_048571455.1;protein_734,,,,,,,,
GCF_004358365.1;protein_2262,GCF_048568965.1;protein_5129,,,GCF_048571455.1;protein_733,,,,,,,,
GCF_004358365.1;protein_2263,GCF_048568965.1;protein_5130,,,GCF_048571455.1;protein_732,,,,,,,,
GCF_004358365.1;protein_2264,GCF_048568965.1;protein_5131,,,GCF_048571455.1;protein_731,,,,,,,,
GCF_004358365.1;protein_2265,GCF_048568965.1;protein_5132,GCF_000005845.2;protein_4268,GCF_053078305.1;protein_4720,GCF_048571455.1;protein_730,,,,,,,,
GCF_004358365.1;protein_2266,GCF_048568965.1;protein_5133,GCF_000005845.2;protein_4267,GCF_053078305.1;protein_4721,GCF_048571455.1;protein_729,,,,,,,,
GCF_004358365.1;protein_2267,GCF_048568965.1;protein_5134,GCF_000005845.2;protein_4266,GCF_053078305.1;protein_4722,GCF_048571455.1;protein_728,,,,,,,,
GCF_004358365.1;protein_2268,GCF_048568965.1;protein_5135,,,GCF_048571455.1;protein_727,,,,,,,,
GCF_004358365.1;protein_2269,GCF_048568965.1;protein_5136,,,GCF_048571455.1;protein_726,,,,,,,,
GCF_004358365.1;protein_2270,GCF_048568965.1;protein_5137,,,GCF_048571455.1;protein_725,,,,,,,,
GCF_004358365.1;protein_2271,GCF_048568965.1;protein_5138,,,GCF_048571455.1;protein_724,,,,,,,,
GCF_004358365.1;protein_2272,GCF_048568965.1;protein_5139,,,GCF_048571455.1;protein_723,,,,,,,,
GCF_004358365.1;protein_2273,GCF_048568965.1;protein_5140,GCF_000005845.2;protein_4261,GCF_053078305.1;protein_4729,GCF_048571455.1;protein_722,,,,,,,,
GCF_004358365.1;protein_2274,GCF_048568965.1;protein_5141,,,GCF_048571455.1;protein_721,,,,,,,,
GCF_004358365.1;protein_2275,GCF_048568965.1;protein_5142,,,GCF_048571455.1;protein_720,,,,,,,,
GCF_004358365.1;protein_2276,GCF_048568965.1;protein_5143,GCF_000005845.2;protein_4256,GCF_053078305.1;protein_4730,GCF_048571455.1;protein_719,,,,,,,,
GCF_004358365.1;protein_2277,GCF_048568965.1;protein_5144,GCF_000005845.2;protein_4255,GCF_053078305.1;protein_4731,GCF_048571455.1;protein_718,,,,,,,,
GCF_004358365.1;protein_2278,GCF_048568965.1;protein_5145,,GCF_053078305.1;protein_4732,GCF_048571455.1;protein_717,,,,,,,,
GCF_004358365.1;protein_2279,GCF_048568965.1;protein_5146,GCF_000005845.2;protein_4253,GCF_053078305.1;protein_4733,GCF_048571455.1;protein_716,,,,,,,,
GCF_004358365.1;protein_228,GCF_048568965.1;protein_3099,GCF_000005845.2;protein_1349,,,,,,,,,,
GCF_004358365.1;protein_2280,GCF_048568965.1;protein_5147,GCF_000005845.2;protein_4252,GCF_053078305.1;protein_4734,GCF_048571455.1;protein_715,,,,,,,,
GCF_004358365.1;protein_2281,GCF_048568965.1;protein_5148,GCF_000005845.2;protein_4251,GCF_053078305.1;protein_4735,GCF_048571455.1;protein_714,,,,,,,,
GCF_004358365.1;protein_2282,GCF_048568965.1;protein_5149,GCF_000005845.2;protein_4250,GCF_053078305.1;protein_4736,GCF_048571455.1;protein_713,,,,,,,,
GCF_004358365.1;protein_2283,GCF_048568965.1;protein_5150,GCF_000005845.2;protein_4249,,GCF_048571455.1;protein_712,,,,,,,,
GCF_004358365.1;protein_2284,GCF_048568965.1;protein_5151,GCF_000005845.2;protein_4248,,GCF_048571455.1;protein_711,,,,,,,,
GCF_004358365.1;protein_2285,GCF_048568965.1;protein_5152,GCF_000005845.2;protein_4247,GCF_053078305.1;protein_4740,GCF_048571455.1;protein_710,,,,,,,,
GCF_004358365.1;protein_2286,GCF_048568965.1;protein_5153,GCF_000005845.2;protein_4246,GCF_053078305.1;protein_4742,GCF_048571455.1;protein_709,,,,,,,,
GCF_004358365.1;protein_2287,GCF_048568965.1;protein_5154,GCF_000005845.2;protein_4245,GCF_053078305.1;protein_4743,GCF_048571455.1;protein_708,,,,,,,,
GCF_004358365.1;protein_2288,GCF_048568965.1;protein_5155,GCF_000005845.2;protein_4244,GCF_053078305.1;protein_4744,GCF_048571455.1;protein_707,,,,,,,,
GCF_004358365.1;protein_2289,GCF_048568965.1;protein_5156,GCF_000005845.2;protein_4243,GCF_053078305.1;protein_4745,GCF_048571455.1;protein_706,,,,,,,,
GCF_004358365.1;protein_2290,GCF_048568965.1;protein_5157,GCF_000005845.2;protein_4242,GCF_053078305.1;protein_4746,GCF_048571455.1;protein_705,,,,,,,,
GCF_004358365.1;protein_2291,GCF_048568965.1;protein_5158,GCF_000005845.2;protein_4241,GCF_053078305.1;protein_4747,GCF_048571455.1;protein_704,,,,,,,,
GCF_004358365.1;protein_2292,GCF_048568965.1;protein_5159,GCF_000005845.2;protein_4240,GCF_053078305.1;protein_4748,GCF_048571455.1;protein_703,,,,,,,,
GCF_004358365.1;protein_2293,GCF_048568965.1;protein_5160,GCF_000005845.2;protein_4239,GCF_053078305.1;protein_4749,GCF_048571455.1;protein_702,,,,,,,,
GCF_004358365.1;protein_2294,GCF_048568965.1;protein_5161,GCF_000005845.2;protein_4238,GCF_053078305.1;protein_4750,,,,,,,,,
GCF_004358365.1;protein_2295,GCF_048568965.1;protein_5162,GCF_000005845.2;protein_4237,GCF_053078305.1;protein_4751,GCF_048571455.1;protein_700,,,,,,,,
GCF_004358365.1;protein_2296,GCF_048568965.1;protein_5163,GCF_000005845.2;protein_4236,GCF_053078305.1;protein_4752,GCF_048571455.1;protein_699,,,,,,,,
GCF_004358365.1;protein_2297,GCF_048568965.1;protein_5164,GCF_000005845.2;protein_4235,GCF_053078305.1;protein_4753,GCF_048571455.1;protein_698,,,,,,,,
GCF_004358365.1;protein_2298,GCF_048568965.1;protein_5165,GCF_000005845.2;protein_4234,GCF_053078305.1;protein_4754,GCF_048571455.1;protein_697,,,,,,,,
GCF_004358365.1;protein_2299,GCF_048568965.1;protein_5166,,,GCF_048571455.1;protein_696,,,,,,,,
GCF_004358365.1;protein_23,GCF_048568965.1;protein_3020,GCF_000005845.2;protein_1511,GCF_053078305.1;protein_2886,GCF_048571455.1;protein_2935,,,,,,,,
GCF_004358365.1;protein_2300,GCF_048568965.1;protein_5167,GCF_000005845.2;protein_4232,GCF_053078305.1;protein_4756,GCF_048571455.1;protein_695,,,,,,,,
GCF_004358365.1;protein_2301,GCF_048568965.1;protein_5168,GCF_000005845.2;protein_4231,GCF_053078305.1;protein_4757,GCF_048571455.1;protein_694,,,,,,,,
GCF_004358365.1;protein_2302,GCF_048568965.1;protein_5169,GCF_000005845.2;protein_4230,GCF_053078305.1;protein_4758,GCF_048571455.1;protein_693,,,,,,,,
GCF_004358365.1;protein_2303,GCF_048568965.1;protein_5170,GCF_000005845.2;protein_4229,GCF_053078305.1;protein_4759,GCF_048571455.1;protein_692,,,,,,,,
GCF_004358365.1;protein_2304,GCF_048568965.1;protein_5171,GCF_000005845.2;protein_4228,GCF_053078305.1;protein_4760,GCF_048571455.1;protein_691,,,,,,,,
GCF_004358365.1;protein_2305,GCF_048568965.1;protein_5172,GCF_000005845.2;protein_4227,GCF_053078305.1;protein_4761,GCF_048571455.1;protein_690,,,,,,,,
GCF_004358365.1;protein_2306,GCF_048568965.1;protein_5173,GCF_000005845.2;protein_4226,GCF_053078305.1;protein_4762,GCF_048571455.1;protein_689,,,,,,,,
GCF_004358365.1;protein_2307,GCF_048568965.1;protein_5174,GCF_000005845.2;protein_4225,GCF_053078305.1;protein_4763,GCF_048571455.1;protein_688,,,,,,,,
GCF_004358365.1;protein_2308,GCF_048568965.1;protein_5175,GCF_000005845.2;protein_4224,GCF_053078305.1;protein_4764,GCF_048571455.1;protein_687,,,,,,,,
GCF_004358365.1;protein_2309,GCF_048568965.1;protein_5176,GCF_000005845.2;protein_4223,GCF_053078305.1;protein_4765,GCF_048571455.1;protein_686,,,,,,,,
