GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_1193,GCF_020735805.1;protein_964,GCF_021184145.1;protein_1339,GCF_017821655.1;protein_390,GCF_016757555.1;protein_398,GCF_006337485.1;protein_1030,GCF_006337745.1;protein_491,GCF_030323385.1;protein_550,GCF_002952455.1;protein_1053,GCF_002952675.1;protein_1057
GCF_000685705.1;protein_1194,GCF_020735805.1;protein_963,GCF_021184145.1;protein_1338,GCF_017821655.1;protein_389,GCF_016757555.1;protein_397,GCF_006337485.1;protein_1031,GCF_006337745.1;protein_490,GCF_030323385.1;protein_549,GCF_002952455.1;protein_1054,GCF_002952675.1;protein_1058
GCF_000685705.1;protein_1195,GCF_020735805.1;protein_962,GCF_021184145.1;protein_1337,GCF_017821655.1;protein_388,GCF_016757555.1;protein_396,GCF_006337485.1;protein_1032,GCF_006337745.1;protein_489,GCF_030323385.1;protein_548,GCF_002952455.1;protein_1055,GCF_002952675.1;protein_1059
GCF_000685705.1;protein_1196,GCF_020735805.1;protein_961,GCF_021184145.1;protein_1336,GCF_017821655.1;protein_387,GCF_016757555.1;protein_395,GCF_006337485.1;protein_1033,GCF_006337745.1;protein_488,GCF_030323385.1;protein_547,GCF_002952455.1;protein_1056,GCF_002952675.1;protein_1060
GCF_000685705.1;protein_1197,GCF_020735805.1;protein_960,GCF_021184145.1;protein_1335,GCF_017821655.1;protein_385,GCF_016757555.1;protein_394,GCF_006337485.1;protein_1034,GCF_006337745.1;protein_486,GCF_030323385.1;protein_545,GCF_002952455.1;protein_1057,GCF_002952675.1;protein_1061
GCF_000685705.1;protein_1198,GCF_020735805.1;protein_959,GCF_021184145.1;protein_1334,GCF_017821655.1;protein_384,GCF_016757555.1;protein_393,GCF_006337485.1;protein_1035,GCF_006337745.1;protein_485,GCF_030323385.1;protein_544,GCF_002952455.1;protein_1058,GCF_002952675.1;protein_1062
GCF_000685705.1;protein_12,GCF_020735805.1;protein_583,GCF_021184145.1;protein_960,GCF_017821655.1;protein_13,GCF_016757555.1;protein_12,GCF_006337485.1;protein_1482,GCF_006337745.1;protein_1479,GCF_030323385.1;protein_161,GCF_002952455.1;protein_1468,GCF_002952675.1;protein_1473
GCF_000685705.1;protein_120,GCF_020735805.1;protein_197,GCF_021184145.1;protein_579,GCF_017821655.1;protein_1158,GCF_016757555.1;protein_1159,GCF_006337485.1;protein_296,GCF_006337745.1;protein_315,GCF_030323385.1;protein_1325,GCF_002952455.1;protein_251,GCF_002952675.1;protein_252
GCF_000685705.1;protein_1200,GCF_020735805.1;protein_957,GCF_021184145.1;protein_1333,GCF_017821655.1;protein_383,GCF_016757555.1;protein_391,GCF_006337485.1;protein_1037,GCF_006337745.1;protein_483,GCF_030323385.1;protein_542,GCF_002952455.1;protein_1060,GCF_002952675.1;protein_1064
GCF_000685705.1;protein_1201,GCF_020735805.1;protein_956,GCF_021184145.1;protein_1332,GCF_017821655.1;protein_382,GCF_016757555.1;protein_390,GCF_006337485.1;protein_1038,GCF_006337745.1;protein_482,GCF_030323385.1;protein_541,GCF_002952455.1;protein_1061,GCF_002952675.1;protein_1065
GCF_000685705.1;protein_1202,GCF_020735805.1;protein_955,GCF_021184145.1;protein_1331,GCF_017821655.1;protein_381,GCF_016757555.1;protein_389,GCF_006337485.1;protein_1039,GCF_006337745.1;protein_481,GCF_030323385.1;protein_540,GCF_002952455.1;protein_1062,GCF_002952675.1;protein_1066
GCF_000685705.1;protein_1203,GCF_020735805.1;protein_954,GCF_021184145.1;protein_1330,GCF_017821655.1;protein_380,GCF_016757555.1;protein_388,GCF_006337485.1;protein_1040,GCF_006337745.1;protein_480,GCF_030323385.1;protein_539,GCF_002952455.1;protein_1063,GCF_002952675.1;protein_1067
GCF_000685705.1;protein_1204,GCF_020735805.1;protein_953,GCF_021184145.1;protein_1329,GCF_017821655.1;protein_379,GCF_016757555.1;protein_387,GCF_006337485.1;protein_1041,GCF_006337745.1;protein_479,GCF_030323385.1;protein_538,GCF_002952455.1;protein_1064,GCF_002952675.1;protein_1068
GCF_000685705.1;protein_1205,GCF_020735805.1;protein_952,GCF_021184145.1;protein_1328,GCF_017821655.1;protein_378,GCF_016757555.1;protein_386,GCF_006337485.1;protein_1042,GCF_006337745.1;protein_478,GCF_030323385.1;protein_537,GCF_002952455.1;protein_1065,GCF_002952675.1;protein_1069
GCF_000685705.1;protein_1206,GCF_020735805.1;protein_951,GCF_021184145.1;protein_1327,GCF_017821655.1;protein_377,GCF_016757555.1;protein_385,GCF_006337485.1;protein_1043,GCF_006337745.1;protein_477,GCF_030323385.1;protein_536,GCF_002952455.1;protein_1066,GCF_002952675.1;protein_1070
GCF_000685705.1;protein_1207,GCF_020735805.1;protein_950,GCF_021184145.1;protein_1326,GCF_017821655.1;protein_376,GCF_016757555.1;protein_384,GCF_006337485.1;protein_1044,GCF_006337745.1;protein_476,GCF_030323385.1;protein_535,GCF_002952455.1;protein_1067,GCF_002952675.1;protein_1071
GCF_000685705.1;protein_1208,GCF_020735805.1;protein_949,GCF_021184145.1;protein_1325,GCF_017821655.1;protein_375,GCF_016757555.1;protein_383,GCF_006337485.1;protein_1045,GCF_006337745.1;protein_475,GCF_030323385.1;protein_534,GCF_002952455.1;protein_1068,GCF_002952675.1;protein_1072
GCF_000685705.1;protein_1209,GCF_020735805.1;protein_948,GCF_021184145.1;protein_1324,GCF_017821655.1;protein_374,GCF_016757555.1;protein_382,GCF_006337485.1;protein_1046,GCF_006337745.1;protein_474,GCF_030323385.1;protein_533,GCF_002952455.1;protein_1069,GCF_002952675.1;protein_1073
GCF_000685705.1;protein_121,GCF_020735805.1;protein_196,GCF_021184145.1;protein_578,GCF_017821655.1;protein_1157,GCF_016757555.1;protein_1158,GCF_006337485.1;protein_297,GCF_006337745.1;protein_316,GCF_030323385.1;protein_1324,GCF_002952455.1;protein_252,GCF_002952675.1;protein_253
GCF_000685705.1;protein_1210,GCF_020735805.1;protein_947,GCF_021184145.1;protein_1323,GCF_017821655.1;protein_373,GCF_016757555.1;protein_381,GCF_006337485.1;protein_1047,GCF_006337745.1;protein_473,GCF_030323385.1;protein_532,GCF_002952455.1;protein_1070,GCF_002952675.1;protein_1074
GCF_000685705.1;protein_1211,GCF_020735805.1;protein_946,GCF_021184145.1;protein_1322,GCF_017821655.1;protein_372,GCF_016757555.1;protein_380,GCF_006337485.1;protein_1048,GCF_006337745.1;protein_472,GCF_030323385.1;protein_531,GCF_002952455.1;protein_1071,GCF_002952675.1;protein_1075
GCF_000685705.1;protein_1212,GCF_020735805.1;protein_945,GCF_021184145.1;protein_1321,GCF_017821655.1;protein_371,GCF_016757555.1;protein_379,GCF_006337485.1;protein_1049,GCF_006337745.1;protein_471,GCF_030323385.1;protein_530,GCF_002952455.1;protein_1072,GCF_002952675.1;protein_1076
GCF_000685705.1;protein_1213,GCF_020735805.1;protein_944,GCF_021184145.1;protein_1320,GCF_017821655.1;protein_370,GCF_016757555.1;protein_378,GCF_006337485.1;protein_1050,GCF_006337745.1;protein_470,GCF_030323385.1;protein_529,GCF_002952455.1;protein_1073,GCF_002952675.1;protein_1077
GCF_000685705.1;protein_1214,GCF_020735805.1;protein_943,GCF_021184145.1;protein_1319,GCF_017821655.1;protein_369,GCF_016757555.1;protein_376,GCF_006337485.1;protein_1051,GCF_006337745.1;protein_469,GCF_030323385.1;protein_528,GCF_002952455.1;protein_1074,GCF_002952675.1;protein_1078
GCF_000685705.1;protein_1215,GCF_020735805.1;protein_942,GCF_021184145.1;protein_1318,GCF_017821655.1;protein_368,GCF_016757555.1;protein_375,GCF_006337485.1;protein_1052,GCF_006337745.1;protein_468,GCF_030323385.1;protein_527,GCF_002952455.1;protein_1075,GCF_002952675.1;protein_1079
GCF_000685705.1;protein_1216,GCF_020735805.1;protein_941,GCF_021184145.1;protein_1317,GCF_017821655.1;protein_367,GCF_016757555.1;protein_374,GCF_006337485.1;protein_1053,GCF_006337745.1;protein_467,GCF_030323385.1;protein_526,GCF_002952455.1;protein_1076,GCF_002952675.1;protein_1080
GCF_000685705.1;protein_1217,GCF_020735805.1;protein_940,GCF_021184145.1;protein_1316,GCF_017821655.1;protein_366,GCF_016757555.1;protein_373,GCF_006337485.1;protein_1054,GCF_006337745.1;protein_466,GCF_030323385.1;protein_525,GCF_002952455.1;protein_1077,GCF_002952675.1;protein_1081
GCF_000685705.1;protein_1218,GCF_020735805.1;protein_939,GCF_021184145.1;protein_1315,GCF_017821655.1;protein_365,GCF_016757555.1;protein_372,GCF_006337485.1;protein_1055,GCF_006337745.1;protein_465,GCF_030323385.1;protein_524,GCF_002952455.1;protein_1078,GCF_002952675.1;protein_1082
GCF_000685705.1;protein_1219,GCF_020735805.1;protein_938,GCF_021184145.1;protein_1314,GCF_017821655.1;protein_364,GCF_016757555.1;protein_371,GCF_006337485.1;protein_1056,GCF_006337745.1;protein_464,GCF_030323385.1;protein_523,GCF_002952455.1;protein_1079,GCF_002952675.1;protein_1083
GCF_000685705.1;protein_122,GCF_020735805.1;protein_195,GCF_021184145.1;protein_577,GCF_017821655.1;protein_1156,GCF_016757555.1;protein_1157,GCF_006337485.1;protein_299,GCF_006337745.1;protein_317,GCF_030323385.1;protein_1323,GCF_002952455.1;protein_253,GCF_002952675.1;protein_254
GCF_000685705.1;protein_1220,GCF_020735805.1;protein_937,GCF_021184145.1;protein_1313,GCF_017821655.1;protein_363,GCF_016757555.1;protein_370,GCF_006337485.1;protein_1057,GCF_006337745.1;protein_463,GCF_030323385.1;protein_522,GCF_002952455.1;protein_1080,GCF_002952675.1;protein_1084
GCF_000685705.1;protein_1221,GCF_020735805.1;protein_936,GCF_021184145.1;protein_1312,GCF_017821655.1;protein_362,GCF_016757555.1;protein_369,GCF_006337485.1;protein_1058,GCF_006337745.1;protein_462,GCF_030323385.1;protein_521,GCF_002952455.1;protein_1081,GCF_002952675.1;protein_1085
GCF_000685705.1;protein_1222,GCF_020735805.1;protein_935,GCF_021184145.1;protein_1311,GCF_017821655.1;protein_361,GCF_016757555.1;protein_368,GCF_006337485.1;protein_1059,GCF_006337745.1;protein_461,GCF_030323385.1;protein_520,GCF_002952455.1;protein_1082,GCF_002952675.1;protein_1086
GCF_000685705.1;protein_1223,GCF_020735805.1;protein_934,GCF_021184145.1;protein_1310,GCF_017821655.1;protein_360,GCF_016757555.1;protein_367,GCF_006337485.1;protein_1060,GCF_006337745.1;protein_460,GCF_030323385.1;protein_519,GCF_002952455.1;protein_1083,GCF_002952675.1;protein_1087
GCF_000685705.1;protein_1225,GCF_020735805.1;protein_932,GCF_021184145.1;protein_1308,GCF_017821655.1;protein_358,GCF_016757555.1;protein_365,GCF_006337485.1;protein_1062,GCF_006337745.1;protein_458,GCF_030323385.1;protein_517,GCF_002952455.1;protein_1085,GCF_002952675.1;protein_1089
GCF_000685705.1;protein_1226,GCF_020735805.1;protein_931,GCF_021184145.1;protein_1307,GCF_017821655.1;protein_357,GCF_016757555.1;protein_364,GCF_006337485.1;protein_1063,GCF_006337745.1;protein_457,GCF_030323385.1;protein_516,GCF_002952455.1;protein_1086,GCF_002952675.1;protein_1090
GCF_000685705.1;protein_1227,GCF_020735805.1;protein_930,GCF_021184145.1;protein_1306,GCF_017821655.1;protein_356,GCF_016757555.1;protein_363,GCF_006337485.1;protein_1064,GCF_006337745.1;protein_456,GCF_030323385.1;protein_515,GCF_002952455.1;protein_1087,GCF_002952675.1;protein_1091
GCF_000685705.1;protein_1229,GCF_020735805.1;protein_929,GCF_021184145.1;protein_1304,GCF_017821655.1;protein_354,GCF_016757555.1;protein_361,GCF_006337485.1;protein_1065,GCF_006337745.1;protein_454,GCF_030323385.1;protein_514,GCF_002952455.1;protein_1089,GCF_002952675.1;protein_1093
GCF_000685705.1;protein_123,GCF_020735805.1;protein_194,GCF_021184145.1;protein_576,GCF_017821655.1;protein_1155,GCF_016757555.1;protein_1156,GCF_006337485.1;protein_300,GCF_006337745.1;protein_318,GCF_030323385.1;protein_1322,GCF_002952455.1;protein_254,GCF_002952675.1;protein_255
GCF_000685705.1;protein_1230,GCF_020735805.1;protein_928,GCF_021184145.1;protein_1303,GCF_017821655.1;protein_353,GCF_016757555.1;protein_360,GCF_006337485.1;protein_1066,GCF_006337745.1;protein_453,GCF_030323385.1;protein_513,GCF_002952455.1;protein_1090,GCF_002952675.1;protein_1094
GCF_000685705.1;protein_1231,GCF_020735805.1;protein_927,GCF_021184145.1;protein_1302,GCF_017821655.1;protein_352,GCF_016757555.1;protein_359,GCF_006337485.1;protein_1067,GCF_006337745.1;protein_452,GCF_030323385.1;protein_512,GCF_002952455.1;protein_1091,GCF_002952675.1;protein_1095
GCF_000685705.1;protein_1234,GCF_020735805.1;protein_926,GCF_021184145.1;protein_1299,GCF_017821655.1;protein_349,GCF_016757555.1;protein_356,GCF_006337485.1;protein_1070,GCF_006337745.1;protein_449,GCF_030323385.1;protein_509,GCF_002952455.1;protein_1094,GCF_002952675.1;protein_1098
GCF_000685705.1;protein_1235,GCF_020735805.1;protein_925,GCF_021184145.1;protein_1298,GCF_017821655.1;protein_348,GCF_016757555.1;protein_355,GCF_006337485.1;protein_1071,GCF_006337745.1;protein_448,GCF_030323385.1;protein_508,GCF_002952455.1;protein_1095,GCF_002952675.1;protein_1099
GCF_000685705.1;protein_1236,GCF_020735805.1;protein_924,GCF_021184145.1;protein_1297,GCF_017821655.1;protein_347,GCF_016757555.1;protein_354,GCF_006337485.1;protein_1072,GCF_006337745.1;protein_447,GCF_030323385.1;protein_507,GCF_002952455.1;protein_1096,GCF_002952675.1;protein_1100
GCF_000685705.1;protein_1237,GCF_020735805.1;protein_923,GCF_021184145.1;protein_1296,GCF_017821655.1;protein_346,GCF_016757555.1;protein_353,GCF_006337485.1;protein_1073,GCF_006337745.1;protein_446,GCF_030323385.1;protein_506,GCF_002952455.1;protein_1097,GCF_002952675.1;protein_1101
GCF_000685705.1;protein_1238,GCF_020735805.1;protein_922,GCF_021184145.1;protein_1295,GCF_017821655.1;protein_343,GCF_016757555.1;protein_352,GCF_006337485.1;protein_1074,GCF_006337745.1;protein_445,GCF_030323385.1;protein_505,GCF_002952455.1;protein_1098,GCF_002952675.1;protein_1102
GCF_000685705.1;protein_1239,GCF_020735805.1;protein_921,GCF_021184145.1;protein_1294,GCF_017821655.1;protein_342,GCF_016757555.1;protein_351,GCF_006337485.1;protein_1075,GCF_006337745.1;protein_444,GCF_030323385.1;protein_504,GCF_002952455.1;protein_1099,GCF_002952675.1;protein_1103
GCF_000685705.1;protein_1240,GCF_020735805.1;protein_920,GCF_021184145.1;protein_1293,GCF_017821655.1;protein_341,GCF_016757555.1;protein_350,GCF_006337485.1;protein_1076,GCF_006337745.1;protein_443,GCF_030323385.1;protein_503,GCF_002952455.1;protein_1100,GCF_002952675.1;protein_1104
GCF_000685705.1;protein_1241,GCF_020735805.1;protein_919,GCF_021184145.1;protein_1292,GCF_017821655.1;protein_340,GCF_016757555.1;protein_349,GCF_006337485.1;protein_1077,GCF_006337745.1;protein_442,GCF_030323385.1;protein_502,GCF_002952455.1;protein_1101,GCF_002952675.1;protein_1105
GCF_000685705.1;protein_1242,GCF_020735805.1;protein_918,GCF_021184145.1;protein_1291,GCF_017821655.1;protein_339,GCF_016757555.1;protein_348,GCF_006337485.1;protein_1078,GCF_006337745.1;protein_441,GCF_030323385.1;protein_501,GCF_002952455.1;protein_1102,GCF_002952675.1;protein_1106
GCF_000685705.1;protein_1243,GCF_020735805.1;protein_917,GCF_021184145.1;protein_1290,GCF_017821655.1;protein_338,GCF_016757555.1;protein_347,GCF_006337485.1;protein_1079,GCF_006337745.1;protein_440,GCF_030323385.1;protein_500,GCF_002952455.1;protein_1103,GCF_002952675.1;protein_1107
GCF_000685705.1;protein_1244,GCF_020735805.1;protein_916,GCF_021184145.1;protein_1289,GCF_017821655.1;protein_337,GCF_016757555.1;protein_346,GCF_006337485.1;protein_1080,GCF_006337745.1;protein_439,GCF_030323385.1;protein_499,GCF_002952455.1;protein_1104,GCF_002952675.1;protein_1108
GCF_000685705.1;protein_1245,GCF_020735805.1;protein_915,GCF_021184145.1;protein_1288,GCF_017821655.1;protein_336,GCF_016757555.1;protein_345,GCF_006337485.1;protein_1081,GCF_006337745.1;protein_438,GCF_030323385.1;protein_498,GCF_002952455.1;protein_1105,GCF_002952675.1;protein_1109
GCF_000685705.1;protein_1246,GCF_020735805.1;protein_914,GCF_021184145.1;protein_1287,GCF_017821655.1;protein_335,GCF_016757555.1;protein_344,GCF_006337485.1;protein_1082,GCF_006337745.1;protein_437,GCF_030323385.1;protein_497,GCF_002952455.1;protein_1106,GCF_002952675.1;protein_1110
GCF_000685705.1;protein_1249,GCF_020735805.1;protein_910,GCF_021184145.1;protein_1283,GCF_017821655.1;protein_331,GCF_016757555.1;protein_340,GCF_006337485.1;protein_1086,GCF_006337745.1;protein_1153,GCF_030323385.1;protein_492,GCF_002952455.1;protein_1110,GCF_002952675.1;protein_1114
GCF_000685705.1;protein_125,GCF_020735805.1;protein_192,GCF_021184145.1;protein_574,GCF_017821655.1;protein_1153,GCF_016757555.1;protein_1154,GCF_006337485.1;protein_302,GCF_006337745.1;protein_320,GCF_030323385.1;protein_1320,GCF_002952455.1;protein_256,GCF_002952675.1;protein_257
GCF_000685705.1;protein_1250,GCF_020735805.1;protein_909,GCF_021184145.1;protein_1282,GCF_017821655.1;protein_330,GCF_016757555.1;protein_339,GCF_006337485.1;protein_1087,GCF_006337745.1;protein_1154,GCF_030323385.1;protein_491,GCF_002952455.1;protein_1111,GCF_002952675.1;protein_1115
GCF_000685705.1;protein_1251,GCF_020735805.1;protein_908,GCF_021184145.1;protein_1281,GCF_017821655.1;protein_329,GCF_016757555.1;protein_338,GCF_006337485.1;protein_1088,GCF_006337745.1;protein_1155,GCF_030323385.1;protein_490,GCF_002952455.1;protein_1112,GCF_002952675.1;protein_1116
GCF_000685705.1;protein_1252,GCF_020735805.1;protein_907,GCF_021184145.1;protein_1280,GCF_017821655.1;protein_328,GCF_016757555.1;protein_337,GCF_006337485.1;protein_1089,GCF_006337745.1;protein_1156,GCF_030323385.1;protein_489,GCF_002952455.1;protein_1113,GCF_002952675.1;protein_1117
GCF_000685705.1;protein_1253,GCF_020735805.1;protein_906,GCF_021184145.1;protein_1279,GCF_017821655.1;protein_327,GCF_016757555.1;protein_336,GCF_006337485.1;protein_1090,GCF_006337745.1;protein_1157,GCF_030323385.1;protein_488,GCF_002952455.1;protein_1114,GCF_002952675.1;protein_1118
GCF_000685705.1;protein_1254,GCF_020735805.1;protein_905,GCF_021184145.1;protein_1278,GCF_017821655.1;protein_326,GCF_016757555.1;protein_335,GCF_006337485.1;protein_1091,GCF_006337745.1;protein_1158,GCF_030323385.1;protein_487,GCF_002952455.1;protein_1115,GCF_002952675.1;protein_1119
GCF_000685705.1;protein_1255,GCF_020735805.1;protein_904,GCF_021184145.1;protein_1277,GCF_017821655.1;protein_325,GCF_016757555.1;protein_334,GCF_006337485.1;protein_1092,GCF_006337745.1;protein_1159,GCF_030323385.1;protein_486,GCF_002952455.1;protein_1116,GCF_002952675.1;protein_1120
GCF_000685705.1;protein_1256,GCF_020735805.1;protein_903,GCF_021184145.1;protein_1276,GCF_017821655.1;protein_324,GCF_016757555.1;protein_333,GCF_006337485.1;protein_1093,GCF_006337745.1;protein_1160,GCF_030323385.1;protein_485,GCF_002952455.1;protein_1117,GCF_002952675.1;protein_1121
GCF_000685705.1;protein_1257,GCF_020735805.1;protein_902,GCF_021184145.1;protein_1275,GCF_017821655.1;protein_323,GCF_016757555.1;protein_332,GCF_006337485.1;protein_1094,GCF_006337745.1;protein_1161,GCF_030323385.1;protein_484,GCF_002952455.1;protein_1118,GCF_002952675.1;protein_1122
GCF_000685705.1;protein_126,GCF_020735805.1;protein_191,GCF_021184145.1;protein_573,GCF_017821655.1;protein_1152,GCF_016757555.1;protein_1153,GCF_006337485.1;protein_303,GCF_006337745.1;protein_321,GCF_030323385.1;protein_1319,GCF_002952455.1;protein_257,GCF_002952675.1;protein_258
GCF_000685705.1;protein_1260,GCF_020735805.1;protein_896,GCF_021184145.1;protein_1274,GCF_017821655.1;protein_322,GCF_016757555.1;protein_326,GCF_006337485.1;protein_1100,GCF_006337745.1;protein_1167,GCF_030323385.1;protein_483,GCF_002952455.1;protein_1119,GCF_002952675.1;protein_1123
GCF_000685705.1;protein_127,GCF_020735805.1;protein_190,GCF_021184145.1;protein_572,GCF_017821655.1;protein_1151,GCF_016757555.1;protein_1152,GCF_006337485.1;protein_304,GCF_006337745.1;protein_322,GCF_030323385.1;protein_1318,GCF_002952455.1;protein_258,GCF_002952675.1;protein_259
GCF_000685705.1;protein_128,GCF_020735805.1;protein_189,GCF_021184145.1;protein_571,GCF_017821655.1;protein_1150,GCF_016757555.1;protein_1151,GCF_006337485.1;protein_305,GCF_006337745.1;protein_323,GCF_030323385.1;protein_1317,GCF_002952455.1;protein_259,GCF_002952675.1;protein_260
GCF_000685705.1;protein_1289,GCF_020735805.1;protein_1533,GCF_021184145.1;protein_399,GCF_017821655.1;protein_977,GCF_016757555.1;protein_981,GCF_006337485.1;protein_475,GCF_006337745.1;protein_1091,GCF_030323385.1;protein_1140,GCF_002952455.1;protein_427,GCF_002952675.1;protein_428
GCF_000685705.1;protein_129,GCF_020735805.1;protein_188,GCF_021184145.1;protein_570,GCF_017821655.1;protein_1149,GCF_016757555.1;protein_1150,GCF_006337485.1;protein_306,GCF_006337745.1;protein_324,GCF_030323385.1;protein_1316,GCF_002952455.1;protein_260,GCF_002952675.1;protein_261
GCF_000685705.1;protein_1290,GCF_020735805.1;protein_1534,GCF_021184145.1;protein_400,GCF_017821655.1;protein_978,GCF_016757555.1;protein_982,GCF_006337485.1;protein_474,GCF_006337745.1;protein_1092,GCF_030323385.1;protein_1141,GCF_002952455.1;protein_426,GCF_002952675.1;protein_427
GCF_000685705.1;protein_1291,GCF_020735805.1;protein_1535,GCF_021184145.1;protein_401,GCF_017821655.1;protein_979,GCF_016757555.1;protein_983,GCF_006337485.1;protein_473,GCF_006337745.1;protein_1093,GCF_030323385.1;protein_1142,GCF_002952455.1;protein_425,GCF_002952675.1;protein_426
GCF_000685705.1;protein_1292,GCF_020735805.1;protein_1536,GCF_021184145.1;protein_402,GCF_017821655.1;protein_980,GCF_016757555.1;protein_984,GCF_006337485.1;protein_472,GCF_006337745.1;protein_1094,GCF_030323385.1;protein_1143,GCF_002952455.1;protein_424,GCF_002952675.1;protein_425
GCF_000685705.1;protein_1293,GCF_020735805.1;protein_1537,GCF_021184145.1;protein_403,GCF_017821655.1;protein_981,GCF_016757555.1;protein_985,GCF_006337485.1;protein_471,GCF_006337745.1;protein_1095,GCF_030323385.1;protein_1144,GCF_002952455.1;protein_423,GCF_002952675.1;protein_424
GCF_000685705.1;protein_1294,GCF_020735805.1;protein_1538,GCF_021184145.1;protein_404,GCF_017821655.1;protein_982,GCF_016757555.1;protein_986,GCF_006337485.1;protein_470,GCF_006337745.1;protein_1096,GCF_030323385.1;protein_1145,GCF_002952455.1;protein_422,GCF_002952675.1;protein_423
GCF_000685705.1;protein_1295,GCF_020735805.1;protein_1539,GCF_021184145.1;protein_405,GCF_017821655.1;protein_983,GCF_016757555.1;protein_987,GCF_006337485.1;protein_469,GCF_006337745.1;protein_1097,GCF_030323385.1;protein_1146,GCF_002952455.1;protein_421,GCF_002952675.1;protein_422
GCF_000685705.1;protein_1296,GCF_020735805.1;protein_1540,GCF_021184145.1;protein_406,GCF_017821655.1;protein_984,GCF_016757555.1;protein_988,GCF_006337485.1;protein_468,GCF_006337745.1;protein_1098,GCF_030323385.1;protein_1147,GCF_002952455.1;protein_420,GCF_002952675.1;protein_421
GCF_000685705.1;protein_1297,GCF_020735805.1;protein_27,GCF_021184145.1;protein_407,GCF_017821655.1;protein_985,GCF_016757555.1;protein_989,GCF_006337485.1;protein_467,GCF_006337745.1;protein_1099,GCF_030323385.1;protein_1148,GCF_002952455.1;protein_419,GCF_002952675.1;protein_420
GCF_000685705.1;protein_1298,GCF_020735805.1;protein_28,GCF_021184145.1;protein_408,GCF_017821655.1;protein_986,GCF_016757555.1;protein_990,GCF_006337485.1;protein_465,GCF_006337745.1;protein_1100,GCF_030323385.1;protein_1149,GCF_002952455.1;protein_418,GCF_002952675.1;protein_419
GCF_000685705.1;protein_1299,GCF_020735805.1;protein_29,GCF_021184145.1;protein_409,GCF_017821655.1;protein_987,GCF_016757555.1;protein_991,GCF_006337485.1;protein_464,GCF_006337745.1;protein_1101,GCF_030323385.1;protein_1150,GCF_002952455.1;protein_417,GCF_002952675.1;protein_418
GCF_000685705.1;protein_13,GCF_020735805.1;protein_584,GCF_021184145.1;protein_961,GCF_017821655.1;protein_14,GCF_016757555.1;protein_13,GCF_006337485.1;protein_1481,GCF_006337745.1;protein_1478,GCF_030323385.1;protein_162,GCF_002952455.1;protein_1467,GCF_002952675.1;protein_1472
GCF_000685705.1;protein_130,GCF_020735805.1;protein_187,GCF_021184145.1;protein_569,GCF_017821655.1;protein_1148,GCF_016757555.1;protein_1149,GCF_006337485.1;protein_307,GCF_006337745.1;protein_325,GCF_030323385.1;protein_1315,GCF_002952455.1;protein_261,GCF_002952675.1;protein_262
GCF_000685705.1;protein_1300,GCF_020735805.1;protein_30,GCF_021184145.1;protein_410,GCF_017821655.1;protein_988,GCF_016757555.1;protein_992,GCF_006337485.1;protein_463,GCF_006337745.1;protein_1102,GCF_030323385.1;protein_1151,GCF_002952455.1;protein_416,GCF_002952675.1;protein_417
GCF_000685705.1;protein_1301,GCF_020735805.1;protein_31,GCF_021184145.1;protein_411,GCF_017821655.1;protein_989,GCF_016757555.1;protein_993,GCF_006337485.1;protein_462,GCF_006337745.1;protein_1103,GCF_030323385.1;protein_1152,GCF_002952455.1;protein_415,GCF_002952675.1;protein_416
GCF_000685705.1;protein_1302,GCF_020735805.1;protein_32,GCF_021184145.1;protein_412,GCF_017821655.1;protein_990,GCF_016757555.1;protein_994,GCF_006337485.1;protein_461,GCF_006337745.1;protein_1104,GCF_030323385.1;protein_1153,GCF_002952455.1;protein_414,GCF_002952675.1;protein_415
GCF_000685705.1;protein_1303,GCF_020735805.1;protein_33,GCF_021184145.1;protein_413,GCF_017821655.1;protein_991,GCF_016757555.1;protein_995,GCF_006337485.1;protein_460,GCF_006337745.1;protein_1105,GCF_030323385.1;protein_1154,GCF_002952455.1;protein_413,GCF_002952675.1;protein_414
GCF_000685705.1;protein_1304,GCF_020735805.1;protein_34,GCF_021184145.1;protein_414,GCF_017821655.1;protein_992,GCF_016757555.1;protein_996,GCF_006337485.1;protein_459,GCF_006337745.1;protein_1106,GCF_030323385.1;protein_1155,GCF_002952455.1;protein_412,GCF_002952675.1;protein_413
GCF_000685705.1;protein_1305,GCF_020735805.1;protein_35,GCF_021184145.1;protein_415,GCF_017821655.1;protein_993,GCF_016757555.1;protein_997,GCF_006337485.1;protein_458,GCF_006337745.1;protein_1107,GCF_030323385.1;protein_1156,GCF_002952455.1;protein_411,GCF_002952675.1;protein_412
GCF_000685705.1;protein_1306,GCF_020735805.1;protein_36,GCF_021184145.1;protein_416,GCF_017821655.1;protein_994,GCF_016757555.1;protein_998,GCF_006337485.1;protein_457,GCF_006337745.1;protein_1108,GCF_030323385.1;protein_1157,GCF_002952455.1;protein_410,GCF_002952675.1;protein_411
