Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Type Material Display Text
ASM411971v1	GCF_004119715.1	GCA_004119715.1	Bacillus subtilis	1423		SRCM103835					GCF_004119715.1-RS_2025_06_29	Complete Genome	2019-01-30		1	
ASM5090824v1	GCF_050908245.1	GCA_050908245.1	Bacillus subtilis	1423		MT48					GCF_050908245.1-RS_2025_06_12	Complete Genome	2025-06-13		1	
ASM5090819v1	GCF_050908195.1	GCA_050908195.1	Bacillus subtilis	1423		MT74					GCF_050908195.1-RS_2025_06_12	Complete Genome	2025-06-13		1	
ASM298217v1	GCF_002982175.1	GCA_002982175.1	Bacillus subtilis	1423		ATCC 21228					GCF_002982175.1-RS_2025_06_30	Complete Genome	2018-03-08		2	
ASM5193586v1	GCF_051935865.1	GCA_051935865.1	Bacillus subtilis	1423		GLB191					GCF_051935865.1-RS_2025_08_13	Complete Genome	2025-08-13		1	
ASM2953715v2	GCF_029537155.2	GCA_029537155.2	Bacillus subtilis	1423		DSM 1090					GCF_029537155.2-RS_2025_04_18	Complete Genome	2025-04-15		1	
ASM2953689v2	GCF_029536895.2	GCA_029536895.2	Bacillus subtilis	1423		PRO115					GCF_029536895.2-RS_2025_04_19	Complete Genome	2025-04-17		1	
ASM189040v1	GCF_001890405.1	GCA_001890405.1	Bacillus subtilis	1423		KH2					GCF_001890405.1-RS_2025_06_29	Complete Genome	2016-12-07		2	
ASM410142v1	GCF_004101425.1	GCA_004101425.1	Bacillus subtilis	1423		SRCM104005					GCF_004101425.1-RS_2025_06_29	Complete Genome	2019-01-22		1	
ASM5190873v1	GCF_051908735.1	GCA_051908735.1	Bacillus subtilis	1423		A1					GCF_051908735.1-RS_2025_08_11	Complete Genome	2025-08-11	JBPZSJ01	2	
ASM5085914v1	GCF_050859145.1	GCA_050859145.1	Bacillus subtilis	1423		DMB14					GCF_050859145.1-RS_2025_06_10	Complete Genome	2025-06-10		1	
ASM1565420v1	GCF_015654205.1	GCA_015654205.1	Bacillus subtilis	1423		SH1					GCF_015654205.1-RS_2025_06_29	Complete Genome	2020-11-23		2	
ASM410359v1	GCF_004103595.1	GCA_004103595.1	Bacillus subtilis	1423		SRCM103571					GCF_004103595.1-RS_2025_06_29	Complete Genome	2019-01-23		1	
ASM3562169v1	GCF_035621695.1	GCA_035621695.1	Bacillus subtilis	1423		PN1236					GCF_035621695.1-RS_2025_03_09	Complete Genome	2024-01-14		1	
ASM410134v1	GCF_004101345.1	GCA_004101345.1	Bacillus subtilis	1423		SRCM103862					GCF_004101345.1-RS_2025_06_29	Complete Genome	2019-01-22		1	
ASM411981v1	GCF_004119815.1	GCA_004119815.1	Bacillus subtilis	1423		SRCM103629					GCF_004119815.1-RS_2025_06_30	Complete Genome	2019-01-30		1	
ASM883140v1	GCF_008831405.1	GCA_008831405.1	Bacillus subtilis	1423		ms-2					GCF_008831405.1-RS_2025_06_30	Complete Genome	2019-10-07		1	
ASM411965v1	GCF_004119655.1	GCA_004119655.1	Bacillus subtilis	1423		SRCM103581					GCF_004119655.1-RS_2025_06_30	Complete Genome	2019-01-30		1	
ASM2480064v1	GCF_024800645.1	GCA_024800645.1	Bacillus subtilis	1423		SRCM117508					GCF_024800645.1-RS_2026_02_23	Complete Genome	2022-08-31		1	
ASM411983v1	GCF_004119835.1	GCA_004119835.1	Bacillus subtilis	1423		SRCM103622					GCF_004119835.1-RS_2025_06_29	Complete Genome	2019-01-30		2	
ASM4994912v1	GCF_049949125.1	GCA_049949125.1	Bacillus subtilis	1423		AMFE023/7					GCF_049949125.1-RS_2025_04_29	Complete Genome	2025-05-13		1	
ASM5282776v1	GCF_052827765.1	GCA_052827765.1	Bacillus subtilis	1423		BZ-L-7					GCF_052827765.1-RS_2025_09_25	Complete Genome	2025-09-25	JBRDFV01	1	
ASM5580179v1	GCF_055801795.1	GCA_055801795.1	Bacillus subtilis	1423		CS11					GCF_055801795.1-RS_2026_03_12	Complete Genome	2026-03-11	JBUBHK01	1	
NRS6121B	GCF_905315035.2	GCA_905315035.2	Bacillus subtilis	1423					NRS6121		GCF_905315035.2-RS_2025_06_12	Complete Genome	2023-02-02		1	
ASM190255v1	GCF_001902555.1	GCA_001902555.1	Bacillus subtilis	1423		29R7-12					GCF_001902555.1-RS_2025_03_23	Complete Genome	2016-12-09		3	
ASM616508v1	GCF_006165085.1	GCA_006165085.1	Bacillus subtilis	1423		SEM-9					GCF_006165085.1-RS_2025_06_29	Complete Genome	2019-06-10		1	
ASM5223319v1	GCF_052233195.1	GCA_052233195.1	Bacillus subtilis	1423		DN3-1					GCF_052233195.1-RS_2025_08_26	Complete Genome	2025-08-28		1	
ASM4105186v1	GCF_041051865.1	GCA_041051865.1	Bacillus subtilis	1423		SD2					GCF_041051865.1-RS_2024_08_05	Complete Genome	2024-08-06		1	
ASM5537893v1	GCF_055378935.1	GCA_055378935.1	Bacillus subtilis	1423		BN19-3					GCF_055378935.1-RS_2026_02_24	Complete Genome	2026-02-24		3	
ASM2473395v1	GCF_024733955.1	GCA_024733955.1	Bacillus subtilis	1423		A-5					GCF_024733955.1-RS_2025_08_01	Complete Genome	2022-08-22	JALJVV01	3	
ASM2149752v1	GCF_021497525.1	GCA_021497525.1	Bacillus subtilis	1423		JNFE1126					GCF_021497525.1-RS_2025_08_25	Complete Genome	2022-01-18		3	
ASM3341361v1	GCF_033413615.1	GCA_033413615.1	Bacillus subtilis	1423		N3378-3At					GCF_033413615.1-RS_2025_01_22	Complete Genome	2023-11-07		2	
ASM314835v2	GCF_003148355.1	GCA_003148355.2	Bacillus subtilis	1423		QB61					GCF_003148355.1-RS_2025_06_29	Complete Genome	2018-09-19		1	
K3C_contigs	GCF_047782775.1	GCA_047782775.1	Bacillus subtilis	1423		K3C					GCF_047782775.1-RS_2025_02_17	Complete Genome	2025-02-17		1	
ASM2491899v1	GCF_024918995.1	GCA_024918995.1	Bacillus subtilis	1423		PN176 (HK176)					GCF_024918995.1-RS_2026_03_06	Complete Genome	2022-09-04		2	
ASM3016908v1	GCF_030169085.1	GCA_030169085.1	Bacillus subtilis	1423		107105					GCF_030169085.1-RS_2025_06_27	Complete Genome	2023-06-05		3	
ASM985711v1	GCF_009857115.1	GCA_009857115.1	Bacillus subtilis	1423		GOT9					GCF_009857115.1-RS_2025_06_29	Complete Genome	2020-01-12		1	
SY83.1.0	GCF_047302535.1	GCA_047302535.1	Bacillus subtilis	1423		SY1483					GCF_047302535.1-RS_2025_01_29	Complete Genome	2025-01-30		1	
ASM2365093v1	GCF_023650935.1	GCA_023650935.1	Bacillus subtilis	1423		SPC-17-3					GCF_023650935.1-RS_2025_06_30	Complete Genome	2022-06-06		3	
CEL	GCF_044758945.1	GCA_044758945.1	Bacillus subtilis	1423		cel					GCF_044758945.1-RS_2024_11_10	Complete Genome	2024-11-19		1	
ASM2370251v1	GCF_023702515.1	GCA_023702515.1	Bacillus subtilis	1423		NB205					GCF_023702515.1-RS_2025_07_04	Complete Genome	2022-06-12		3	
ASM410140v1	GCF_004101405.1	GCA_004101405.1	Bacillus subtilis	1423		SRCM103923					GCF_004101405.1-RS_2025_06_29	Complete Genome	2019-01-22		1	
ASM2953677v2	GCF_029536775.2	GCA_029536775.2	Bacillus subtilis	1423		PRO53					GCF_029536775.2-RS_2025_04_18	Complete Genome	2025-04-15		1	
ASM4730256v1	GCF_047302565.1	GCA_047302565.1	Bacillus subtilis	1423		QXKL-3					GCF_047302565.1-RS_2025_01_29	Complete Genome	2025-01-30		1	
ASM2502150v1	GCF_025021505.1	GCA_025021505.1	Bacillus subtilis	1423		SRCM117109					GCF_025021505.1-RS_2026_02_23	Complete Genome	2022-09-07		2	
ASM988400v1	GCF_009884005.1	GCA_009884005.1	Bacillus subtilis	1423		BJQ0005					GCF_009884005.1-RS_2025_06_29	Complete Genome	2020-01-15		1	
ASM410146v1	GCF_004101465.1	GCA_004101465.1	Bacillus subtilis	1423		SRCM103971					GCF_004101465.1-RS_2025_06_29	Complete Genome	2019-01-22		1	
ASM3876206v1	GCF_038762065.1	GCA_038762065.1	Bacillus subtilis	1423		LP					GCF_038762065.1-RS_2025_05_16	Complete Genome	2024-05-01		1	
ASM411955v1	GCF_004119555.1	GCA_004119555.1	Bacillus subtilis	1423		SRCM103641					GCF_004119555.1-RS_2025_06_30	Complete Genome	2019-01-30		1	
ASM2846392v1	GCF_028463925.1	GCA_028463925.1	Bacillus subtilis	1423		SRCM125727					GCF_028463925.1-RS_2025_03_26	Complete Genome	2023-02-05		1	
ASM410194v1	GCF_004101945.1	GCA_004101945.1	Bacillus subtilis	1423		ATCC 11774					GCF_004101945.1-RS_2025_06_30	Complete Genome	2019-01-22		1	
ASM4534385v1	GCF_045343855.1	GCA_045343855.1	Bacillus subtilis	1423		G01					GCF_045343855.1-RS_2024_11_27	Complete Genome	2024-11-27		2	
ASM4684039v1	GCF_046840395.1	GCA_046840395.1	Bacillus subtilis	1423		KFRI-P74					GCF_046840395.1-RS_2025_01_22	Complete Genome	2025-01-22		4	
NABI_Bsub_1	GCF_050596035.1	GCA_050596035.1	Bacillus subtilis	1423		BsBfN1					GCF_050596035.1-RS_2025_05_29	Complete Genome	2025-05-29		1	
ASM5214608v1	GCF_052146085.1	GCA_052146085.1	Bacillus subtilis	1423		19-F3					GCF_052146085.1-RS_2025_08_20	Complete Genome	2025-08-20		1	
ASM2149754v1	GCF_021497545.1	GCA_021497545.1	Bacillus subtilis	1423		JNFE0126					GCF_021497545.1-RS_2025_08_25	Complete Genome	2022-01-18		3	
ASM1553565v1	GCF_015535655.1	GCA_015535655.1	Bacillus subtilis	1423		TR21					GCF_015535655.1-RS_2025_06_29	Complete Genome	2020-11-17		1	
ASM4652944v1	GCF_046529445.1	GCA_046529445.1	Bacillus subtilis	1423		ZKY06					GCF_046529445.1-RS_2025_01_08	Complete Genome	2025-01-08		1	
ASM966215v1	GCF_009662155.1	GCA_009662155.1	Bacillus subtilis	1423		MB9_B4					GCF_009662155.1-RS_2025_07_01	Complete Genome	2019-11-14		1	
NRS6190B	GCF_905319565.2	GCA_905319565.2	Bacillus subtilis	1423					NRS6190		GCF_905319565.2-RS_2025_06_12	Complete Genome	2023-02-02		2	
ASM4853740v1	GCF_048537405.1	GCA_048537405.1	Bacillus subtilis	1423		NDmed					GCF_048537405.1-RS_2025_03_11	Complete Genome	2025-03-12		1	
ASM3444083v1	GCF_034440835.1	GCA_034440835.1	Bacillus subtilis	1423		SJTU2					GCF_034440835.1-RS_2025_02_19	Complete Genome	2023-12-18		3	
ASM3043817v1	GCF_030438175.1	GCA_030438175.1	Bacillus subtilis	1423		SRCM126725					GCF_030438175.1-RS_2025_07_22	Complete Genome	2023-07-11		1	
ASM966233v1	GCF_009662335.1	GCA_009662335.1	Bacillus subtilis	1423		P5_B2					GCF_009662335.1-RS_2024_06_23	Complete Genome	2019-11-14		1	
ASM991339v1	GCF_009913395.1	GCA_009913395.1	Bacillus subtilis	1423		SRCM102745					GCF_009913395.1-RS_2025_06_29	Complete Genome	2020-01-22		1	
ASM1328532v1	GCF_013285325.1	GCA_013285325.1	Bacillus subtilis	1423		JCL16					GCF_013285325.1-RS_2025_06_29	Complete Genome	2020-06-08		1	
NRS6107B	GCF_905311405.2	GCA_905311405.2	Bacillus subtilis	1423					NRS6107		GCF_905311405.2-RS_2025_06_12	Complete Genome	2023-02-02		2	
ASM2954214v1	GCF_029542145.1	GCA_029542145.1	Bacillus subtilis	1423		HY2-62					GCF_029542145.1-RS_2025_06_02	Complete Genome	2023-04-03		1	
ASM3988043v1	GCF_039880435.1	GCA_039880435.1	Bacillus subtilis	1423		AR02-06					GCF_039880435.1-RS_2025_06_06	Complete Genome	2024-05-30		3	
ASM3988044v1	GCF_039880445.1	GCA_039880445.1	Bacillus subtilis	1423		AR03-27					GCF_039880445.1-RS_2025_06_06	Complete Genome	2024-05-30		3	
ASM3990336v1	GCF_039903365.1	GCA_039903365.1	Bacillus subtilis	1423		AR01-03					GCF_039903365.1-RS_2025_06_07	Complete Genome	2024-05-31		3	
ASM5214227v1	GCF_052142275.1	GCA_052142275.1	Bacillus subtilis	1423		19-E3					GCF_052142275.1-RS_2025_08_20	Complete Genome	2025-08-20		1	
ASM5214542v1	GCF_052145425.1	GCA_052145425.1	Bacillus subtilis	1423		19-WTA					GCF_052145425.1-RS_2025_08_20	Complete Genome	2025-08-20		1	
ASM991355v1	GCF_009913555.1	GCA_009913555.1	Bacillus subtilis	1423		SRCM102750					GCF_009913555.1-RS_2025_06_29	Complete Genome	2020-01-22		2	
NRS6132B	GCF_905315015.2	GCA_905315015.2	Bacillus subtilis	1423					NRS6132		GCF_905315015.2-RS_2025_06_12	Complete Genome	2023-02-02		2	
ASM5569888v1	GCF_055698885.1	GCA_055698885.1	Bacillus subtilis	1423		MJ501					GCF_055698885.1-RS_2026_03_07	Complete Genome	2026-03-08		3	
ASM411953v1	GCF_004119535.1	GCA_004119535.1	Bacillus subtilis	1423		SRCM103689					GCF_004119535.1-RS_2025_06_30	Complete Genome	2019-01-30		2	
NRS6187B	GCF_905319545.2	GCA_905319545.2	Bacillus subtilis	1423					NRS6187		GCF_905319545.2-RS_2025_06_12	Complete Genome	2023-02-02		1	
NRS6099B	GCF_905310985.2	GCA_905310985.2	Bacillus subtilis	1423					NRS6099		GCF_905310985.2-RS_2025_06_12	Complete Genome	2023-02-02		1	
ASM2497283v1	GCF_024972835.1	GCA_024972835.1	Bacillus subtilis	1423		LjM2					GCF_024972835.1-RS_2026_02_23	Complete Genome	2022-09-06		1	
ASM2257051v1	GCF_022570515.1	GCA_022570515.1	Bacillus subtilis	1423		ATC-3					GCF_022570515.1-RS_2025_06_02	Complete Genome	2022-03-15		1	
ASM2550254v1	GCF_025502545.1	GCA_025502545.1	Bacillus subtilis	1423		SRCM116301					GCF_025502545.1-RS_2025_01_01	Complete Genome	2022-09-30		2	
ASM2550250v1	GCF_025502505.1	GCA_025502505.1	Bacillus subtilis	1423		SRCM116268					GCF_025502505.1-RS_2026_02_23	Complete Genome	2022-09-30		2	
ASM5112252v1	GCF_051122525.1	GCA_051122525.1	Bacillus subtilis	1423		CFB-09					GCF_051122525.1-RS_2025_06_28	Complete Genome	2025-06-28		1	
ASM5113258v1	GCF_051132585.1	GCA_051132585.1	Bacillus subtilis	1423		YB1220					GCF_051132585.1-RS_2025_06_29	Complete Genome	2025-06-30		1	
ASM5378601v1	GCF_053786015.1	GCA_053786015.1	Bacillus subtilis	1423		JQ01					GCF_053786015.1-RS_2025_12_02	Complete Genome	2025-12-01	JBSOPK01	1	
ASM103798v1	GCF_001037985.1	GCA_001037985.1	Bacillus subtilis	1423		TO-A JPC					GCF_001037985.1-RS_2025_05_23	Complete Genome	2015-06-23		1	
ASM5545409v1	GCF_055454095.1	GCA_055454095.1	Bacillus subtilis	1423		HMDUC-57					GCF_055454095.1-RS_2026_02_24	Complete Genome	2026-02-24	JBVARA01	1	
NRS6105B	GCF_905311425.2	GCA_905311425.2	Bacillus subtilis	1423					NRS6105		GCF_905311425.2-RS_2025_06_12	Complete Genome	2023-02-02		1	
ASM2450817v1	GCF_024508175.1	GCA_024508175.1	Bacillus subtilis	1423		BGSC b98af					GCF_024508175.1-RS_2025_09_05	Complete Genome	2022-08-03		1	
ASM2450789v1	GCF_024507895.1	GCA_024507895.1	Bacillus subtilis	1423		BGSC 10A5					GCF_024507895.1-RS_2025_08_27	Complete Genome	2022-08-03		1	
ASM3012286v1	GCF_030122865.1	GCA_030122865.1	Bacillus subtilis	1423		C1_13					GCF_030122865.1-RS_2025_06_21	Complete Genome	2023-05-27		1	
ASM3012288v1	GCF_030122885.1	GCA_030122885.1	Bacillus subtilis	1423		C1_9					GCF_030122885.1-RS_2025_06_21	Complete Genome	2023-05-27		1	
ASM2031161v1	GCF_020311615.1	GCA_020311615.1	Bacillus subtilis	1423					ELA2001105		GCF_020311615.1-RS_2025_01_25	Complete Genome	2021-10-06		1	
ASM4529156v1	GCF_045291565.1	GCA_045291565.1	Bacillus subtilis	1423		HC-9					GCF_045291565.1-RS_2024_11_26	Complete Genome	2024-11-26		1	
ASM991415v1	GCF_009914155.1	GCA_009914155.1	Bacillus subtilis	1423		SRCM101393					GCF_009914155.1-RS_2025_06_30	Complete Genome	2020-01-22		1	
ASM5088425v1	GCF_050884255.1	GCA_050884255.1	Bacillus subtilis	1423		R5					GCF_050884255.1-RS_2025_06_11	Complete Genome	2025-06-12		1	
ASM2352117v1	GCF_023521175.1	GCA_023521175.1	Bacillus subtilis	1423		PK5_52					GCF_023521175.1-RS_2025_06_22	Complete Genome	2022-05-23		1	
ASM966237v1	GCF_009662375.1	GCA_009662375.1	Bacillus subtilis	1423		MB9_B6					GCF_009662375.1-RS_2024_06_23	Complete Genome	2019-11-14		1	
ASM2352159v1	GCF_023521595.1	GCA_023521595.1	Bacillus subtilis	1423		PK5_17					GCF_023521595.1-RS_2025_06_22	Complete Genome	2022-05-23		1	
ASM3012308v1	GCF_030123085.1	GCA_030123085.1	Bacillus subtilis	1423		G2S2					GCF_030123085.1-RS_2025_06_21	Complete Genome	2023-05-27		1	
NRS6145B	GCF_905315685.2	GCA_905315685.2	Bacillus subtilis	1423					NRS6145		GCF_905315685.2-RS_2025_06_12	Complete Genome	2023-02-02		2	
ASM2544923v1	GCF_025449235.1	GCA_025449235.1	Bacillus subtilis	1423		4ZT					GCF_025449235.1-RS_2024_12_31	Complete Genome	2022-09-28		1	
ASM3972890v1	GCF_039728905.1	GCA_039728905.1	Bacillus subtilis	1423		D137					GCF_039728905.1-RS_2025_05_31	Complete Genome	2024-05-24		1	
ASM1959910v1	GCF_019599105.1	GCA_019599105.1	Bacillus subtilis	1423		YPS-32					GCF_019599105.1-RS_2026_02_23	Complete Genome	2021-08-15		1	
ASM3132600v1	GCF_031326005.1	GCA_031326005.1	Bacillus subtilis	1423		CP35					GCF_031326005.1-RS_2026_02_22	Complete Genome	2023-09-11		2	
ASM949779v1	GCF_009497795.1	GCA_009497795.1	Bacillus subtilis	1423		MENO2					GCF_009497795.1-RS_2025_06_30	Complete Genome	2019-11-04		1	
ASM4151441v1	GCF_041514415.1	GCA_041514415.1	Bacillus subtilis	1423		S1					GCF_041514415.1-RS_2024_08_28	Complete Genome	2024-08-29		1	
ASM2352085v1	GCF_023520855.1	GCA_023520855.1	Bacillus subtilis	1423		PK3_9					GCF_023520855.1-RS_2025_05_18	Complete Genome	2022-05-23		1	
ASM966235v1	GCF_009662355.1	GCA_009662355.1	Bacillus subtilis	1423		P5_B1					GCF_009662355.1-RS_2025_06_30	Complete Genome	2019-11-14		1	
ASM1689416v1	GCF_016894165.1	GCA_016894165.1	Bacillus subtilis	1423		BIM B-569G					GCF_016894165.1-RS_2025_06_29	Complete Genome	2021-02-16		1	
ASM78283v1	GCF_000782835.1	GCA_000782835.1	Bacillus subtilis	1423		SG6					GCF_000782835.1-RS_2025_06_29	Complete Genome	2014-11-14		1	
ASM516042v1	GCF_005160425.1	GCA_005160425.1	Bacillus subtilis	1423		MBI 600					GCF_005160425.1-RS_2025_06_29	Complete Genome	2019-05-06		1	
ASM3720168v1	GCF_037201685.1	GCA_037201685.1	Bacillus subtilis	1423		MC4-2					GCF_037201685.1-RS_2025_04_27	Complete Genome	2024-04-05		1	
JM553	GCF_040712175.1	GCA_040712175.1	Bacillus subtilis	1423		JM553					GCF_040712175.1-RS_2024_07_15	Complete Genome	2024-07-16		1	
ASM5406553v1	GCF_054065535.1	GCA_054065535.1	Bacillus subtilis	1423		HM04					GCF_054065535.1-RS_2025_12_18	Complete Genome	2025-12-17	JBSURN01	1	
ASM4081957v1	GCF_040819575.1	GCA_040819575.1	Bacillus subtilis	1423		DYJ24					GCF_040819575.1-RS_2024_07_24	Complete Genome	2024-07-24		1	
ASM584914v1	GCF_005849145.1	GCA_005849145.1	Bacillus subtilis	1423		PR10					GCF_005849145.1-RS_2025_06_29	Complete Genome	2019-05-27		1	
ASM207273v1	GCF_002072735.1	GCA_002072735.1	Bacillus subtilis	1423		GQJK2					GCF_002072735.1-RS_2025_06_29	Complete Genome	2017-03-27		1	
ASM229030v1	GCF_002290305.1	GCA_002290305.1	Bacillus subtilis	1423		TLO3					GCF_002290305.1-RS_2025_06_29	Complete Genome	2017-09-12		1	
ASM411963v1	GCF_004119635.1	GCA_004119635.1	Bacillus subtilis	1423		SRCM103697					GCF_004119635.1-RS_2025_06_30	Complete Genome	2019-01-30		2	
ASM221608v1	GCF_002216085.1	GCA_002216085.1	Bacillus subtilis	1423		SX01705					GCF_002216085.1-RS_2025_06_29	Complete Genome	2017-07-10		3	
ASM3259894v1	GCF_032598945.1	GCA_032598945.1	Bacillus subtilis	1423		6D1					GCF_032598945.1-RS_2026_02_23	Complete Genome	2023-10-12		2	
ASM2573215v1	GCF_025732155.1	GCA_025732155.1	Bacillus subtilis	1423		11060					GCF_025732155.1-RS_2025_01_22	Complete Genome	2022-10-18		1	
ASM1417153v1	GCF_014171535.1	GCA_014171535.1	Bacillus subtilis	1423		So1b					GCF_014171535.1-RS_2025_05_26	Complete Genome	2020-08-12		1	
ASM220205v1	GCF_002202055.1	GCA_002202055.1	Bacillus subtilis	1423		ge28					GCF_002202055.1-RS_2025_06_30	Complete Genome	2017-06-20		1	
ASM966245v1	GCF_009662455.1	GCA_009662455.1	Bacillus subtilis	1423		P9_B1					GCF_009662455.1-RS_2025_07_01	Complete Genome	2019-11-14		1	
ASM4931161v1	GCF_049311615.1	GCA_049311615.1	Bacillus subtilis	1423		K35-1					GCF_049311615.1-RS_2025_04_06	Complete Genome	2025-04-07		1	
ASM523409v1	GCF_005234095.1	GCA_005234095.1	Bacillus subtilis	1423		H19					GCF_005234095.1-RS_2025_06_29	Complete Genome	2019-05-08		1	
ASM2663915v1	GCF_026639155.1	GCA_026639155.1	Bacillus subtilis	1423		K1					GCF_026639155.1-RS_2025_03_10	Complete Genome	2022-12-05		1	
ASM3132604v1	GCF_031326045.1	GCA_031326045.1	Bacillus subtilis	1423		CP38					GCF_031326045.1-RS_2026_02_21	Complete Genome	2023-09-11		1	
ASM410148v1	GCF_004101485.1	GCA_004101485.1	Bacillus subtilis	1423		SRCM104008					GCF_004101485.1-RS_2025_06_29	Complete Genome	2019-01-22		1	
ASM410156v1	GCF_004101565.1	GCA_004101565.1	Bacillus subtilis	1423		SRCM104011					GCF_004101565.1-RS_2025_06_29	Complete Genome	2019-01-22		2	
ASM2336971v1	GCF_023369715.1	GCA_023369715.1	Bacillus subtilis	1423		S16					GCF_023369715.1-RS_2025_06_15	Complete Genome	2022-05-14		1	
ASM411967v1	GCF_004119675.1	GCA_004119675.1	Bacillus subtilis	1423		SRCM103773					GCF_004119675.1-RS_2025_06_30	Complete Genome	2019-01-30		2	
ASM4652943v1	GCF_046529435.1	GCA_046529435.1	Bacillus subtilis	1423		ZKY03					GCF_046529435.1-RS_2025_01_08	Complete Genome	2025-01-08		1	
ASM410355v1	GCF_004103555.1	GCA_004103555.1	Bacillus subtilis	1423		SRCM103551					GCF_004103555.1-RS_2025_06_29	Complete Genome	2019-01-23		1	
ASM4652946v1	GCF_046529465.1	GCA_046529465.1	Bacillus subtilis	1423		ZKY04					GCF_046529465.1-RS_2025_01_08	Complete Genome	2025-01-08		1	
ASM5440855v1	GCF_054408555.1	GCA_054408555.1	Bacillus subtilis	1423		AC-6					GCF_054408555.1-RS_2026_01_09	Complete Genome	2026-01-09		3	
ASM2591407v1	GCF_025914075.1	GCA_025914075.1	Bacillus subtilis	1423		XP					GCF_025914075.1-RS_2025_01_31	Complete Genome	2022-10-31		1	
ASM4920035v1	GCF_049200355.1	GCA_049200355.1	Bacillus subtilis	1423		Bro11					GCF_049200355.1-RS_2025_04_02	Complete Genome	2025-04-03		1	
TIED-A	GCF_040616335.1	GCA_040616335.1	Bacillus subtilis	1423		PY79					GCF_040616335.1-RS_2024_07_11	Complete Genome	2024-07-12		1	
ASM991357v1	GCF_009913575.1	GCA_009913575.1	Bacillus subtilis	1423		SRCM102751					GCF_009913575.1-RS_2025_06_29	Complete Genome	2020-01-22		1	
ASM4652945v1	GCF_046529455.1	GCA_046529455.1	Bacillus subtilis	1423		ZKY05					GCF_046529455.1-RS_2025_01_08	Complete Genome	2025-01-08		1	
ASM4985215v1	GCF_049852155.1	GCA_049852155.1	Bacillus subtilis	1423		ZJW2					GCF_049852155.1-RS_2025_04_23	Complete Genome	2025-05-13		1	
ASM2953713v2	GCF_029537135.2	GCA_029537135.2	Bacillus subtilis	1423		DSM 13019					GCF_029537135.2-RS_2025_04_18	Complete Genome	2025-04-15		1	
ASM5537864v1	GCF_055378645.1	GCA_055378645.1	Bacillus subtilis	1423		BN32-3					GCF_055378645.1-RS_2026_02_24	Complete Genome	2026-02-24		4	
ASM318422v1	GCF_003184225.1	GCA_003184225.1	Bacillus subtilis	1423		50-1					GCF_003184225.1-RS_2025_06_30	Complete Genome	2018-06-04		1	
ASM2352147v1	GCF_023521475.1	GCA_023521475.1	Bacillus subtilis	1423		PK5_16					GCF_023521475.1-RS_2025_06_22	Complete Genome	2022-05-23		1	
TIED-AE6A	GCF_040571395.1	GCA_040571395.1	Bacillus subtilis	1423		PY79					GCF_040571395.1-RS_2024_07_09	Complete Genome	2024-07-10		1	
ASM2370208v1	GCF_023702085.1	GCA_023702085.1	Bacillus subtilis	1423		N2-10					GCF_023702085.1-RS_2025_07_05	Complete Genome	2022-06-11		1	
ASM411959v1	GCF_004119595.1	GCA_004119595.1	Bacillus subtilis	1423		SRCM103696					GCF_004119595.1-RS_2025_06_29	Complete Genome	2019-01-30		1	
ASM2542615v1	GCF_025426155.1	GCA_025426155.1	Bacillus subtilis	1423		TY-1					GCF_025426155.1-RS_2025_03_26	Complete Genome	2022-09-27		1	
ASM4500186v1	GCF_045001865.1	GCA_045001865.1	Bacillus subtilis	1423		YT-4					GCF_045001865.1-RS_2024_11_18	Complete Genome	2024-11-21		1	
ASM2422015v1	GCF_024220155.1	GCA_024220155.1	Bacillus subtilis	1423		MEC_B298					GCF_024220155.1-RS_2025_08_02	Complete Genome	2022-07-12		1	
ASM1839417v1	GCF_018394175.1	GCA_018394175.1	Bacillus subtilis	1423		BYS2					GCF_018394175.1-RS_2025_06_30	Complete Genome	2021-05-18		1	
ASM5389544v1	GCF_053895445.1	GCA_053895445.1	Bacillus subtilis	1423		BS-145					GCF_053895445.1-RS_2025_12_11	Complete Genome	2025-12-11		1	
ASM411987v1	GCF_004119875.1	GCA_004119875.1	Bacillus subtilis	1423		SRCM103637					GCF_004119875.1-RS_2025_06_29	Complete Genome	2019-01-30		1	
ASM991325v1	GCF_009913255.1	GCA_009913255.1	Bacillus subtilis	1423		SRCM102753					GCF_009913255.1-RS_2025_06_29	Complete Genome	2020-01-22		1	
ASM101509v1	GCF_001015095.1	GCA_001015095.1	Bacillus subtilis	1423		UD1022					GCF_001015095.1-RS_2025_06_30	Complete Genome	2015-05-29		1	
ASM966514v2	GCF_009665145.1	GCA_009665145.2	Bacillus subtilis	1423		ZD01					GCF_009665145.1-RS_2025_06_30	Complete Genome	2019-12-09		1	
ASM226917v1	GCF_002269175.1	GCA_002269175.1	Bacillus subtilis	1423		DKU_NT_02					GCF_002269175.1-RS_2025_06_30	Complete Genome	2017-08-24		1	
ASM180823v1	GCF_001808235.1	GCA_001808235.1	Bacillus subtilis	1423		VV2					GCF_001808235.1-RS_2025_03_23	Complete Genome	2016-10-21		1	
