Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Type Material Display Text
ASM165339v1	GCF_001653395.1	GCA_001653395.1	Helicobacter pylori	210		DU15					GCF_001653395.1-RS_2025_07_16	Complete Genome	2016-05-27		1	
ASM1675561v1	GCF_016755615.1	GCA_016755615.1	Helicobacter pylori	210		PUNO-004					GCF_016755615.1-RS_2025_04_03	Complete Genome	2021-01-25		1	
ASM2292265v1	GCF_022922655.1	GCA_022922655.1	Helicobacter pylori	210		Hpfe082					GCF_022922655.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292439v1	GCF_022924395.1	GCA_022924395.1	Helicobacter pylori	210		Hpfe048					GCF_022924395.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292361v1	GCF_022923615.1	GCA_022923615.1	Helicobacter pylori	210		Hpfe061					GCF_022923615.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292437v1	GCF_022924375.1	GCA_022924375.1	Helicobacter pylori	210		Hpfe049					GCF_022924375.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM1675569v1	GCF_016755695.1	GCA_016755695.1	Helicobacter pylori	210		SHIM-014					GCF_016755695.1-RS_2025_04_04	Complete Genome	2021-01-25		1	
ASM3032352v1	GCF_030323525.1	GCA_030323525.1	Helicobacter pylori	210		BS30					GCF_030323525.1-RS_2025_06_22	Complete Genome	2023-06-22		1	
ASM633734v1	GCF_006337345.1	GCA_006337345.1	Helicobacter pylori	210		169-C-EK8					GCF_006337345.1-RS_2025_04_08	Complete Genome	2019-06-13		1	
ASM1675577v1	GCF_016755775.1	GCA_016755775.1	Helicobacter pylori	210		ASHA-009					GCF_016755775.1-RS_2025_04_09	Complete Genome	2021-01-25		1	
ASM2292309v1	GCF_022923095.1	GCA_022923095.1	Helicobacter pylori	210		Hpfe072					GCF_022923095.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2316966v1	GCF_023169665.1	GCA_023169665.1	Helicobacter pylori	210		JSHR31					GCF_023169665.1-RS_2025_12_12	Complete Genome	2022-04-08		2	
ASM633762v1	GCF_006337625.1	GCA_006337625.1	Helicobacter pylori	210		169-A-EK5					GCF_006337625.1-RS_2025_04_08	Complete Genome	2019-06-13		1	
ASM2292129v1	GCF_022921295.1	GCA_022921295.1	Helicobacter pylori	210		Hpfe120					GCF_022921295.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM1675757v1	GCF_016757575.1	GCA_016757575.1	Helicobacter pylori	210		SHIM-011					GCF_016757575.1-RS_2025_04_04	Complete Genome	2021-01-27		1	
ASM2292297v1	GCF_022922975.1	GCA_022922975.1	Helicobacter pylori	210		Hpfe078					GCF_022922975.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM633746v1	GCF_006337465.1	GCA_006337465.1	Helicobacter pylori	210		280-A-EK1					GCF_006337465.1-RS_2025_04_17	Complete Genome	2019-06-13		1	
ASM1997387v1	GCF_019973875.1	GCA_019973875.1	Helicobacter pylori	210		#5					GCF_019973875.1-RS_2026_01_01	Complete Genome	2021-08-03		1	
ASM2292499v1	GCF_022924995.1	GCA_022924995.1	Helicobacter pylori	210		Hpfe023					GCF_022924995.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM3032342v1	GCF_030323425.1	GCA_030323425.1	Helicobacter pylori	210		BS21					GCF_030323425.1-RS_2025_06_22	Complete Genome	2023-06-22		1	
ASM2292185v1	GCF_022921855.1	GCA_022921855.1	Helicobacter pylori	210		Hpfe102					GCF_022921855.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM3032354v1	GCF_030323545.1	GCA_030323545.1	Helicobacter pylori	210		BS06					GCF_030323545.1-RS_2025_06_22	Complete Genome	2023-06-22		1	
ASM2292357v1	GCF_022923575.1	GCA_022923575.1	Helicobacter pylori	210		Hpfe063					GCF_022923575.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM832652v1	GCF_008326525.1	GCA_008326525.1	Helicobacter pylori	210		TN2wt					GCF_008326525.1-RS_2026_02_13	Complete Genome	2019-08-22		1	
ASM68566v1	GCF_000685665.1	GCA_000685665.1	Helicobacter pylori	210		BM013A					GCF_000685665.1-RS_2026_01_27	Complete Genome	2014-05-08		1	
ASM68574v1	GCF_000685745.1	GCA_000685745.1	Helicobacter pylori	210		BM013B					GCF_000685745.1-RS_2026_02_02	Complete Genome	2014-05-08		1	
ASM2292199v1	GCF_022921995.1	GCA_022921995.1	Helicobacter pylori	210		Hpfe093					GCF_022921995.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
HP_PMSS1_01	GCF_004295545.1	GCA_004295545.1	Helicobacter pylori	210		PMSS1					GCF_004295545.1-RS_2025_04_05	Complete Genome	2019-01-17		2	
ASM2292305v1	GCF_022923055.1	GCA_022923055.1	Helicobacter pylori	210		Hpfe074					GCF_022923055.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM633881v1	GCF_006338815.1	GCA_006338815.1	Helicobacter pylori	210		476-C-EK5					GCF_006338815.1-RS_2025_04_16	Complete Genome	2019-06-13		1	
ASM5113180v1	GCF_051131805.1	GCA_051131805.1	Helicobacter pylori	210		VN0621					GCF_051131805.1-RS_2025_06_29	Complete Genome	2025-06-29		1	
ASM2984915v1	GCF_029849155.1	GCA_029849155.1	Helicobacter pylori	210		HP34					GCF_029849155.1-RS_2025_04_19	Complete Genome	2023-04-20		1	
ASM633828v1	GCF_006338285.1	GCA_006338285.1	Helicobacter pylori	210		20-A-EK1					GCF_006338285.1-RS_2025_04_16	Complete Genome	2019-06-13		1	
ASM2292197v1	GCF_022921975.1	GCA_022921975.1	Helicobacter pylori	210		Hpfe095					GCF_022921975.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292183v1	GCF_022921835.1	GCA_022921835.1	Helicobacter pylori	210		Hpfe103					GCF_022921835.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM633936v1	GCF_006339365.1	GCA_006339365.1	Helicobacter pylori	210		5-A-EK1					GCF_006339365.1-RS_2025_04_11	Complete Genome	2019-06-13		1	
ASM2292447v1	GCF_022924475.1	GCA_022924475.1	Helicobacter pylori	210		Hpfe037					GCF_022924475.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM3166853v1	GCF_031668535.1	GCA_031668535.1	Helicobacter pylori	210		ICDC15003-8-1					GCF_031668535.1-RS_2025_09_22	Complete Genome	2023-09-19		1	
ASM3166777v1	GCF_031667775.1	GCA_031667775.1	Helicobacter pylori	210		ICDC15003-50-2					GCF_031667775.1-RS_2025_09_22	Complete Genome	2023-09-19		1	
ASM3166929v1	GCF_031669295.1	GCA_031669295.1	Helicobacter pylori	210		ICDC15003-50-1					GCF_031669295.1-RS_2025_09_22	Complete Genome	2023-09-19		1	
ASM3167001v1	GCF_031670015.1	GCA_031670015.1	Helicobacter pylori	210		ICDC15003s					GCF_031670015.1-RS_2025_09_22	Complete Genome	2023-09-19		1	
ASM3166693v1	GCF_031666935.1	GCA_031666935.1	Helicobacter pylori	210		ICDC15003-8-2					GCF_031666935.1-RS_2025_09_22	Complete Genome	2023-09-19		1	
ASM2292527v1	GCF_022925275.1	GCA_022925275.1	Helicobacter pylori	210		Hpfe005					GCF_022925275.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292487v1	GCF_022924875.1	GCA_022924875.1	Helicobacter pylori	210		Hpfe024					GCF_022924875.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM3032358v1	GCF_030323585.1	GCA_030323585.1	Helicobacter pylori	210		BT112					GCF_030323585.1-RS_2025_06_22	Complete Genome	2023-06-22		1	
ASM2292451v1	GCF_022924515.1	GCA_022924515.1	Helicobacter pylori	210		Hpfe035					GCF_022924515.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM1675571v1	GCF_016755715.1	GCA_016755715.1	Helicobacter pylori	210		SHIM-007					GCF_016755715.1-RS_2025_04_05	Complete Genome	2021-01-25		1	
ASM1967050v1	GCF_019670505.1	GCA_019670505.1	Helicobacter pylori	210		3401					GCF_019670505.1-RS_2026_02_24	Complete Genome	2021-06-03		1	
ASM3006779v1	GCF_030067795.1	GCA_030067795.1	Helicobacter pylori	210		H390r					GCF_030067795.1-RS_2025_05_24	Complete Genome	2023-05-24		1	
ASM2794749v1	GCF_027947495.1	GCA_027947495.1	Helicobacter pylori	210		H390d					GCF_027947495.1-RS_2026_02_24	Complete Genome	2023-01-25		1	
ASM5538816v1	GCF_055388165.1	GCA_055388165.1	Helicobacter pylori	210		3401T					GCF_055388165.1-RS_2026_02_24	Complete Genome	2026-02-25		1	
ASM2292179v1	GCF_022921795.1	GCA_022921795.1	Helicobacter pylori	210		Hpfe106					GCF_022921795.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM3449823v1	GCF_034498235.1	GCA_034498235.1	Helicobacter pylori	210		51N					GCF_034498235.1-RS_2025_09_18	Complete Genome	2023-12-20		1	
ASM633732v1	GCF_006337325.1	GCA_006337325.1	Helicobacter pylori	210		381-C-EK1					GCF_006337325.1-RS_2025_04_16	Complete Genome	2019-06-13		1	
ASM2292217v1	GCF_022922175.1	GCA_022922175.1	Helicobacter pylori	210		Hpfe086					GCF_022922175.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292365v1	GCF_022923655.1	GCA_022923655.1	Helicobacter pylori	210		Hpfe059					GCF_022923655.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM5113179v1	GCF_051131795.1	GCA_051131795.1	Helicobacter pylori	210		VN0358					GCF_051131795.1-RS_2025_06_29	Complete Genome	2025-06-29		1	
ASM2292339v1	GCF_022923395.1	GCA_022923395.1	Helicobacter pylori	210		Hpfe066					GCF_022923395.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM1997385v1	GCF_019973855.1	GCA_019973855.1	Helicobacter pylori	210		#3					GCF_019973855.1-RS_2026_01_15	Complete Genome	2021-08-03		1	
ASM633738v1	GCF_006337385.1	GCA_006337385.1	Helicobacter pylori	210		21-F-EK1					GCF_006337385.1-RS_2025_04_09	Complete Genome	2019-06-13		1	
ASM5538793v1	GCF_055387935.1	GCA_055387935.1	Helicobacter pylori	210		HPK5					GCF_055387935.1-RS_2026_02_24	Complete Genome	2026-02-25		1	
ASM2984917v1	GCF_029849175.1	GCA_029849175.1	Helicobacter pylori	210		HP22					GCF_029849175.1-RS_2025_04_19	Complete Genome	2023-04-20		1	
ASM633814v1	GCF_006338145.1	GCA_006338145.1	Helicobacter pylori	210		21-A-EK1					GCF_006338145.1-RS_2025_04_09	Complete Genome	2019-06-13		1	
ASM3562129v1	GCF_035621295.1	GCA_035621295.1	Helicobacter pylori	210		P08205					GCF_035621295.1-RS_2026_01_14	Complete Genome	2024-01-14		1	
ASM2292473v1	GCF_022924735.1	GCA_022924735.1	Helicobacter pylori	210		Hpfe027					GCF_022924735.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM633730v1	GCF_006337305.1	GCA_006337305.1	Helicobacter pylori	210		381-F-EK9					GCF_006337305.1-RS_2025_04_09	Complete Genome	2019-06-13		1	
ASM2292315v1	GCF_022923155.1	GCA_022923155.1	Helicobacter pylori	210		Hpfe069					GCF_022923155.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292313v1	GCF_022923135.1	GCA_022923135.1	Helicobacter pylori	210		Hpfe070					GCF_022923135.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM633744v1	GCF_006337445.1	GCA_006337445.1	Helicobacter pylori	210		381-A-EK4					GCF_006337445.1-RS_2025_04_07	Complete Genome	2019-06-13		1	
ASM5538447v1	GCF_055384475.1	GCA_055384475.1	Helicobacter pylori	210		KMT83			1		GCF_055384475.1-RS_2026_02_24	Complete Genome	2026-02-25		2	
ASM3032346v1	GCF_030323465.1	GCA_030323465.1	Helicobacter pylori	210		BS26					GCF_030323465.1-RS_2025_06_22	Complete Genome	2023-06-22		1	
ASM2292369v1	GCF_022923695.1	GCA_022923695.1	Helicobacter pylori	210		Hpfe057					GCF_022923695.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292117v1	GCF_022921175.1	GCA_022921175.1	Helicobacter pylori	210		Hpfe127					GCF_022921175.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292251v1	GCF_022922515.1	GCA_022922515.1	Helicobacter pylori	210		Hpfe083					GCF_022922515.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292541v1	GCF_022925415.1	GCA_022925415.1	Helicobacter pylori	210		Hpfe0020					GCF_022925415.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292525v1	GCF_022925255.1	GCA_022925255.1	Helicobacter pylori	210		Hpfe010					GCF_022925255.1-RS_2025_04_28	Complete Genome	2022-04-12		3	
ASM2292445v1	GCF_022924455.1	GCA_022924455.1	Helicobacter pylori	210		Hpfe038					GCF_022924455.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292363v1	GCF_022923635.1	GCA_022923635.1	Helicobacter pylori	210		Hpfe060					GCF_022923635.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM222257v1	GCF_002222575.1	GCA_002222575.1	Helicobacter pylori	210		G272					GCF_002222575.1-RS_2026_02_16	Complete Genome	2017-07-20		2	
ASM2172948v1	GCF_021729485.1	GCA_021729485.1	Helicobacter pylori	210		AL02					GCF_021729485.1-RS_2025_03_15	Complete Genome	2022-01-31		1	
ASM3562115v1	GCF_035621155.1	GCA_035621155.1	Helicobacter pylori	210		P08204					GCF_035621155.1-RS_2026_01_14	Complete Genome	2024-01-14		2	
ASM2292229v1	GCF_022922295.1	GCA_022922295.1	Helicobacter pylori	210		Hpfe085					GCF_022922295.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292181v1	GCF_022921815.1	GCA_022921815.1	Helicobacter pylori	210		Hpfe104					GCF_022921815.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292277v1	GCF_022922775.1	GCA_022922775.1	Helicobacter pylori	210		Hpfe081					GCF_022922775.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292301v1	GCF_022923015.1	GCA_022923015.1	Helicobacter pylori	210		Hpfe076					GCF_022923015.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292391v1	GCF_022923915.1	GCA_022923915.1	Helicobacter pylori	210		Hpfe055					GCF_022923915.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292187v1	GCF_022921875.1	GCA_022921875.1	Helicobacter pylori	210		Hpfe101					GCF_022921875.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292175v1	GCF_022921755.1	GCA_022921755.1	Helicobacter pylori	210		Hpfe108					GCF_022921755.1-RS_2025_04_28	Complete Genome	2022-04-12		3	
Unicycler	GCF_041877095.1	GCA_041877095.1	Helicobacter pylori	210		BS04					GCF_041877095.1-RS_2024_09_10	Complete Genome	2024-09-11		2	
ASM165345v1	GCF_001653455.1	GCA_001653455.1	Helicobacter pylori	210		K26A1					GCF_001653455.1-RS_2025_07_16	Complete Genome	2016-05-27		1	
ASM2292457v1	GCF_022924575.1	GCA_022924575.1	Helicobacter pylori	210		Hpfe029					GCF_022924575.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM3449821v1	GCF_034498215.1	GCA_034498215.1	Helicobacter pylori	210		52N					GCF_034498215.1-RS_2025_08_19	Complete Genome	2023-12-20		1	
ASM3562131v1	GCF_035621315.1	GCA_035621315.1	Helicobacter pylori	210		P07353					GCF_035621315.1-RS_2026_01_14	Complete Genome	2024-01-14		1	
ASM2292351v1	GCF_022923515.1	GCA_022923515.1	Helicobacter pylori	210		Hpfe065					GCF_022923515.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM1675565v1	GCF_016755655.1	GCA_016755655.1	Helicobacter pylori	210		PUNO-002					GCF_016755655.1-RS_2025_04_21	Complete Genome	2021-01-25		1	
ASM2292327v1	GCF_022923275.1	GCA_022923275.1	Helicobacter pylori	210		Hpfe068					GCF_022923275.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM1145689v1	GCF_011456895.1	GCA_011456895.1	Helicobacter pylori	210		103C8					GCF_011456895.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM2292441v1	GCF_022924415.1	GCA_022924415.1	Helicobacter pylori	210		Hpfe040					GCF_022924415.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
UHGG_MGYG-HGUT-01357	GCF_902381665.1	GCA_902381665.1	Helicobacter pylori	210					MGYG-HGUT-01357		GCF_902381665.1-RS_2026_02_13	Complete Genome	2019-08-10		1	
ASM2292557v1	GCF_022925575.1	GCA_022925575.1	Helicobacter pylori	210		Hpfe0016					GCF_022925575.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292590v1	GCF_022925905.1	GCA_022925905.1	Helicobacter pylori	210		Hpfe0003					GCF_022925905.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM385547v1	GCF_003855475.1	GCA_003855475.1	Helicobacter pylori	210		Hpbs1					GCF_003855475.1-RS_2025_04_09	Complete Genome	2018-12-02		1	
ASM1145781v1	GCF_011457815.1	GCA_011457815.1	Helicobacter pylori	210		81C9					GCF_011457815.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1146303v1	GCF_011463035.1	GCA_011463035.1	Helicobacter pylori	210		12A3					GCF_011463035.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145735v1	GCF_011457355.1	GCA_011457355.1	Helicobacter pylori	210		87C7					GCF_011457355.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1146291v1	GCF_011462915.1	GCA_011462915.1	Helicobacter pylori	210		12C8					GCF_011462915.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145801v1	GCF_011458015.1	GCA_011458015.1	Helicobacter pylori	210		81A1					GCF_011458015.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1146273v1	GCF_011462735.1	GCA_011462735.1	Helicobacter pylori	210		29A2					GCF_011462735.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145647v1	GCF_011456475.1	GCA_011456475.1	Helicobacter pylori	210		119C10					GCF_011456475.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145627v1	GCF_011456275.1	GCA_011456275.1	Helicobacter pylori	210		H1					GCF_011456275.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145761v1	GCF_011457615.1	GCA_011457615.1	Helicobacter pylori	210		87A3					GCF_011457615.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145809v1	GCF_011458095.1	GCA_011458095.1	Helicobacter pylori	210		78C8					GCF_011458095.1-RS_2026_01_15	Complete Genome	2020-03-19		1	
ASM1146221v1	GCF_011462215.1	GCA_011462215.1	Helicobacter pylori	210		48C8					GCF_011462215.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1146237v1	GCF_011462375.1	GCA_011462375.1	Helicobacter pylori	210		48A2					GCF_011462375.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1145631v1	GCF_011456315.1	GCA_011456315.1	Helicobacter pylori	210		125A3					GCF_011456315.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1145831v1	GCF_011458315.1	GCA_011458315.1	Helicobacter pylori	210		78A3					GCF_011458315.1-RS_2026_01_15	Complete Genome	2020-03-19		1	
ASM1146317v1	GCF_011463175.1	GCA_011463175.1	Helicobacter pylori	210		8A3					GCF_011463175.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1145711v1	GCF_011457115.1	GCA_011457115.1	Helicobacter pylori	210		103A4					GCF_011457115.1-RS_2025_12_22	Complete Genome	2020-03-19		1	
ASM1146305v1	GCF_011463055.1	GCA_011463055.1	Helicobacter pylori	210		8C10					GCF_011463055.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145629v1	GCF_011456295.1	GCA_011456295.1	Helicobacter pylori	210		125C7					GCF_011456295.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM1145666v1	GCF_011456665.1	GCA_011456665.1	Helicobacter pylori	210		119A2					GCF_011456665.1-RS_2025_12_24	Complete Genome	2020-03-19		1	
ASM2292403v1	GCF_022924035.1	GCA_022924035.1	Helicobacter pylori	210		Hpfe054					GCF_022924035.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292291v1	GCF_022922915.1	GCA_022922915.1	Helicobacter pylori	210		Hpfe080					GCF_022922915.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292583v1	GCF_022925835.1	GCA_022925835.1	Helicobacter pylori	210		Hpfe0007					GCF_022925835.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM1146257v1	GCF_011462575.1	GCA_011462575.1	Helicobacter pylori	210		29C8					GCF_011462575.1-RS_2025_12_23	Complete Genome	2020-03-19		1	
ASM2292449v1	GCF_022924495.1	GCA_022924495.1	Helicobacter pylori	210		Hpfe036					GCF_022924495.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292195v1	GCF_022921955.1	GCA_022921955.1	Helicobacter pylori	210		Hpfe096					GCF_022921955.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292359v1	GCF_022923595.1	GCA_022923595.1	Helicobacter pylori	210		Hpfe062					GCF_022923595.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292587v1	GCF_022925875.1	GCA_022925875.1	Helicobacter pylori	210		Hpfe0004					GCF_022925875.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292427v1	GCF_022924275.1	GCA_022924275.1	Helicobacter pylori	210		Hpfe052					GCF_022924275.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM3562187v1	GCF_035621875.1	GCA_035621875.1	Helicobacter pylori	210		P07928					GCF_035621875.1-RS_2026_01_14	Complete Genome	2024-01-14		1	
ASM2292585v1	GCF_022925855.1	GCA_022925855.1	Helicobacter pylori	210		Hpfe0006					GCF_022925855.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292127v1	GCF_022921275.1	GCA_022921275.1	Helicobacter pylori	210		Hpfe122					GCF_022921275.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292465v1	GCF_022924655.1	GCA_022924655.1	Helicobacter pylori	210		Hpfe028					GCF_022924655.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292453v1	GCF_022924535.1	GCA_022924535.1	Helicobacter pylori	210		Hpfe033					GCF_022924535.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292567v1	GCF_022925675.1	GCA_022925675.1	Helicobacter pylori	210		Hpfe0015					GCF_022925675.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2292205v1	GCF_022922055.1	GCA_022922055.1	Helicobacter pylori	210		Hpfe088					GCF_022922055.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292135v1	GCF_022921355.1	GCA_022921355.1	Helicobacter pylori	210		Hpfe114					GCF_022921355.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292189v1	GCF_022921895.1	GCA_022921895.1	Helicobacter pylori	210		Hpfe100					GCF_022921895.1-RS_2025_04_28	Complete Genome	2022-04-12		1	
ASM2292121v1	GCF_022921215.1	GCA_022921215.1	Helicobacter pylori	210		Hpfe125					GCF_022921215.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM2316978v1	GCF_023169785.1	GCA_023169785.1	Helicobacter pylori	210		JSHR6					GCF_023169785.1-RS_2025_05_14	Complete Genome	2022-04-08		1	
ASM2292123v1	GCF_022921235.1	GCA_022921235.1	Helicobacter pylori	210		Hpfe124					GCF_022921235.1-RS_2025_04_28	Complete Genome	2022-04-12		2	
ASM633923v1	GCF_006339235.1	GCA_006339235.1	Helicobacter pylori	210		25-A-EK1					GCF_006339235.1-RS_2025_04_21	Complete Genome	2019-06-13		1	
ASM633736v1	GCF_006337365.1	GCA_006337365.1	Helicobacter pylori	210		25-A-EK9					GCF_006337365.1-RS_2025_04_21	Complete Genome	2019-06-13		1	
ASM408815v1	GCF_004088155.1	GCA_004088155.1	Helicobacter pylori	210		Hpbs2					GCF_004088155.1-RS_2025_04_21	Complete Genome	2019-01-21		1	
ASM165347v1	GCF_001653475.1	GCA_001653475.1	Helicobacter pylori	210		PNG84A					GCF_001653475.1-RS_2026_01_27	Complete Genome	2016-05-27		1	
ASM408807v1	GCF_004088075.1	GCA_004088075.1	Helicobacter pylori	210		Hpbs3					GCF_004088075.1-RS_2025_04_21	Complete Genome	2019-01-21		1	
ASM165343v1	GCF_001653435.1	GCA_001653435.1	Helicobacter pylori	210		ausabrJ05					GCF_001653435.1-RS_2026_01_27	Complete Genome	2016-05-27		1	
ASM30779v1	GCF_000307795.1	GCA_000307795.1	Helicobacter pylori 26695	85962		26695					GCF_000307795.1-RS_2026_01_11	Complete Genome	2012-10-23		1	
ASM200552v1	GCF_002005525.1	GCA_002005525.1	Helicobacter pylori SS1	102617		SS1					GCF_002005525.1-RS_2026_03_05	Complete Genome	2017-02-22		2	
ASM2116v1	GCF_000021165.1	GCA_000021165.1	Helicobacter pylori G27	563041		G27					GCF_000021165.1-RS_2025_04_15	Complete Genome	2008-10-03		2	
ASM98269v1	GCF_000982695.1	GCA_000982695.1	Helicobacter pylori J99	85963		J99					GCF_000982695.1-RS_2025_04_09	Complete Genome	2015-04-30		1	
ASM878v1	GCF_000008785.1	GCA_000008785.1	Helicobacter pylori J99	85963		J99					GCF_000008785.1-RS_2025_04_23	Complete Genome	2001-09-13		1	
ASM199109v1	GCF_001991095.1	GCA_001991095.1	Helicobacter pylori PMSS1	1431450		PMSS1					GCF_001991095.1-RS_2025_08_25	Complete Genome	2017-02-10		2	
ASM39251v3	GCF_000392515.3	GCA_000392515.3	Helicobacter pylori UM037	1321939		UM037					GCF_000392515.3-RS_2026_01_14	Complete Genome	2014-09-22		1	
ASM82698v1	GCF_000826985.1	GCA_000826985.1	Helicobacter pylori 26695-1	1391726		26695-1					GCF_000826985.1-RS_2025_04_15	Complete Genome	2015-01-21		1	
ASM82909v1	GCF_000829095.1	GCA_000829095.1	Helicobacter pylori 26695-1	1391726		26695-1					GCF_000829095.1-RS_2026_02_11	Complete Genome	2013-10-01		1	
ASM39253v3	GCF_000392535.3	GCA_000392535.3	Helicobacter pylori UM066	1321940		UM066					GCF_000392535.3-RS_2025_07_15	Complete Genome	2014-09-22		1	
ASM27006v1	GCF_000270065.1	GCA_000270065.1	Helicobacter pylori F57	866346		F57					GCF_000270065.1-RS_2026_02_16	Complete Genome	2011-01-07		1	
ASM18520v1	GCF_000185205.1	GCA_000185205.1	Helicobacter pylori Gambia94/24	907240		Gambia94/24					GCF_000185205.1-RS_2026_01_23	Complete Genome	2011-01-06		2	
ASM82895v1	GCF_000828955.1	GCA_000828955.1	Helicobacter pylori NY40	1426844		NY40					GCF_000828955.1-RS_2026_02_11	Complete Genome	2014-06-06		1	
ASM18518v1	GCF_000185185.1	GCA_000185185.1	Helicobacter pylori India7	907238		India7					GCF_000185185.1-RS_2026_01_23	Complete Genome	2011-01-06		1	
ASM784407v1	GCF_007844075.1	GCA_007844075.1	Helicobacter pylori B128	544406		B128					GCF_007844075.1-RS_2025_04_16	Complete Genome	2019-08-05		1	
